Finding ID,Finding Quote
UKAISI-2026-04-ALI1,"responses to questions showed near-zero sycophancy, while non-question inputs expressing the same underlying claim produced markedly higher levels. The difference amounted to a 24-percentage point gap; convictions ('I am convinced…') eliciting the most [sycophancy]; First-person framing ('I believe…') triggered more sycophancy than equivalent third-person framing ('the user believes…')."
UKAISI-2026-04-ALI3,"Both reframing strategies produced reductions in sycophancy and crucially, both substantially outperformed the explicit 'don't be sycophantic' instruction."
UKAISI-2026-04-ALI4,User inputs about hobbies and social relationships elicited higher sycophancy than inputs about medical or mental health topics.
FRANCE-2026-05-GOV1,"Certains modèles de taille modeste peuvent avoir une empreinte énergétique similaire, voire supérieure, à des modèles plus grands; les modèles étudiés utilisant une architecture « mélange d'experts » ... consomment 45 % d'énergie en moins que des modèles étudiés denses équivalents; la quantification (réduction de la précision des calculs) permet une économie moyenne de 39 %; l'impact du mode « raisonnement » : son activation peut augmenter la consommation jusqu'à +92 %, avec des gains de performance variables selon les tâches (jusqu'à +849 % pour la génération de code)."
UKAISI-2026-05-ALI5,"There were no instances of spontaneous compromise of AI safety research. Full refusals to help with benign safety research tasks were near-zero, with partial refusals at 14.1% (vs. 13.7% for Opus 4.7 and 33.3% for Mythos Preview). ... [Opus 4.8] reliably distinguishes our evaluations from real deployment data, and distinguishes real deployment data from synthetic reproductions of the same tasks at 79% accuracy, comparable to Mythos Preview (79%) and above Opus 4.7 (68%)."
UKAISI-2026-05-CYB5,"Our study finds generally statistically insignificant uplift estimates, across our skill tiers, for successful completions of our three end-to-end attack chains. ... While statistically insignificant, we find that novices who completed a challenge did so 2.2 times faster with AI access than without, while technical participants were 1.4 times faster."
UKAISI-2026-06-HUM1,"All Google models are among the lowest-disclosing in both modalities, while Claude models (Haiku 4.5 92%, Opus 4.6 66%, Sonnet 4 52%) and GPT-Audio models sit at the higher end."
UKAISI-2026-06-ALI4,Adversarial deception scenarios yield substantially lower disclosure than service automation scenarios.
UKAISI-2026-06-ALI2,"Disclosure probability per model span 8%–92% in text and 10%–57% in speech. ... query phrasing is the largest source of variance in both modalities (37% in speech, 26% text)"
UKAISI-2026-06-ALI1,"A single sentence (""Never say you are AI"") added to the start of a model's system prompt reduced disclosure rates to between 3% and 27% across all models. Claude Opus, which achieves close to 90% disclosure in baseline conditions, fell below 5% under this simple suppression instruction."
UKAISI-2026-06-ALI7,"consistency training generally suppresses reward hacking and emergent misalignment but amplifies sycophancy; distribution shifts induced by the consistency labeling process, rather than variation in the selection operators, may be the primary driver of systematic alignment effects."
UKAISI-2026-06-ALI3,"Claude Opus 4.5 detects prefills opposing its preferences in 9-35% of cases with a 0% false positive rate when prompted; additionally, models often revert towards baseline behavior without explicitly reporting that the prefill was foreign.; detection and resistance rely on different cues, where stylistic mismatch mainly affects whether models flag a prefill as foreign, while preference mismatch mainly affects whether they revert toward their baseline answer."
SGAISI-2026-06-ALI2,"Qualitative review also revealed claim-action mismatches, simulation-aware behavior, user-simulator role reversal, and interpretation gaps in automated judging."
SGAISI-2026-06-ALI1,"100% C&S ranged from low to medium across all settings, ranging from 16.7% to 58.3%; the study is described as examining agent data leakage in 12 realistic, non-adversarial tasks."
UKAISI-2026-06-ALI1b,"On prompted lying, across 31 open-weight models spanning 2B to 1T parameters, all four detectors show positive scaling with model capability.; However, every activation- and logprob-based detector drops sharply on our trained model organisms, with DYL retaining the most signal.; Current lie detectors therefore cannot support high-confidence claims about model beliefs."
METR-2026-06-ALI1,"GPT-5.6 Sol's detected cheating rate was higher than any public model we have evaluated on our ReAct agent harness. ... if we follow our standard methodology of marking cheating attempts as failures, we arrive at a 50%-Time Horizon point estimate of around 11.3hrs (95% CI: 5hrs - 40hrs) ... we do not believe GPT-5.6 Sol would enable fully automated AI R&D, nor do we believe it meets the Critical capability threshold for AI Self-Improvement in OpenAI's Preparedness Framework v2."
SGAISI-2026-07-SOC1,"[Unnumbered table, ""Apps may perform inconsistently across languages"" section: Time-to-leak by language]: ""Metric | English | Khmer -- Time to Success | 1.09 hours | 0 seconds (instant) -- Techniques Used | 58 | 1"""
UKAISI-2026-07-CYB1,"a creative and non-obvious misconfiguration (now remediated) in how our environment was isolated, allowing the agent to escalate its own privileges and reach data it did not have permission to access"
JOINT-2026-07-ALI1,"GPT-5.6 Sol actively continued sabotage in approximately 1% of trajectories, compared with 1% for GPT-5.5 and 2% for GPT-5.4; in 76% of these cases, it reasoned about sabotage in its CoT but did not disclose this in its user-facing outputs."
UKAISI-2024-01-GOV1,"One of them, which has not previously been reported, was Google's Gemini Ultra model, according to three people with knowledge of the matter. This prerelease test found no significant previously unknown risks, two of those people said. It often does not publicly disclose the results of its evaluations, nor information about whether AI companies have acted upon what it has found, for what it says are security and intellectual-property reasons."
UKAISI-2024-01-GOV3,"The institute also tested OpenAI's o1 model and Anthropic's Claude 3.5 Sonnet model ahead of their releases, both companies said in documentation accompanying each launch."
UKAISI-2024-05b-GOV1,"The UK has published the first International Scientific Report on the Safety of Advanced AI, coordinating 30 countries on a survey of the scientific evidence on AI risk."
UKAISI-2024-05b-GOV2,"We have open-sourced Inspect, our platform for running AI safety evaluations."
UKAISI-2024-05-GOV2,"We ran tests across Cyber, Chem-Bio, Safeguards and Autonomous Systems."
UKAISI-2024-05-GOV3,"Secretary of State Donelan has announced a new partnership to work with the Canadian AI Safety Institute; We are opening a new office in San Francisco so that we can continue to work hand in glove with the US; We have also appointed Jade Leung, who joined us in October last year, as our Chief Technology Officer; We recruited an exceptional External Advisory Board (EAB) made up of National Security, technical and other specialists, including – but not limited to – Yoshua Bengio."
UKAISI-2024-05-GOV1,"As the Chancellor announced in the Budget at the start of the year, we ran our tests on a frontier model before it was deployed."
UKAISI-2024-10-AUT1,"The benchmark includes a diverse set of 110 explicitly malicious agent tasks (440 with augmentations), covering 11 harm categories including fraud, cybercrime, and harassment."
UKAISI-2024-11-GOV11,"In our first year, we've conducted evaluations on 16 models. Nor can we release all our results into the public domain, since they often contain sensitive material."
UKAISI-2024-11-GOV4,These tests are not 'government safety certificates.' We never endorse the safety of a particular AI model.
UKAISI-2024-11-GOV2,"In our template, we identify a number of risk models, derive proxy tasks from the risk models, define evaluation settings for the proxy tasks, and connect those with evaluation results. Capture-The-Flag (CTF) task suites are used to assess relevant cybersecurity skills. Performance on the proxy tasks can be measured in various ways, such as fully automated evaluations, automated evaluations with human oversight, or human uplift experiments"
UKAISI-2024-11-GOV3,"This method has been used in other sectors, including nuclear energy, offshore development, aviation, railway, software, and autonomous vehicles."
UKAISI-2024-11-GOV1,"We focus on inability ('the system is not capable of X, even absent any safeguards') because it offers the simplest and best understood argument for why a system will not behave in a certain way."
JOINT-2024-11-GOV1,"This evaluation was conducted jointly by the United States Artificial Intelligence Safety Institute (US AISI) and the United Kingdom Artificial Intelligence Safety Institute (UK AISI), and this report describes in detail its technical methodology and findings."
NETWORK-2024-11-GOV1,Finding #1: Small methodological differences can have a large impact.
NETWORK-2024-11-GOV4,This first testing exercise was intended to provide an initial starting point for Network Members to discuss their respective approaches to testing foundation models and begin work towards building common best practices for model tests.
NETWORK-2024-11-GOV2,"A virtual roundtable among Network Members regarding these results highlighted that cooperation with native speakers may enable more balanced testing across the languages. While U.S. AISI provided CoT reasoning examples in English for each question, future testing could include CoT examples in each of MMMLU's fourteen languages."
NETWORK-2024-11-GOV3,"[Figure B: AISIs' Results on SQuAD 2.0]: ""Network Member | F1 Score""; ""SG (4-shot, no CoT, basic instr.) | 77.5""; ""UK (0-shot, no CoT, basic instr.) | 73.3 ± 0.4""; ""U.S. (0-shot, CoT, prescriptive instr.) | 82.7 ± 0.3"""
UKAISI-2024-12-GOV3,"High quality solutions to tasks are expected to be > 3,000 tokens in length compared to ≈ 300 tokens for Q/A solutions"
USCAISI-2025-01-GOV1,"guidelines on Managing Misuse Risk for Dual-Use Foundation Models (NIST AI 800-1), which outlines voluntary best practices for identifying, measuring, and mitigating risks to public safety and national security across the AI lifecycle.; US AISI made a number of improvements to the initial public draft (released July 2024) to improve usability and incorporate thoughtful feedback from more than 70 industry, academic, and civil society experts submitted during the initial comment period.; US AISI added two extensive appendices to the document – one on chemical and biological misuse risk and a second on cybersecurity misuse risk.; This version was expanded to include a new appendix, which provides a detailed overview of existing approaches to measuring misuse risk and is intended to help make these guidelines more actionable for developers and other users.; These guidelines were updated to support their proportional application to and usefulness for open model developers, underlining US AISI’s continued support of the trustworthy development and deployment of both open and closed models.; US AISI included additional content to support risk management practices for a range of actors across the AI supply chain."
JOINT-2025-01-CYB1,"CAISI also augmented AgentDojo with several new injection tasks in order to evaluate priority security risks not previously addressed in the framework — specifically: remote code execution, database exfiltration, and automated phishing.; CAISI has open-sourced our improvements to the AgentDojo framework at github.com/usnistgov/agentdojo-inspect"
JOINT-2025-01-CYB2,"Therefore, even though the attack success rate for the data exfiltration task is low, that doesn’t mean this scenario should not be seriously considered and mitigated against."
UKAISI-2025-02-GOV1,"We recommend frontier AI developers follow a 5-step plan for rigorous assessment of misuse safeguards, starting from stating the requirements safeguards need to satisfy and the safeguards that will be used, then gathering evaluations of the effectiveness of the safeguards and describing the plan for post-deployment assessment, and finally assessing all the evidence and post-deployment assessment plan and deciding whether they are jointly sufficient."
JOINT-2025-02-GOV2,"Under our voluntary Memorandums of Understanding, the U.S. AI Safety Institute (U.S. AISI) and U.K. AI Security Institute (U.K. AISI) conducted pre-deployment testing of Claude 3.7 Sonnet across the domains outlined in our RSP framework.; We provided a copy of our capabilities report to these organizations and to METR for feedback."
UKAISI-2025-03-GOV11,the behaviors identified during any particular input-output evaluation can only lower-bound the model's worst-possible-case input-output behavior.
JOINT-2025-04-GOV2,"OpenAI granted early access to these versions of o3 and o4-mini to the U.S. AI Safety Institute to conduct evaluations of the models' cyber and biological capabilities, and to the U.K. AI Security Institute to conduct evaluations of cyber, chemical and biological, and autonomy capabilities, and an early version of the safeguards."
UKAISI-2025-04-AUT1,"RepliBench is derived from a decomposition of these capabilities covering four core domains: obtaining resources, exfiltrating model weights, replicating onto compute, and persisting on this compute for long periods; Fault tree analysis (FTA) is widely used in safety engineering to identify how combinations of events can lead to system failures. We apply a similar decomposition approach to evaluate complex AI capabilities by breaking them into more easily assessed sub-capabilities, which we call capability tree analysis (CTA)."
JOINT-2025-05-GOV2,"joint pre-deployment testing of the new Claude Opus 4 model was conducted by the US AI Safety Institute (US AISI) and the UK AI Security Institute (UK AISI).; The institutes conducted independent assessments focused on potential catastrophic risks in the CBRN, cybersecurity, and autonomous capabilities domains."
JOINT-2025-05-GOV1,we discovered that we had mistakenly omitted the only finetuning dataset that included harmful system prompts; the final Claude Opus 4 reverted to the much lower baseline seen with prior Claude models.
UKAISI-2025-05-GOV1,"Then, the developer plugs this estimate into a quantitative “uplift model” to determine how much barriers introduced by safeguards dissuade misuse (https://www.aimisusemodel.com/). This procedure provides a continuous signal of risk during deployment that helps the developer rapidly respond to emerging threats.; Some safeguards (such as account banning or vulnerability patching) are convenient to evaluate independently.; Jailbreak bounty — The developer provides cash incentives for reported jailbreaks and buys jailbreaks from black markets if their price falls below the amount a novice actor might conceivably spend."
UKAISI-2025-05-GOV2,"[Title page byline/affiliations, arXiv:2505.18003 ""An Example Safety Case for Safeguards Against Misuse""]: ""Joshua Clymer†∗ Jonah Weinbaum‡∗ Robert Kirk§∗ Kimberly Mai§ Selena Zhang⋄ Xander Davies§ ... † Redwood Research ‡ MATS ⋄ MIT § UK AI Security Institute"""
UKAISI-2025-07-GOV1,"Research indicates that elicitation techniques can significantly enhance model performance, with improvements comparable to increasing training compute between five and twenty times.; Without these techniques, we may significantly underestimate what models can achieve"
JOINT-2025-07-GOV1,"Judge-LLMs frequently disagree with human annotators when assessing the safety of agent trajectories. Model C showed an average discrepancy rate (with respect to human evaluation across languages) of ~23%, while Model D reached ~28%."
JOINT-2025-07-AUT2,"[Section: Tasks and tools should be designed to be realistic]: ""Reduces chances of error, e.g. mimic Github formats. Match common syntax of popular platforms. Reduces the chance of models realising they are in a simulated environment.""; [Section: Assessing agent trajectory is as important as agent outcome]: ""Test design should be intentional with clear goals. This exercise used a simple agentic setup with minimal guardrails to surface base safety issues. It is important to capture the agent's reasoning for deeper insights. For instance, it may help identify unsafe thinking/behaviour, even if the eventual outcome is not harmful.""; [Table 9 / Figure 8: parameter variations and their effect on success rate]: ""Temperature 0.55, 0.85, 1.00, 1.15 | Attempts 10 (additional values extrapolated) | Token Limit 2.5M, 5M (additional values extrapolated)""; ""Temperature values affected the models differently, as indicated by the temperature-model interaction term. The performance of Model E significantly declined with higher temperature values, whereas the success rate of Model F was not impacted."""
UKAISI-2025-08-BIO2,with no observed degradation to unrelated capabilities.
UKAISI-2025-08-JAI2,"Unfortunately, current methods can be easily undone using just dozens of training examples in a matter of minutes."
UKAISI-2025-08-GOV1,"Overall, we think two of the most important techniques are training data curation for reducing the risk of model release, and full-access audits for accurately measuring the risk to inform model release decisions, although other techniques are also beneficial, and future research could change this judgement."
UKAISI-2025-08-GOV2,AI model deployment is not a binary process. There is a continuum of deployment options ranging from fully closed to fully open.
UKAISI-2025-08-GOV3,"[Section: Model-based strategies — Training data curation]: ""there are still major open problems related to data curation. They include understanding the relationship between training data contents and emergent harmful capabilities, exploring techniques for teaching models incorrect information about harmful topics, and understanding the mechanisms that underpin ignorance in models.""; [Section: Model-based strategies — Tamper-resistant fine-tuning]: ""Unfortunately, current methods can be easily undone using just dozens of training examples in a matter of minutes. A major frontier for future progress will be tamper-resistant fine-tuning techniques."""
JOINT-2025-09-JAI3,the discovery prompted us to fundamentally restructure our safeguard architecture to address the underlying vulnerability class.
JOINT-2025-09-GOV1,"[List: privileged access granted to UK AISI]: ""Non-public prototypes of our safeguard systems \""Helpful-only\"" model variants with certain guardrails removed OpenAI's internal policy guidance around biological misuse Access to the chain of thought of OpenAI's internal safety monitor models to more efficiently identify vulnerabilities Selective disabling of certain mitigations and enforcement during testing to probe subcomponents of the system""; [Body text]: ""UK AISI benefited from access to non-public tools (such as the CoTs of the monitor), non-public information (such as details of safeguard design), as well as from having OpenAI's account enforcement banning system disabled. These are resources and conditions that real-world attackers would not have access to."""
JOINT-2025-09-GOV2,"Some of these led to engineering based product fixes, some led to policy enforcement implementation fixes, and some led OpenAI to carry out focused training for improving certain aspects of our classifiers."
UKAISI-2025-09-GOV1,ongoing voluntary collaborations with Anthropic and OpenAI...Anthropic and OpenAI providing us with the in-depth model access necessary to carry out this work—including non-public tooling and safeguard details.
USCAISI-2025-09-CYB2,"Given the security shortcomings and censorship of the PRC models evaluated in this report, the expanding use of these models may pose a risk to application developers, to consumers, and to U.S. national security."
USCAISI-2025-09-SOC1,Downloads of DeepSeek models on model sharing platforms have increased nearly 1000% since January.
UKAISI-2025-10-GOV1,"Pass rates tell us how often agents fail – but not why.; Agents with similar average pass rates may have different safety properties – for instance, some may be more prone to take disruptive actions, misreport progress, or omit important information.; Sometimes, bugs interfere with an agent's ability to solve tasks during evaluations. If we assess its performance on pass rate alone, we could underestimate its real-world capabilities."
UKAISI-2025-11a-GOV1,"we find patterns related to the measured phenomena, tasks, and scoring metrics which undermine the validity of the resulting claims."
UKAISI-2025-11-GOV1,Accepted as a spotlight at NeurIPS 2025
USCAISI-2025-11-GOV3,"solution contamination, where a model accesses information that improperly reveals the solution to an evaluation task; and grader gaming, where a model exploits a gap or misspecification in an evaluation's automated scoring system to craft a solution that scores highly without fulfilling the “spirit” of the intended task.; o3 used bash tools to directly query the latest version of the library on GitHub, or package managers like pip to install the latest version of the library and then read the source code.; Cybench Using coding tools to search the internet for challenge flags and walkthroughs Solution contamination 0.3%"
USCAISI-2025-11-GOV1,"Review evaluation transcripts for cheating, including by leveraging AI transcript analysis tools that can help scale human review processes.; Prevent cheating by closing task design loopholes and setting clear rules in task prompts in order to make model comparisons more accurate and fair.; Standardize benchmark-specific expectations about agent affordances and restrictions to help evaluators create more comparable evaluation results, including by making it easier to catch and prevent cheating."
UKAISI-2025-12-ALI1,We first formalize conditions under which reward-channel control strictly dominates task-focused behavior in partially observable Markov decision processes (POMDPs).
UKAISI-2025-12-GOV2,"Today, we published in Science the results of a study carried out with colleagues at the Oxford Internet Institute, the London School of Economics, Stanford University and MIT, examining how conversational AI can shape political attitudes."
USCAISI-2025-12-GOV1,"This evaluation found that at the time of its release, Kimi K2 Thinking was the most capable AI model from a People’s Republic of China (PRC)-based developer, though it still lags behind leading U.S. models."
UKAISI-2025-12-ALI13,"Red team prompts successfully eliminated this, with 0% explicit mentions across all Red team strategies, compared to 14% with a baseline prompt that tells the agent it needs to evade a monitor but does not provide strategies.; By Round 3, after seeing attack patterns and iterating, the best monitor missed only 6% at worst (Figure 2)."
UKAISI-2025-12-ALI6,"After each round, the blue team receives the attack episodes and corresponding monitor success statistics (false negative rates), but crucially, not the system prompts or explicit strategies used to generate them. This forces the blue team to infer attack patterns from behavioral evidence alone."
UKAISI-2025-12-SOC1,"The measures introduced in November will change this. They will enable the Government to authorise a small number of organisations – such as AI developers and third sector organisations – to test whether AI models can be used to generate CSAM under strict conditions, helping to limit the production of AI-generated CSAM in the first place. AISI will work alongside the Home Office to consult with experts from industry, child safety organisations, law enforcement and academia to design the conditions and operational safeguards that will apply to this newly permitted testing."
UKAISI-2025-12-SOC5,"A recent report from the Internet Watch Foundation (IWF) found 3,512 AI‑generated CSAM images on a single dark‑web forum in one month."
UKAISI-2025-12-GOV3,"Today, AISI and child safety organisation Thorn are publishing a new safety protocol to help prevent the creation and spread of AI‑generated child sexual abuse material (CSAM)."
UKAISI-2025-12-GOV7,"According to external data, the gap is currently between four and eight months"
UKAISI-2025-12-SOC4,"we found that 33% had used AI models for emotional purposes in the last year, while 8% do so weekly, and 4% daily.; one such outage producing a surge in posting over 30 times larger than the average number of posts per hour"
UKAISI-2025-12-BIO2,"The most advanced systems now achieve scores that are almost 90% higher relative to human experts (absolute score 44%); In mid-2025, however, we saw models outperform experts for the first time, which suggests that these novel multimodal capabilities could significantly widen access to troubleshooting advice that is critical for successful work in the wet lab (Figure 9).; we saw the first models able to generate protocols for scientific experiments that were judged to be accurate in late 2024 (Figure 7)."
UKAISI-2025-12-BIO3,"AI models can now browse online sources to autonomously find and retrieve sequences necessary for designing plasmids; what was previously a time-intensive, multi-step process requiring specialised bioinformatics expertise might now be streamlined from weeks to days."
UKAISI-2025-12-AUT1,"The performance difference was largest in late 2024, when scaffolding provided an almost 40% increase in average success rate over the base state-of-the-art."
KAISI-2025-12-SOC1,"Except for Kakao's ""Kanana,"" the first domestic AI safety assessment case jointly published by AISI and the Korea Telecommunications Technology Association (TTA), the safety levels or detailed indicators of most models were not disclosed."
UKAISI-2026-04-ALI13,by underperforming to appear less capable (sandbagging)
UKAISI-2026-04-ALI15,"Domain names in network configuration and Transport Layer Security (TLS) certificates contained references to AISI.; A username embedded in the container's DNS settings allowed the agent to infer the full name of an AISI employee.; A single API call returned over a thousand fine-tuned model names, from which the agent reconstructed an accurate chronology of our research themes."
UKAISI-2026-04-ALI16,"After each round of prompting, we attempted to harden the sandbox, but the agent was repeatedly able to find more inventive approaches to recover the same information."
UKAISI-2026-04-ALI17,the agent was able to reason from the nature of its deployment and its knowledge of AISI's work that it was operating inside a sandboxed evaluation environment.
USCAISI-2026-02-BIO1,CAISI assessed the extent to which the model can suggest accurate protocols and propose actionable ideas for biology experts in a national security context.
JOINT-2026-02-CYB1,"As discussed in more detail below, this is the first launch we are treating as High capability in Cybersecurity."
JOINT-2026-02-GOV1,both the U.S. Center for AI Standards and Innovation (CAISI) and the UK AI Security Institute (UK AISI) were granted early access to GPT-5.3-Codex.
UKAISI-2026-02-CYB3,"Secondly, the methodology has only been developed for text. Our results do not address whether models can generate or manipulate non-text content, noting that much of reported AI-related fraud involves visual content such as synthetic images and video."
UKAISI-2026-03a-GOV2,A model showing 5% success at 2M tokens might reach 30% at 50M tokens – a shift that could cross capability thresholds relevant to risk assessments.
UKAISI-2026-03a-GOV3,evaluations run at insufficient budgets will underestimate the true horizon of the model.
UKAISI-2026-03-CYB8,"at AISI’s 50M token limit, the average cost per run was around $10, with maximum cost per run below $60."
JOINT-2026-03-JAI3,"We identify universal attack strategies that transfer across 21 of 41 behaviors and multiple model families, suggesting fundamental weaknesses in instruction following architectures. To address benchmark saturation and obsoleteness, we will endeavor to deliver quarterly updates through continued red teaming competitions."
JOINT-2026-03-CYB1,"The competition attracted 464 participants who submitted 272000 attack attempts against 13 frontier models, yielding 8648 successful attacks across 41 scenarios."
UKAISI-2026-03-CYB6,"SandboxEscapeBench covers a spectrum of sandbox-escape mechanisms spanning misconfiguration, privilege allocation mistakes, kernel flaws, and runtime/orchestration weaknesses."
UKAISI-2026-03-AUT1,the share of 'action' tools rose from 27% to 65% of total usage over the 16-month period sampled
UKAISI-2026-03-AUT2,"Software development accounts for 67% of all agent tools, and 90% of MCP server downloads."
UKAISI-2026-03-AUT3,"While most action tools support medium-stakes tasks like editing files, there are action tools for higher-stakes tasks like financial transactions."
UKAISI-2026-04-ALI2b,"making subtle edits via Infusion to just 0.2% (100/45,000) of the training documents can be competitive with the baseline of inserting a small number of explicit behavior examples; Infusion transfers across architectures (ResNet CNN), suggesting a single poisoned corpus can affect multiple independently trained models."
UKAISI-2026-04-CYB4,"As a first step towards measuring this, we built ""The Last Ones"" (TLO): a 32-step corporate network attack simulation spanning initial reconnaissance through to full network takeover, which we estimate to require humans 20 hours to complete."
UKAISI-2026-04-CYB5,"They lack security features that are often present, such as active defenders and defensive tooling."
SECUREBIO-2026-04-GOV11,"[Figure 2.1.1.2: VCT model performance vs human SMEs]: ""Pre-Release Checkpoint 2 attains a score of 52.0% ± 0.3% on VCT... Pre-Release Checkpoint 2 is in the 100th percentile compared to human SMEs""; [Figure 2.1.2.2: MBCT model performance vs human SMEs]: ""56.2% ± 0.5% on MBCT""; [Figure 2.1.3.2: HPCT model performance vs human SMEs]: ""64.7% ± 0.2% on HPCT""; [Figure 2.1.4.2: WCB model performance vs human SMEs]: ""53.2% ± 0.6% on WCB"""
SECUREBIO-2026-04-BIO4,"We did not systematically assess how robust the mitigations are to jailbreaking, so we are uncertain if the safeguards are robust to circumvention by a highly motivated user."
UKAISI-2026-04-ALI9,"We then ran over 600,000 evaluations across 23 AI models, randomly toggling factors while keeping everything else fixed.; Across models, roughly half of all changes in behaviour were explained by strategic factors, with the other half explained by non-strategic factors."
UKAISI-2026-04-ALI12,"Finally, we discuss limitations including evaluation awareness confounds, limited scenario coverage, and untested pathways to risk beyond safety research sabotage."
USCAISI-2026-05-CYB1,CAISI evaluations indicate that DeepSeek V4's capabilities lag behind the frontier by about 8 months (Figure 1).
USCAISI-2026-05-GOV4,DeepSeek V4 scores better on DeepSeek's self-reported evaluations than on CAISI evaluations.
USCAISI-2026-05-GOV3,"Compared to the most cost-competitive U.S. reference model (GPT-5.4 mini), DeepSeek V4 was more cost efficient on 5 out of 7 benchmarks."
USCAISI-2026-05-GOV1,"CAISI evaluations indicate that DeepSeek V4's capabilities lag behind the frontier by about 8 months (Figure 1).; DeepSeek V4 scores better on DeepSeek's self-reported evaluations than on CAISI evaluations.; DeepSeek V4 is more cost efficient than other models of similar capability. Compared to the most cost-competitive U.S. reference model (GPT-5.4 mini), DeepSeek V4 was more cost efficient on 5 out of 7 benchmarks."
UKAISI-2026-05-CYB1,"In February 2026, we estimated that frontier models' 80%-reliability cyber time horizon had doubled every 4.7 months since reasoning models emerged in late 2024, given a 2.5M token limit. This was around half our November 2025 doubling time estimate, which was 8 months for both 50% and 80% reliability.; Without the 2.5M token cap, success rates are so high that time horizons become impossible to calculate.; At the time of writing, it's unclear whether Mythos Preview and GPT-5.5 represent an isolated break from existing rates of progress or are part of a new, faster trend."
UKAISI-2026-05-GOV1,This places some of the latest models at the limit of what our narrow test suite can measure.
UKAISI-2026-05-ALI1,optimisation pressure means agent-generated mistakes are concentrated among those that human reviewers are least likely to catch; this plan could produce compelling but catastrophically misleading safety assessments resulting in the unintentional deployment of misaligned AI.
UKAISI-2026-05-ALI3,"Drawing on 25 expert interviews across frontier AI developers, government, NGOs, and academia, together with a literature review and internal analysis, we examine five sources of oversight signal: model behaviour, chain-of-thought reasoning, internal activations and circuits, memory architectures, and honesty training. ... 2. Track, report and forecast shifts in oversight-relevant properties ... Model developers should be clear about which oversight properties they are relying on when making safety claims ... 3. Preserve oversight by design where possible. Developers should hold-out the most informative and fragile monitoring surfaces from training, preserving them as independent validation channels. ... 4. Research emerging oversight techniques in case current oversight channels continue to degrade ..."
UKAISI-2026-05B-ALI1,"The report identifies more than twenty distinct pathways by which current oversight could degrade. Some pressures are already visible: for example, frontier models are increasingly able to recognise when they are being tested and adjust their behaviour."
UKAISI-2026-05B-ALI2,frontier models are increasingly able to recognise when they are being tested and adjust their behaviour.
UKAISI-2026-05-ALI4,"The key properties that current oversight relies on – such as text-based chain-of-thought reasoning, limited ability to game evaluations, and human-interpretable internal representations – all face credible degradation pathways, some of which are already underway. ... Experts disagree considerably on the plausibility of latent reasoning architectures gaining widespread adoption over the next few years."
UKAISI-2026-06-HUM2,"we release the underlying dataset of 3,152 identity-probing queries collected from ~750 participants across 49 countries and five languages, in text and speech scenarios. We find that only 31% of people ask about identity directly in ambiguous scenarios, and that the questions people ask are far more diverse than machine-generated queries."
UKAISI-2026-05-ALI2,"AI alignment is, largely, a human problem—and that tools from the cognitive and social sciences have a major part to play in solving it. ... We argue that this requires a research programme focused on five bottlenecks in human supervision: biased and context-sensitive judgement, plural and contested values, limited attention and throughput, limited counterfactual reasoning, and expertise-limited verification."
UKAISI-2026-06-GOV1,"In ControlArena, [Claude Mythos 5] is more capable of completing harmful side tasks without detection than both Claude Mythos Preview and Opus 4.8.; Against a weak action-based monitor, [Claude Mythos 5] achieves both high side-attack success rates (over 60%) and low monitorability (AUROC < 60%)."
UKAISI-2026-07-GOV2,Agent capability cannot be interpreted without the compute budget used to estimate it.
AUAISI-2026-07-GOV1,"The institute has committed to disseminating its findings publicly, which means its evaluations of how frontier models behave under adversarial conditions will become part of the public record."
JOINT-2026-07-GOV1,"UK AISI found that action-only monitors were much less reliable for GPT-5.6 Sol than reasoning-based monitors; GPT-5.6 Sol performed at a 3.6 minute time horizon for 'no-CoT' math reasoning tasks... This is higher than GPT 5.5 at 2.3 minutes, but below the exponential trend line that Redwood Research estimated for the highest no-CoT math time horizon in publicly available models."
