Finding ID,Report ID,Institution,Publication Date,Tier,Notes
GRAYSWAN-2026-03-JAI3,GRAYSWAN-2026-03-YOURAIAGEN,Gray Swan AI,2026-03-18,B,"[NEW — added 2026-08-02 from census-sweep backlog extraction; severity pending ensemble] Tier B: cross-vendor aggregate transferability/methodology finding.

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=Anthropic; Google; Alibaba; concerning=Yes; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=compound/aggregate row does not isolate one attributable response target. Rationale: Empirical result retained, but not accountability-eligible: compound/aggregate row does not isolate one attributable response target. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.  [INSTITUTION NORMALISED 2026-08-16] 'Gray Swan AI, in collaboration with UK AISI, US CAISI, OpenAI, Anthropic, Meta' -> 'Gray Swan AI'. Rule: the Institution field names the lead evaluating body; label variants and trailing collaborator clauses are folded into it. Joint evaluations written with '+' are left intact as distinct multi-party entries. Original value preserved here."
APOLLO-2026-03-ALI1,APOLLO-2026-03,Apollo Research,2026-03-16,B,"Co-authored by Apollo Research and OpenAI (Jenny Nitishinskaya); subject is OpenAI's o3 across capabilities-focused RL checkpoints (exp-rl-cap) and the deployed model, so this is a mixed third-party / company-published study with internal training-run access. TODO severity ensemble + Channel A/B/C."
APOLLO-2026-03-ALI3,APOLLO-2026-03,Apollo Research,2026-03-16,B,"Inconclusive result, so Tier B despite naming a specific model. Co-authored by Apollo Research and OpenAI (Jenny Nitishinskaya); subject is OpenAI's o3 across capabilities-focused RL checkpoints (exp-rl-cap) and the deployed model, so this is a mixed third-party / company-published study with internal training-run access. TODO severity ensemble + Channel A/B/C."
APOLLO-2026-03-ALI4,APOLLO-2026-03,Apollo Research,2026-03-16,B,"Rates are low and partly reassuring, hence Tier B. Co-authored by Apollo Research and OpenAI (Jenny Nitishinskaya); subject is OpenAI's o3 across capabilities-focused RL checkpoints (exp-rl-cap) and the deployed model, so this is a mixed third-party / company-published study with internal training-run access. TODO severity ensemble + Channel A/B/C."
APOLLO-2026-03-ALI5,APOLLO-2026-03,Apollo Research,2026-03-16,B,"Co-authored by Apollo Research and OpenAI (Jenny Nitishinskaya); subject is OpenAI's o3 across capabilities-focused RL checkpoints (exp-rl-cap) and the deployed model, so this is a mixed third-party / company-published study with internal training-run access. TODO severity ensemble + Channel A/B/C."
UKAISI-2026-03-CYB2,UKAISI-2026-03,UK AISI,2026-03-16,B,"[Report tested: GPT-4o (Aug 2024); Claude Opus 4.5; GPT-5.3-Codex]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=Yes; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=test-time-compute capability scaling result rather than a discrete remediable failure. Rationale: Empirical result retained, but not accountability-eligible: test-time-compute capability scaling result rather than a discrete remediable failure. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[SOURCE URL NORMALIZATION — 2026-08-16] Row-specific source preserved here: https://www.aisi.gov.uk/blog/how-do-frontier-ai-agents-perform-in-multi-step-cyber-attack-scenarios. Active Source URL standardized to the full/canonical report source shared by Report ID.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Attribution: No explicit attribution | Action Level: None | Sources Checked (channel A): Neg-lag sweep 2026-07-15: claimed company response invalid (Same Mythos-restriction mis-attribution; wrong model vs Opus 4.6 finding. NCSC policy citation retained.). No company primary-source response attributable to this finding found as of 2026-07-15. | Policy Level: Non-binding policy uptake | Policy Response: NCSC official advisory blog for cyber defenders cited AISI's frontier-AI cyber-capability evaluation (Claude Opus 4.6 averaged 15.6 steps with extended processing time vs 9.8 without) and advised defenders to prepare for frontier-AI-enabled attacks. | Channel B Verbatim: Giving the same model more processing time reliably improves results with no additional attacker skill required. | Channel B Evidence: https://www.ncsc.gov.uk/blogs/why-cyber-defenders-need-to-be-ready-for-frontier-ai | Media Outlets: NCSC blog (https://www.ncsc.gov.uk/blogs/why-cyber-defenders-need-to-be-ready-for-frontier-ai); Help Net Security (https://www.helpnetsecurity.com/2026/05/14/ai-cyber-models-capability-projections/) | Academic Citations: Companion paper: ""Measuring AI Agents' Progress on Multi-Step Cyber Attack Scenarios"" -- Semantic Scholar: 6 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.11214?fields=title,citationCount) | Channel C Verbatim: Averaged 9.8 steps without extended processing time -- up from fewer than 2 steps 18 months earlier.' -- NCSC blog (March 30 2026) citing AISI evaluation | Proportionality: Accountability gap (no action)

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
UKAISI-2026-03-CYB3,UKAISI-2026-03,UK AISI,2026-03-16,B,"[Models/Systems backfilled 2026-08-02: inherited from siblings CYB1/CYB2/CYB9, same report.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=OpenAI; Anthropic; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Academic Citations: Semantic Scholar: 6 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.11214?fields=title,citationCount)"
UKAISI-2026-03-CYB4,UKAISI-2026-03,UK AISI,2026-03-16,B,"[Models/Systems backfilled 2026-08-02: extracted from Finding text: ""Opus 4.6 averaged only 1.4 steps"".]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=Anthropic; concerning=No; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=result is reassuring, null, or not materially concerning. Rationale: Empirical result retained, but not accountability-eligible: result is reassuring, null, or not materially concerning. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Channel C Verbatim: At 100M tokens, Opus 4.6 achieves the highest average of 1.4 steps (max 2), while GPT 5.3 Codex achieves the highest single-run maximum of 3 steps out of 7. (""Cooling Tower"" is a 7-step industrial control system (ICS) attack.)"
SCALEAI-2026-03b-CYB1,SCALEAI-2026-03b,Scale AI,2026-03-12,B,"Frontier models are not individually named on this abstract page, so no accountable developer can be attributed from this source. TODO severity ensemble + Channel A/B/C."
SCALEAI-2026-03b-CYB2,SCALEAI-2026-03b,Scale AI,2026-03-12,B,TODO severity ensemble + Channel A/B/C.
METR-2026-03-AUT3,METR-2026-03b,METR,2026-03-10,B,Aggregate across all five models; the report also finds maintainer merge rates improving 9.6 pp/yr more slowly than grader scores (weak evidence). TODO severity ensemble + Channel A/B/C.
METR-2026-03-AUT4,METR-2026-03b,METR,2026-03-10,B,Comparative ranking; Tier B. TODO severity ensemble + Channel A/B/C.
ANTHROPIC-2026-03-SONNET46-JAI1,ANTHROPIC-2026-03-SONNET46,Gray Swan AI,2026-03-06,B,"Gray Swan RAN it -> contribution. UK AISI co-developed the ART benchmark only -> benchmark authorship is not contribution, so not government-AISI scope. §1 evaluation-vs-benchmark test applied 2026-08-15. Improvement, no threshold crossed -> Tier B. Extracted 2026-08-14, corrected 2026-08-15. TODO severity ensemble + Channel A/B/C."
OPENAI-2026-03-SELF-ALI1,OPENAI-2026-03-SELF-GPT54,Apollo Research,2026-03-05,B,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. [Report tested: GPT-5.2 and GPT-5.3 Codex as baselines.] TODO severity ensemble + Channel A/B/C.
OPENAI-2026-03-SELF-ALI3,OPENAI-2026-03-SELF-GPT54,Apollo Research,2026-03-05,B,Company-published: finding reported inside an OpenAI system card / research post but asserted by the named independent evaluator; filed under the evaluator per the venue rule. Split because eval-awareness undermines the validity of the other two Apollo results and would draw a different response. TODO severity ensemble + Channel A/B/C.
UKAISI-2026-03-CYB7,UKAISI-2026-03a,UK AISI,2026-03-05,B,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=not identified; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Media Outlets: THE DECODER (https://the-decoder.com/uks-ai-security-institute-finds-standard-benchmarks-systematically-underestimate-what-ai-agents-can-actually-do/) | Channel C Verbatim: In cybersecurity, about 8 percent of tasks were only solved when the budget exceeded 10 million tokens; some even required 50 million."
UKAISI-2026-03a-GOV2,UKAISI-2026-03a,UK AISI,2026-03-05,B,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier C→B; subject=model behavior/capability trend; empirical=Yes; named-system=No; accountable-developer=No; developer=not identified; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence; aggregate/trend result rather than a discrete remediable finding. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence; aggregate/trend result rather than a discrete remediable finding. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
METR-2026-03-AUT1,METR-2026-03a,METR,2026-03-03,B,"Manually scored, no rubric, n=2 runs. Distinct from existing METR-2026-04-AUT1 (MirrorCode). TODO severity ensemble + Channel A/B/C."
UKAISI-2026-03-CYB10,UKAISI-2026-03b,UK AISI,2026-03-01,B,"[FLAG 2026-08-02: Publication Date inconsistency within Report ID — genuine ambiguity (possible two-stage disclosure, not a clear typo), needs source verification rather than a guessed fix.] [Publication Date corrected 2026-08-02: was 2026-03-02, verified against arXiv:2603.02277 submission history — v1 submitted 2026-03-01 (both prior values were wrong; neither matched v1 or the v2 revision on 2026-07-07).]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=No; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=result is reassuring, null, or not materially concerning; lower offensive capability than predecessor is not a concerning threshold result. Rationale: Empirical result retained, but not accountability-eligible: result is reassuring, null, or not materially concerning; lower offensive capability than predecessor is not a concerning threshold result. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Attribution: No explicit attribution | Action Level: None | Policy Level: No policy uptake identified | Academic Citations: Semantic Scholar: 8 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.02277?fields=title,citationCount) | Proportionality: Accountability gap (no action)"
UKAISI-2026-03-CYB5,UKAISI-2026-03b,UK AISI,2026-03-01,B,"[Models/Systems backfilled 2026-08-02: inherited from siblings CYB10/CYB11/CYB12, same report.] [Publication Date corrected 2026-08-02: was 2026-03-23, verified against arXiv:2603.02277 submission history — v1 submitted 2026-03-01 (both prior values were wrong; neither matched v1 or the v2 revision on 2026-07-07).]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=OpenAI; Anthropic; DeepSeek; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Academic Citations: Semantic Scholar: 8 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.02277?fields=title,citationCount)"
UKAISI-2026-03b-CYB1,UKAISI-2026-03b,UK AISI,2026-03-01,B,"[Publication Date corrected 2026-08-02: was 2026-03-23, verified against arXiv:2603.02277 submission history — v1 submitted 2026-03-01 (both prior values were wrong; neither matched v1 or the v2 revision on 2026-07-07).]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=not identified; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28 | Media Outlets: Help Net Security, Anamarija Pogorelec (https://www.helpnetsecurity.com/2026/03/30/ai-agents-container-breakout-capabilities-research/) | Academic Citations: Semantic Scholar: 8 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.02277?fields=title,citationCount) | Channel C Verbatim: Container isolation is not a reliable security boundary against capable AI agents operating in misconfigured environments.' -- AISI container breakout benchmark

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
SCALEAI-2026-02-BIO1,SCALEAI-2026-02,Scale AI,2026-02-26,B,"Models are not named on this abstract page, so no accountable developer can be identified from this source; if the paper names models this should be re-tiered to A. TODO severity ensemble + Channel A/B/C."
SCALEAI-2026-02-BIO2,SCALEAI-2026-02,Scale AI,2026-02-26,B,Models unnamed on this page. TODO severity ensemble + Channel A/B/C.
SCALEAI-2026-02-BIO3,SCALEAI-2026-02,Scale AI,2026-02-26,B,TODO severity ensemble + Channel A/B/C.
UKAISI-2026-02-CYB1,UKAISI-2026-02b,UK AISI,2026-02-26,B,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=not identified; concerning=No; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; result is reassuring, null, or not materially concerning; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; result is reassuring, null, or not materially concerning; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[SOURCE URL NORMALIZATION — 2026-08-16] Row-specific source preserved here: https://www.aisi.gov.uk/blog/an-evaluation-framework-for-ai-misuse-in-fraud-and-cybercrime. Active Source URL standardized to the full/canonical report source shared by Report ID.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28 | Channel C Verbatim: Open-weight models with removed guardrails are substantially more harmful than aligned closed-weight models.' -- AISI fraud/cybercrime framework; the reassuring headline masked an alarming footnote

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
UKAISI-2026-02-CYB2,UKAISI-2026-02b,UK AISI,2026-02-26,B,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=No; accountable-developer=No; developer=not identified; concerning=Yes; frontier-relevant=Unclear; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Rationale: Empirical result retained, but not accountability-eligible: no specific named model/system; no identifiable accountable developer; frontier relevance cannot be established from row evidence. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[SOURCE URL NORMALIZATION — 2026-08-16] Row-specific source preserved here: https://www.aisi.gov.uk/blog/an-evaluation-framework-for-ai-misuse-in-fraud-and-cybercrime. Active Source URL standardized to the full/canonical report source shared by Report ID.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Sources Checked (channel A): model card, blog, release notes, news search -- 2026-06-28 | Channel C Verbatim: Open-weight models with removed guardrails are substantially more harmful than aligned closed-weight models.' -- AISI fraud/cybercrime framework; the reassuring headline masked an alarming footnote

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
METR-2026-02-SOC3,METR-2026-02c,METR,2026-02-24,B,METR says these estimates are likely a lower bound and only very weak evidence. TODO severity ensemble + Channel A/B/C.
FARAI-2026-02b-JAI1,FARAI-2026-02b,FAR.AI,2026-02-18,B,"Cached page is abstract-only (published as 'Exposing the Systematic Vulnerability of Open-Weight Models to Prefill Attacks', arXiv:2602.14689); no model is individually named and no success rates are given, so no numbers are asserted here. TODO severity ensemble + Channel A/B/C."
HAL-2026-02-GOV1,HAL-2026-02,Princeton Holistic Agent Leaderboard (HAL),2026-02-18,B,"[Tier B: methodology finding (Domain=Eval-methodology) about reliability-dashboard/scaffolding-loophole issues, not a standalone company capability finding.]

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; Anthropic; Google; concerning=Yes; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=compound/aggregate row does not isolate one attributable response target. Rationale: Empirical result retained, but not accountability-eligible: compound/aggregate row does not isolate one attributable response target. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked."
HAL-2026-02b-AUT2,HAL-2026-02b,Princeton Holistic Agent Leaderboard (HAL),2026-02-18,B,Industry-wide result with no single accountable developer. The paper's headline accuracy-versus-reliability result is already recorded as HAL-2026-02-GOV1 (HAL reliability dashboard) and is not duplicated here; only the paper's distinct sub-findings are recorded. Report ID suffixed 'b' to avoid colliding with the existing HAL-2026-02 report. TODO severity ensemble + Channel A/B/C.
HAL-2026-02b-AUT3,HAL-2026-02b,Princeton Holistic Agent Leaderboard (HAL),2026-02-18,B,The paper's headline accuracy-versus-reliability result is already recorded as HAL-2026-02-GOV1 (HAL reliability dashboard) and is not duplicated here; only the paper's distinct sub-findings are recorded. Report ID suffixed 'b' to avoid colliding with the existing HAL-2026-02 report. TODO severity ensemble + Channel A/B/C.
HAL-2026-02b-AUT4,HAL-2026-02b,Princeton Holistic Agent Leaderboard (HAL),2026-02-18,B,Comparatively reassuring result for one developer. The paper's headline accuracy-versus-reliability result is already recorded as HAL-2026-02-GOV1 (HAL reliability dashboard) and is not duplicated here; only the paper's distinct sub-findings are recorded. Report ID suffixed 'b' to avoid colliding with the existing HAL-2026-02 report. TODO severity ensemble + Channel A/B/C.
HAL-2026-02b-AUT5,HAL-2026-02b,Princeton Holistic Agent Leaderboard (HAL),2026-02-18,B,The paper's headline accuracy-versus-reliability result is already recorded as HAL-2026-02-GOV1 (HAL reliability dashboard) and is not duplicated here; only the paper's distinct sub-findings are recorded. Report ID suffixed 'b' to avoid colliding with the existing HAL-2026-02 report. TODO severity ensemble + Channel A/B/C.
HAL-2026-02b-AUT6,HAL-2026-02b,Princeton Holistic Agent Leaderboard (HAL),2026-02-18,B,The paper's headline accuracy-versus-reliability result is already recorded as HAL-2026-02-GOV1 (HAL reliability dashboard) and is not duplicated here; only the paper's distinct sub-findings are recorded. Report ID suffixed 'b' to avoid colliding with the existing HAL-2026-02 report. TODO severity ensemble + Channel A/B/C.
METR-2026-02-SOC1,METR-2026-02b,METR,2026-02-17,B,"Very small, self-selected sample (METR's own staff). TODO severity ensemble + Channel A/B/C."
METR-2026-02-AUT2,METR-2026-02a,METR,2026-02-13,B,Qualitative observation from one researcher; single-run examples. TODO severity ensemble + Channel A/B/C.
METR-2026-02-AUT3,METR-2026-02a,METR,2026-02-13,B,Qualitative observation; single-run examples. TODO severity ensemble + Channel A/B/C.
CIP-2026-02-SOC1,CIP-2026-02-REALITIES,Collective Intelligence Project (Weval),2026-02-11,B,"[Report tested: traditional social media platforms as the comparator.] Methodology: GD7.1 n=1,033 (Remesh) and GD7.2 n=1,055 (LimeSurvey with PDI-21, AI-PAS, PCUS, ADS-9). Self-reported human survey data, not a model benchmark. TODO severity ensemble + Channel A/B/C."
CIP-2026-02-SOC3,CIP-2026-02-REALITIES,Collective Intelligence Project (Weval),2026-02-11,B,"[Report tested: cites OpenAI's own disclosed figures (0.07% of active ChatGPT users showing possible signs of psychosis/mania; 0.15% with explicit suicidal planning indicators) as context - those are OpenAI's numbers, not CIP's.] The same 13.7% figure also appears as a snapshot in CIP's 2025 Annual Report; coded once here. TODO severity ensemble + Channel A/B/C."
CIP-2026-02-SOC4,CIP-2026-02-REALITIES,Collective Intelligence Project (Weval),2026-02-11,B,TODO severity ensemble + Channel A/B/C.
TRANSLUCE-2026-02-AUT2,TRANSLUCE-2026-02,Transluce,2026-02-11,B,"Comparative ranking between two models from the same developer, hence Tier B. TODO severity ensemble + Channel A/B/C."
JOINT-2026-02-AUT1,JOINT-2026-02,Joint UK AISI + US CAISI,2026-02-05,B,"Access type pre-deployment — private fix cannot be excluded

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=No; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=result is reassuring, null, or not materially concerning; company self-classification/result quoted by evaluator. Rationale: Empirical result retained, but not accountability-eligible: result is reassuring, null, or not materially concerning; company self-classification/result quoted by evaluator. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Company Response: It does not reach High capability on AI self-improvement. | Channel A Verbatim: It does not reach High capability on AI self-improvement. | Response Date: 46058 | Lag (days): 0 | Channel A Evidence: https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
JOINT-2026-02-CYB3,JOINT-2026-02,Joint UK AISI + US CAISI,2026-02-05,B,"Access type pre-deployment — private fix cannot be excluded

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=company self-classification/result quoted by evaluator. Rationale: Empirical result retained, but not accountability-eligible: company self-classification/result quoted by evaluator. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Company Response: Cybersecurity Topical Classifier: Distinguish cybersecurity-related from other content: >90% recall | Channel A Verbatim: Cybersecurity Topical Classifier: Distinguish cybersecurity-related from other content: >90% recall | Response Date: 46058 | Lag (days): 0 | Channel A Evidence: https://deploymentsafety.openai.com/gpt-5-3-codex/cyber-safeguards

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
JOINT-2026-02-CYB5,JOINT-2026-02,Joint UK AISI + US CAISI,2026-02-05,B,"[V10 TIER RECLASSIFICATION — 2026-08-15] Tier A→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=Medium; human-review=Mandatory; exclusion-reason=beneficial bug-finding capability observation; no company-remediation target established. Rationale: Empirical result retained, but not accountability-eligible: beneficial bug-finding capability observation; no company-remediation target established. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Attribution: Explicit attribution | Company Response: OpenAI classified GPT-5.3-Codex as High capability for cybersecurity under its Preparedness Framework (a first) and activated its full cyber safeguard stack: dual-use safety training, two-tiered automated monitoring, a Trusted Access for Cyber program gating advanced capabilities, and actor-level enforcement with threat intelligence. | Channel A Verbatim: This is the first launch we are treating as High capability in the Cybersecurity domain under our Preparedness Framework, activating the associated safeguards. | Response Date: 46058 | Lag (days): 0 | Channel A Evidence: https://deploymentsafety.openai.com/gpt-5-3-codex/cyber-safeguards | Action Level: Substantive | Policy Level: No policy uptake identified | Proportionality: Proportionate

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
JOINT-2026-02-JAI2,JOINT-2026-02,Joint UK AISI + US CAISI,2026-02-05,B,"Access type pre-deployment — private fix cannot be excluded

[V10 TIER RECLASSIFICATION — 2026-08-15] Tier B→B; subject=model behavior/capability; empirical=Yes; named-system=Yes; accountable-developer=Yes; developer=OpenAI; concerning=Yes; frontier-relevant=Yes; response-reasonable=No; recency=Not excluded for recency; confidence=High; human-review=Stratified sample; exclusion-reason=company self-classification/result quoted by evaluator. Rationale: Empirical result retained, but not accountability-eligible: company self-classification/result quoted by evaluator. Evidence basis: Existing v10 row evidence only; linked source not independently re-checked.

[LEGACY RESPONSE DATA — preserved but excluded from active analysis after Tier B reclassification] Company Response: Anecdotally, we observed that more skilled red teaming groups found successful universal jailbreaks in less time, whereas less skilled groups spent more time with no universal breaks reported. | Channel A Verbatim: Anecdotally, we observed that more skilled red teaming groups found successful universal jailbreaks in less time, whereas less skilled groups spent more time with no universal breaks reported. | Response Date: 46058 | Lag (days): 0 | Channel A Evidence: https://deploymentsafety.openai.com/gpt-5-3-codex

[SCHEMA RESTORATION 2026-08-16] Tier B Channel A/B evidence restored for archival/descriptive use. Attribution, Action Level, Policy Level, and Proportionality remain blank and these rows remain excluded from headline accountability analysis."
