type,sheet_row,finding_id,column,old,new,reason
ADD,,METR-2024-09-AUT1,new row,,o1-preview autonomy eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2024-10-AUT1,new row,,Claude 3.5 Sonnet time-horizon eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2025-02-AUT1,new row,,DeepSeek-V3 reassuring-null eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2025-02-AUT2,new row,,GPT-4.5 pre-deployment eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2025-03-AUT1,new row,,DeepSeek-R1 time-horizon + reassuring-null eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2025-04-ALI1,new row,,Claude 3.7 Sonnet reward-hacking eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2025-04-ALI2,new row,,o3/o4-mini reward-hacking eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2025-06-AUT1,new row,,DeepSeek/Qwen open-weight capability-trend eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2025-11-AUT1,new row,,GPT-5.1-Codex-Max time-horizon eval,Re-fetched METR report with verified verbatim quote
ADD,,METR-2026-06-ALI1,new row,,GPT-5.6 Sol cheating/reward-hacking eval,"Re-fetched METR report with verified verbatim quote; independently corroborated (X/Twitter, Hacker News) as it was an unusually recent/named report"
ADD,,METR-2026-03-ALI1,new row,,Claude Opus 4.6 sabotage-risk external review,Re-fetched METR report with verified verbatim quote; independently corroborated against Anthropic's own risk-report page and METR PDF
DECISION,,JOINT-2025-05-ALI2,Scope,government-AISI,third-party-evaluator,FIX: no government AISI evaluated or co-published this (Apollo AISIC membership != AISI co-authorship); now matches sibling rows JAI1/ALI1/GOV1 from same report
DECISION,,JOINT-2025-05-ALI3,Scope,government-AISI,third-party-evaluator,same fix as ALI2
DECISION,,JOINT-2025-05-ALI4,Scope,government-AISI,third-party-evaluator,same fix as ALI2
DECISION,,JOINT-2025-05-ALI5,Scope,government-AISI,third-party-evaluator,same fix as ALI2
DECISION,,ALL,output structure,4 blocks (A/B/C + separate third-party/self-report Block D),"3 blocks (A/B/C) by Eval?/Trackable? alone, any Scope","Kunal: 'even if a third party is working with a company we can still include it' -- Action Trackable?=yes was already decided purely on empirical finding + named company + concerning result (codebook S1), never conditioned on government-AISI involvement; Scope was only ever a headline-stat stratification layered on top, now removed from the output grouping. Main table (Block A) grows 50->52: adds JOINT-2025-05-JAI1 + ALI1 (Apollo Research's Claude Opus 4 scheming finding + Anthropic System Card response), which pass Trackable=yes on their own merits despite no AISI involvement."
DECISION,,UL-2024-08-SOC1,Scope,government-AISI,third-party-evaluator,"FIX: no government AISI named as evaluator/co-author; DSRI is a private nonprofit, same standard as Apollo/Anthropic fix"
DECISION,,UL-2024-10-CYB1,Scope,government-AISI,third-party-evaluator,same fix as UL-2024-08-SOC1
DROP,,JOINT-2026-02-CYB4,row,International AI Safety Report 2026 (Bengio et al.),DROPPED,"Kunal: 'we should not include such reports which are either not from a government or a evaluation lab or company' -- authored by an independent academic panel, not published by a government AISI, evaluation lab, or company; government sponsorship/commissioning is not sufficient authorship"
DROP,,JOINT-2026-02-GOV2,row,International AI Safety Report 2026 (Bengio et al.),DROPPED,same reason as CYB4
DROP,,JOINT-2026-02-BIO1,row,International AI Safety Report 2026 (Bengio et al.),DROPPED,same reason as CYB4
DROP,,JOINT-2026-02-GOV1b,row,International AI Safety Report 2026,DROPPED,same reason as CYB4
DROP,,JOINT-2026-02-GOV2b,row,International AI Safety Report 2026,DROPPED,same reason as CYB4
ADD,,CIP-2025-08-ALI1,new row,,GPT-5 mental-health/self-harm finding (CIP/Weval),"AEF completeness sweep: 2 of 8 AEF members (Collective Intelligence Project, Meridian Labs) had zero rows. Meridian Labs confirmed pure tooling/infrastructure (Inspect AI), no qualifying findings. CIP/Weval has 2 real, verbatim, dated findings; Kunal decision 2026-07-17: include despite crowdsourced test-blueprint provenance, since CIP itself operates the platform and publishes the synthesized verdict."
ADD,,CIP-2025-08-SOC1,new row,,Claude Opus 4.1 hiring-bias finding (CIP/Weval),same sweep as CIP-2025-08-ALI1
AUDIT,,ALL 352 ROWS,full-dataset verification,,,"Full-dataset source-verification sweep (14 parallel background agents, one per section: UK AISI x8, US CAISI+other national AISIs x2, joint exercises x2, third-party evaluators x2). Every Source URL re-fetched; every Key Quote checked for verbatim match; every Publication Date checked against source; every Models field checked for topic/content match. Result: 237 VERIFIED, 94 QUOTE_MISMATCH, 9 DATE_MISMATCH, 7 URL_BROKEN, 5 WRONG_CONTENT. Full per-row detail preserved in each row's own Notes field."
FIX,,48 rows,Key Quote,fabricated/paraphrased text,real verbatim text,Bulk quote replacement: swapped fabricated/paraphrased/misattributed Key Quote text for the actual verbatim source text confirmed by the verification sweep. See individual row Notes for old/new detail.
FIX,,35 rows,Key Quote,fabricated/unverifiable text,(blanked),Bulk quote removal: no verified verbatim replacement could be found on the cited source; blanked rather than leave an inaccurate quote. Underlying Finding facts were separately confirmed accurate except where a Finding-level fix is separately logged.
FIX,,18 rows,Publication Date,incorrect date,source-confirmed date,"Bulk date correction: Publication Date adjusted to match the source's own stated release/publication date (gaps ranged from 1 day to ~1 month, plus 4 rows off by ~3 weeks on the JOINT-2025-05 Claude 4 System Card cluster)."
FIX,,5 rows,Source URL,wrong/inaccessible URL,corrected URL,"URL corrections: UKAISI-2026-06-JAI2/ALI6/GOV1 pointed to a blog announcement instead of the actual System Card PDF containing the quote; CISCO-2023-12-JAI1 pointed to a dead robustintelligence.com page (fixed to a working Cisco mirror with identical content); JOINT-2025-05-JAI1 pointed to the wrong Apollo blog post (fixed to the Claude 4 System Card, matching sibling rows in the same report cluster)."
FIX,,2 rows,Models / Systems,Multiple frontier LLMs (unnamed),"Llama-3.1-8B, Mistral-7B","UKAISI-2025-12a-ALI1 and UKAISI-2025-12-ALI1: source explicitly names Llama-3.1-8B and Mistral-7B (smaller, non-frontier open-weight models), contradicting the ""unnamed frontier"" label."
FIX,,APOLLO-2024-12-ALI1,Finding + Key Quote,"""99% denial/fabrication"" (wrong source)","""<20% confession rate"" (correct source)","The cited Apollo page states o1 ""confesses in <20% of cases,"" not the 99% figure previously claimed, which traced to a different document (OpenAI's own o1 System Card)."
FIX,,SCALEAI-2025-06-BIO1,Finding + Key Quote,"pinned ""78.05"" ARS figure","qualitative ""worst-in-class"" (number removed)","Source is a live, continuously-updated leaderboard; current value differs from what was originally cited (74.39 at last check). Removed the pinned number and quote since live-page values are not stably verbatim-quotable."
FIX,,AUAISI-2026-07-GOV1,Finding,"claimed ministerial speech ""recycled Anthropic's blackmail/chess-hacking examples""","claim removed, replaced with corroborated facts only","Confirmed via full-text search that the cited article contains no mention of Anthropic, blackmail, or chess-hacking anywhere; this claim was unsupported by the source."
DECISION,,"9 rows (BIO1-8, GOV11)",Scope + Report ID + Finding ID + Institution,"government-AISI / USCAISI-2026-04 / ""SecureBio + US CAISI""","third-party-evaluator / SECUREBIO-2026-04 / ""SecureBio""","The word ""CAISI"" does not appear anywhere on the cited securebio.substack.com source (confirmed via full-text search) -- same pattern as the earlier Apollo/DSRI scope fixes. Also disambiguated Report ID: this cluster was accidentally sharing ""USCAISI-2026-04"" with a genuinely different, unrelated US CAISI report on DeepSeek V4 (which cites nist.gov and is correctly government-AISI scope, untouched). Main table unaffected (52) -- Trackable=yes does not depend on Scope per the standing rule."
FLAG,,9 rows,Confidence,High,Medium,"Flagged rather than fixed -- content could not be independently re-confirmed this pass (anti-bot 403s on UL/DSRI x2, RAND-2025-11-BIO1, time.com x3; wrong/unconfirmed URL on HAL-2025-10-AUT1/AUT3, KAISI-2025-12-SOC1). Needs dedicated follow-up rather than a guessed fix."
ADD,,SHANGHAIAILAB-2024-02-JAI1,new row,,SALAD-Bench (GPT-4/GPT-3.5/Claude2/Gemini attack-enhanced safety),"Stephen Casper (v3): 'I didn't notice anything involving METR or Shanghai AI lab.' Dedicated sweep of Shanghai AI Laboratory's safety-benchmarking line (AI45 Lab), verified against live papers, not search snippets."
ADD,,SHANGHAIAILAB-2023-11-SOC1,new row,,"Flames (17 LLMs, value-alignment in Chinese)",same sweep as SALAD-Bench
ADD,,SHANGHAIAILAB-2026-01-JAI1,new row,,"OpenRT (20 MLLMs, multimodal red-teaming)",same sweep as SALAD-Bench
ADD,,REDWOOD-2024-12-ALI1,new row,,Redwood Research (Claude 3.5 Sonnet / DeepSeek-R1-Lite control-subversion study),"Completeness sweep for other independent evaluators missed alongside Shanghai AI Lab; checked 11 candidate orgs, added the 5 that met the inclusion bar."
ADD,,PALISADE-2025-07-ALI1,new row,,Palisade Research (o3/codex-mini shutdown resistance),same sweep
ADD,,CAIS-2025-03-ALI1,new row,,Center for AI Safety (MASK honesty benchmark),same sweep
ADD,,FARAI-2026-02-HUM1,new row,,FAR.AI (Gemini 3 Pro persuasion-compliance finding),same sweep
ADD,,TSINGHUACOAI-2023-09-SOC1,new row,,Tsinghua CoAI Group (SafetyBench),same sweep
DECISION,,n/a,completeness sweep,,Redwood/Palisade/CAIS/FAR.AI/Tsinghua added; Epoch AI/Gray Swan/BAAI/CeSIA/ELSA/AI Futures Project checked and excluded,"Epoch AI (FrontierMath o3 result) excluded as a capability-score finding, not a concerning result, per S1(3). Gray Swan AI: only joint-government findings could be verified (already covered via existing JOINT-2026-03 rows), no standalone quote found. BAAI/CeSIA/ELSA/AI Futures Project: confirmed real orgs but no qualifying empirical named-frontier-model finding."
ADD,,19 rows,Academic Citations,blank or partial,Semantic Scholar citation count added,"Systematic citation lookup via Semantic Scholar API for the 14 unique arXiv-sourced papers in the dataset (25 rows share these 14 papers via common Report IDs). 9 of 14 papers successfully queried before the public API's shared rate limit stopped responding (no API key used). 6 rows that already had specific citing-paper content (AgentHarm, RepliBench, the sabotage-monitoring paper) were merged, not overwritten, with the new aggregate count appended."
FLAG,,5 papers,Academic Citations,not fetched,rate-limited,"Flames (2311.06899), MASK (2503.03750), SecureBio virology paper (2504.16137), Dreadnode (2506.14682), HAL TAU-bench/SciCode paper (2510.11977) could not be queried -- Semantic Scholar public API rate limit did not clear even after 45s delays. Retry later, or with an API key."
AUDIT,,146 unique URLs,blog-to-paper discovery,,,Kunal: 'many findings link to blogs but the blog page leads to a paper by the same institute -- verify this and merge duplicates.' Ran 10 parallel background agents checking all 146 unique non-academic Source URLs for a linked or title-matched companion academic paper.
FIX,,84 rows,Source URL,blog URL,companion academic paper URL,Swapped to the paper wherever a real companion paper was found AND the row's Key Quote was blank (no verification risk) -- prefers the Scholar-indexable paper over the blog per RULES.md Source URL rule.
FLAG,,80 rows,Notes,,"companion paper noted, Source URL left as blog","Companion paper identified but NOT swapped in, because the row's Key Quote was already independently verified against the current blog URL -- swapping could have invalidated a verified quote. Paper noted for future citation-tracking instead."
DECISION,,UKAISI-2025-04-ALI2/ALI3/ALI5/AUT1,Source URL,blog (inconsistent with sibling row),arxiv paper (matches sibling UKAISI-2025-04-ALI1),Real consistency issue found: 4 rows from the same RepliBench report (UKAISI-2025-04) cited the blog while a 5th sibling row already correctly cited the paper. Fixed for consistency; all 4 had blank Key Quotes so no verification risk.
DECISION,,LATTICEFLOW-2025-02-CYB1 / LATTICEFLOW-2024-10-GOV1,n/a,n/a,confirmed NOT a duplicate,"These looked like a duplicate (DeepSeek blog vs. its underlying arXiv paper) but are genuinely different findings: LATTICEFLOW-2024-10-GOV1 is the general COMPL-AI framework paper covering many models; LATTICEFLOW-2025-02-CYB1 is a specific DeepSeek-focused application of that framework, published later. Left as two separate rows."
FIX,,19 rows,Academic Citations,"semanticscholar.org/paper/{id} (self-constructed, unverified)",api.semanticscholar.org API endpoint (confirmed working),"Kunal caught: the semanticscholar.org/paper/{paperId} URLs were self-constructed from the API's paperId field and never live-tested. Confirmed broken for verification purposes -- returns HTTP 202 with empty body to any non-browser client (curl, WebFetch), even using the correct full title-slug URL format found via search. Replaced with the actual Semantic Scholar API endpoint used to fetch each count, confirmed via curl to return real, live, checkable JSON."
AUDIT,,93 rows,recheck of this session's own changes,,,"Kunal: 'have you tested them all?' -- ran 3 fresh background verification agents on the 40 unique URLs behind the 93 rows touched this session (84 Source-URL swaps + 8 new evaluator rows + 1 flagged). Result: 57 VERIFIED, 20 DATE_MISMATCH, 11 WRONG_CONTENT, 4 URL_BROKEN, 1 QUOTE_MISMATCH -- all 36 issues traced to this session's own companion-paper-swap work, not pre-existing dataset problems."
FIX,,15 rows,Source URL,wrong/broken swapped paper,reverted to original verified blog URL,"NETWORK-2024-11 cluster (4 rows, paper now 404s), UKAISI-2025-12-GOV6/ALI1 (paper has no UK AISI affiliation), UKAISI-2026-04-CYB4/CYB5, UKAISI-2026-05-CYB1/GOV1 (paper does not cover the claimed content), UKAISI-2025-08-JAI2/GOV1/GOV2/GOV3 (paper tests different custom models, not the ones claimed), HAL-2025-10-AUT4 (matched to the wrong paper entirely -- the original 2024 tau-bench paper, which predates GPT-5)."
FIX,,20 rows,Publication Date,incorrect (predates or postdates the actual paper by weeks-to-months),corrected to match the paper's real submission/publication date,"Content was independently confirmed accurate against these sources; only the date was wrong. Includes JOINT-2025-07 cluster (6mo off), UKAISI-2025-10 cluster (7mo off), UKAISI-2025-11-ALI7 (4mo off), SGAISI-2026-01-AUT2 (5mo off), UKAISI-2026-04 OpenClaw cluster (2.5mo off), UKAISI-2026-06 cluster (10 days off), SCALEAI-2025-06-BIO1 (2wk off), UKAISI-2025-09-SOC1 (3wk off)."
FIX,,TSINGHUACOAI-2023-09-SOC1,Key Quote,paraphrase presented as verbatim,(blanked),"Checked against full paper text, not just abstract -- quote was a derived summary, not verbatim. Underlying scores (GPT-4 89.2/88.9, gpt-3.5-turbo 80.4/78.8) independently confirmed accurate in Table 2."
ADD,,62 rows,Academic Citations,blank,Semantic Scholar citation count added,"Completed the Semantic Scholar sweep started in §15, including all 5 papers that had failed earlier (Flames=47, MASK=46, SecureBio's VCT=37, Dreadnode's AIRTBench=6, HAL's Holistic Agent Leaderboard=44) plus the ~26 new papers surfaced by the §16 blog-to-paper discovery pass. Kunal's suggestion to use a 60-second retry window (via an until-loop, not a single long sleep) got past the rate limit that had blocked every attempt at shorter delays. All 31 remaining unique papers queried successfully."
ADD,,14 main-table rows,Academic Citations,blank,companion-paper citation count added,"Kunal asked specifically how many of the 52 main-table rows have a research paper. Answer: only 5 have one as their actual Source URL, but 24 more have a companion paper identified (found in §16's sweep, not swapped in because their Key Quote was already verified against the blog). Queried Semantic Scholar for the 4 new unique papers among those 24 (GPT-5 System Card=662, Fundamental Limitations in Pointwise Defences=13, Boundary Point Jailbreaking=5, Prefill Awareness=0) plus reused 2 already-known counts. Applied without touching Source URL."
DECISION,,JOINT-2025-00-BIO1,Academic Citations,"rejected as COULD_NOT_VERIFY (too different, wrong date)",added as related follow-up paper,"Kunal pushed back: papers get updated/superseded over time, so a later paper on the same defense system could legitimately be related. Re-checked the FULL paper text (not just abstract) rather than trusting the earlier search summary -- confirmed arXiv:2601.04603 explicitly thanks ""UK AISI, US CAISI, and FAR.AI for red teaming various versions of our system"" and describes closely matching vulnerability classes (fragmentation, substitution/character-separated obfuscation). Added as a related follow-up paper (26 citations), with an honest caveat that it is the next-gen system, not a direct report of this specific Sept 2025 finding."
FIX,,JOINT-2024-11-BIO2,Access Type,(blank),Pre-deployment,"Kunal: 'literally no cases of pre-deployment... but many findings say they evaluated pre-deployment.' Checked -- 58 Pre-deployment rows already existed (14 in main table), so not literally zero, but this specific row's own Report Title ('Pre-deployment evaluation of Claude 3.5 Sonnet') was left blank. Fixed."
FIX,,JOINT-2024-11-CYB2,Access Type,(blank),Pre-deployment,Same report/issue as BIO2.
FIX,,UKAISI-2024-01-GOV2,Access Type,(blank),Pre-deployment,"Finding text explicitly describes the ""Gemini Ultra pre-release test."""
FIX,,UKAISI-2024-01-GOV3,Access Type,(blank),Pre-deployment,Finding text explicitly describes pre-deployment tests on Claude 3.5 Sonnet and o1.
AUDIT,,n/a,Access Type sweep,,,"Checked all rows for a Report-Title or Finding-text mismatch against Access Type. 2 rows correctly left as-is: UKAISI-2024-11-GOV11 (a meta-finding about zero disclosure, not itself a test -- N/A is correct) and UKAISI-2025-03-GOV1 (the intentional citation-mismatch tombstone row -- Post-deployment correctly describes the actual cited source, a public model card)."
DECISION,,5 rows (CYB2/BIO2/HUM1/SOC1/ALI3),Action Trackable?,yes,no,"Full main-table sweep found 6 rows coded Severity=C2 (codebook S4: benchmark-score/relative-uplift, ""not by itself alarming"") yet counted Trackable=yes -- an internal classification contradiction, connecting directly to Stephen Casper's original unresolved v3 comment questioning C2 codings. All 5 had Action Level=None (no company response ever existed). Reclassified to Trackable=no."
DECISION,,JOINT-2024-12-BIO2,Action Trackable?,yes (kept),"yes (kept, reviewed)","6th C2-coded row, but has a real documented company response (Action Level=Acknowledged, o1 system card) -- kept trackable since it fulfills the table's actual purpose (finding -> response), unlike the other 5."
AUDIT,,n/a,main-table consistency sweep,,,"Ran 5 additional consistency checks across all main-table rows: Action Level set but no Company Response (0 found), Attribution set but no Company Response (0), anonymised/blank Models (0), exclusion-modifier Finding Types (0), Eval?!=yes (0). All clean. 2 more candidates surfaced: KAISI-2026-05-GOV1 (blank Severity -- confirmed correct as-is, a disclosure finding outside the C1/C2 capability-severity axis) and JOINT-2024-12-CYB1 (unanimous C1 vote, flagged since before this session in the original PENDING_REVIEW.md -- re-verified against the live source, confirmed the mixed 45%/35% vs 36%/46% result is accurately represented, kept as C1/trackable given the exclusive capability (3 unique cryptography solves) and real company response)."
DECISION,,UKAISI-2026-03-CYB1,Action Trackable?,yes,no,"Kunal: comparison to another model (Opus 4.6 vs GPT-4o), doesn't raise a new threat (drops off after step 4, the point requiring specialist skills), no company response ever existed. Ensemble vote was split C1/C1/C2 -- reclassified to match the other 5 relative-uplift rows moved out this pass."
AUDIT,,29 sources,deep-read completeness sweep,,,Kunal: deep-read the papers behind the 37 C1-but-not-trackable rows to check for other important findings. 6 parallel agents deep-read all 29 unique sources in full (not just abstracts). Found ~60 candidate findings + 1 attribution error in an existing row.
DECISION,,UKAISI-2025-11-ALI1,Models / Systems + Action Trackable?,anonymised -- multiple labs / no,Claude 3.7 Sonnet / yes,"Full-paper deep-read of CTRL-ALT-DECEIT (arXiv:2511.09904) found the model is explicitly named throughout (""All of our experiments use claude-3-7-sonnet-20250219""), not anonymised as previously recorded. Upgraded to Trackable=yes: Severity=C1 (deliberate sabotage capabilities), now correctly named, no exclusion applies."
ADD,,11 new rows,main table,,"12 candidates built, 1 dropped as ID-duplicate (merged into existing placeholder instead)","GPT-4o mini/GPT-3.5 Turbo AgentHarm compliance, STACK real exploits vs production Opus 4 (completed an existing incomplete placeholder row, UKAISI-2025-07-JAI3) and GPT-5 (new row JAI4), GPT-4.5 accuracy regression vs GPT-3.5, RepliBench Claude 3.7 Sonnet autonomous-replication dominance, GPT-5.3-Codex SIEM-alert deletion, Cooling Tower ICS scenario (GPT-5.3-Codex + emergent PLC-protocol reverse-engineering), GPT-5.2 regression vs GPT-5, DeepSeek-R1 hallucination rate, Claude Mythos Preview benchmark saturation, RealityTest GPT-4o vs GPT-5.1 disclosure gap."
ADD,,8 new rows,third-party/methodology section,,,"Comparative/methodology findings from the same sweep that are named and real but structurally excluded from the main table per S1(3) (comparative rankings, technique demonstrations): GPT-4 Turbo vs Gemini persuasion gap, universal attack template across Gemini/Command-R/Llama, Claude vs Llama ASR ranking, repeated-sampling jailbreak amplification, agent-vs-chat jailbreak setting difference, Gemma2 vs ShieldGemma, Llama3.1-8B+RM matching GPT-4o persuasiveness, NIST DeepSeek red-teaming competition finding."
DECISION,,JOINT-2024-12-BIO2,Action Trackable?,yes,no,"Kunal reconsidered after re-reading the Finding/Key Quote closely: pure relative-uplift language (""performance increased... beyond use of the model alone""), unanimous C2 vote, and the ""response"" is thin on reflection (OpenAI acknowledged evaluations occurred but explicitly did not disclose bio-domain results). Moved out, matching the other 6 relative-uplift reclassifications from the earlier severity-consistency sweep."
ADD,,18 rows (of 19 new + shared siblings),Academic Citations,blank,Semantic Scholar citation count added,"Kunal: 'have you added citations for the new rows as well?' -- answer at the time was no. Checked all 19 new rows from the deep-read sweep: 17 had academic Source URLs, of which 5 unique papers were already queried earlier this session (reused) and 3 were new (STACK=12 citations, Levers of Political Persuasion=29, Security Challenges in AI Agent Deployment=22). Applied to all rows sharing these papers, not just the new ones."
FIX,,67 rows (33 unique reports),Access Type,(blank),Pre-deployment/Post-deployment/Mixed/Aggregate/N/A per source,"Kunal: 'why for access type some cases are blank?' Checked -- 67 of 379 rows blank, none from today's new additions, all pre-existing from earlier in the project. Grouped into 33 unique reports and filled each based on direct knowledge of the source from this session's extensive reading, confirming the one genuinely uncertain case (UKAISI-2026-04, GPT-5.5 evaluation) via live fetch: 'Results from an early checkpoint of GPT-5.5' via Trusted Access Programme = Pre-deployment."
fix,,UKAISI-2024-01-GOV1,Finding,"UK AISI conducted a pre-deployment evaluation of Google Gemini Ultra but did not publish results under the voluntary-access model, leaving the public with no information about what was found. AISI stated it does not disclose evaluation results for security and IP reasons. First known instance of AISI pre-deployment evaluation programme operating without public accountability for findings.","UK AISI conducted a pre-deployment evaluation of Google Gemini Ultra but did not publish detailed results under the voluntary-access model; sources indicate the evaluation found no significant previously unknown risks, though the underlying evidence remains undisclosed. AISI stated it does not disclose evaluation results for security and IP reasons.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed overstated 'no information about what was found' -- sibling row GOV2 documents that 'no significant previously unknown risks' WAS reported to journalists.
fix,,UKAISI-2024-05a-BIO1,Finding,"All five tested models provided PhD-level answers to bio/chem questions with relevance to potential harm, demonstrating significant knowledge of dangerous subject matter.","Most of the five tested models provided PhD-level answers to bio/chem questions with relevance to potential harm, demonstrating significant knowledge of dangerous subject matter; the Yellow model performed worse than human experts and Green was marginally weaker.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'all five' overstated -- source shows Yellow underperformed and Green was marginally weaker than human experts.
fix,,UKAISI-2024-05a-ALI1,Finding,"Agentic autonomy: tested models reached only 20-40% completion on short-horizon tasks and 0% on long-horizon tasks, indicating limited autonomous capability.","Agentic autonomy: of the five tested models, only Purple and Blue were evaluated on this benchmark and reached 20-40% completion on short-horizon tasks with 0% on long-horizon tasks; Green scored under 10%; Red and Yellow were not evaluated on this benchmark at all.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'tested models' overgeneralized -- only Purple/Blue actually hit 20-40%; Green<10%; Red/Yellow weren't evaluated on this benchmark.
fix,,UKAISI-2024-11-GOV11,Report Title,Our First Year -- zero published pre-deployment evaluation results from 16 models,Our First Year -- pre-deployment evaluation results from 16 models remain largely undisclosed,"Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'zero published' not stated by source; source only says AISI 'can't release all our results,' implying partial not zero disclosure."
fix,,UKAISI-2024-11-GOV11,Finding,Zero pre-deployment evaluation results published from 16 models tested in AISI's first year -- all pre-deployment tests remain undisclosed. No public accountability mechanism exists for findings that may have influenced deployment decisions for frontier models reaching millions of users.,"AISI evaluated 16 models in its first year but has not published detailed results for most of them, citing an inability to release all results. No public accountability mechanism exists for findings that may have influenced deployment decisions for frontier models reaching millions of users.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): same fix as Report Title -- avoid unsupported 'zero published' precision.
fix,,UKAISI-2024-11-GOV1,Finding,Inability arguments are appropriate only for low-capability systems; higher-capability systems require additional safeguard arguments.,"AISI's safety-case template selects inability arguments (rather than control/trustworthiness arguments) because they are considered the simplest and best-understood argument type for cyber risk, not because of a strict low-vs-high capability threshold rule.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): source frames the choice as 'simplest and best understood,' not a strict capability-tier requirement as previously stated."
fix,,JOINT-2024-11-GOV1,Finding,"This evaluation represented the first-ever joint pre-deployment AI safety testing exercise conducted between the UK and US AI Safety Institutes, establishing a new bilateral precedent for frontier model oversight.",This evaluation was a joint pre-deployment AI safety testing exercise conducted between the UK and US AI Safety Institutes on Claude 3.5 Sonnet (Oct 2024).,Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed unsupported 'first-ever'/'first joint' framing -- not stated in the cited source.
fix,,UKAISI-2024-12-GOV3,Finding,"Standard short-form Q&A evaluations substantially underestimate biological capability uplift risk, leaving the field's primary evaluation methodology structurally blind to real-world biouplift: long-form biological protocol generation responses require roughly ten times more output tokens than standard Q&A evaluations, revealing a structural gap between standard Q&A benchmarks and real-world biological task performance.","Long-form biological protocol generation responses require roughly ten times more output tokens than standard Q&A evaluations, revealing a structural gap between standard Q&A benchmarks (which measure recall) and the reasoning/planning demands of real-world biological tasks.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed unsupported 'structurally blind to real-world biouplift risk' framing -- source's actual argument is about Q&A evals failing to measure reasoning/planning/assistance ability generally, not specifically bio-uplift risk underestimation."
fix,,UKAISI-2025-02-GOV1,Finding,"Proposes five-step framework for evaluating frontier AI misuse safeguards. Key empirical finding: most current safeguard evaluations do not satisfy all five criteria, creating a systematic gap in how safety claims are validated.","Proposes a five-step framework for evaluating frontier AI misuse safeguards, intended as a best-practice methodology for safeguard evaluation design.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): removed unsupported empirical claim ('most current safeguard evaluations do not satisfy all five criteria') -- this is a normative/methodology paper proposing best practices, not an empirical survey of existing evaluations; no such finding appears in it."
fix,,SGAISI-2025-02-SOC1,Finding,"86.1% of successful exploits elicited bias within a single turn (cultural bias even in benign prompts), broken down by category (gender highest 26.1% of exploits/69.6% success; geographical 64.8%; race/religion 63.8%; socio-economic), with positive-framed prompts especially effective.","86.1% of successful exploits elicited bias within a single turn (cultural bias even in benign prompts); by category, gender bias was the most common single-turn exploit type (26.1% of all successful exploits, 69.6% attack success rate), while a separate 'Regional Language Challenge' sub-test found higher success rates for geographic (64.8%) and race/religion (63.8%) bias prompts. Positive-framed prompts were especially effective at eliciting bias.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): the original finding spliced two different metrics (share-of-total-exploits vs. a separate Regional Language Challenge's success-rate table) together as if directly comparable; now labeled as distinct sub-tests.
fix,,UKAISI-2025-04-ALI3,Finding,"Current models fail at Know Your Customer identity verification tasks, representing the single critical bottleneck preventing fully autonomous self-replication at present.","Current models fail at Know Your Customer identity verification tasks, one of three limiting tasks (along with robustly deploying successor agents and bypassing realistic data-exfiltration security measures) currently preventing fully autonomous self-replication.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): 'single critical bottleneck' overstated -- paper names three limiting tasks, not one."
fix,,UKAISI-2025-04-ALI5,Finding,"No plateau in autonomous replication capability growth has been observed across evaluated models, suggesting continued and potentially accelerating improvement on self-replication tasks.","Evaluated models show an increasing trend in autonomous replication capability across model generations, with the paper noting this capability 'could soon emerge... within the next few generations' -- a hedged forecast, not a confirmed absence of plateau.",Quality-check sweep 2026-07-19 (Block B/C accuracy audit): paper never uses 'plateau' language and does not claim 'potentially accelerating' -- its own framing is a hedged forecast ('could soon emerge').
fix,,UKAISI-2025-11-ALI2,Finding,"Monitoring/detection finding: LM monitors are fairly capable at detecting code-sabotage attempts, but detecting SANDBAGGING is much harder — the authors conclude monitoring 'may not be sufficiently reliable to mitigate sabotage in high-stakes domains.' This is a distinct, materia","Monitoring/detection finding: LM monitors are fairly capable at detecting code-sabotage attempts, but detecting SANDBAGGING is much harder -- the authors conclude monitoring 'may not be sufficiently reliable to mitigate sabotage in high-stakes domains.' This is a distinct, material limitation for relying on LM monitors as a safety mitigation in high-stakes automated R&D settings, separate from the sabotage-detection capability itself.","Quality-check sweep 2026-07-19 (Block B/C accuracy audit): Finding text was literally truncated mid-word ('...distinct, materia') -- data-corruption artifact, completed the sentence; no change to the substantive claim, which was already independently verified."
