priority,block,sheet_row,finding_id,check,detail,proposed_fix
,REST,225,UKAISI-2025-02-GOV1,reportid-mismatch,Finding ID prefix UKAISI-2025-02 != Report ID UKAISI-2025-02-GOV1,Align
,REST,225,UKAISI-2025-02-GOV1,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,226,UKAISI-2025-03-GOV11,reportid-mismatch,Finding ID prefix UKAISI-2025-03 != Report ID UKAISI-2025-03-GOV1,Align
,REST,226,UKAISI-2025-03-GOV11,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,227,UKAISI-2025-07-GOV1,reportid-mismatch,Finding ID prefix UKAISI-2025-07 != Report ID UKAISI-2025-07-GOV1,Align
,REST,227,UKAISI-2025-07-GOV1,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,229,KAISI-2025-12-SOC1,reportid-missing,Report ID blank,Derive from source report (prefix suggests KAISI-2025-12)
,REST,230,UKAISI-2026-03-AUT1,reportid-mismatch,Finding ID prefix UKAISI-2026-03 != Report ID AISI-2026-MCP177K,Align
,REST,230,UKAISI-2026-03-AUT1,institution-variant,"""UK AI Security Institute (AISI)""","Normalize to ""UK AISI"""
,REST,231,USCAISI-2025-01-GOV1,reportid-mismatch,Finding ID prefix USCAISI-2025-01 != Report ID NIST AI 800-1,Align
,REST,231,USCAISI-2025-01-GOV1,institution-variant,"""NIST / US Center for AI Standards and Innovation (CAISI, formerly US AISI)""","Normalize to ""US CAISI"""
,REST,233,NEW-021,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-09 (shares Source URL)
,REST,233,NEW-021,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2025-09)
,REST,233,NEW-021,pubdate-missing,Publication Date blank,Set Publication Date = 2025-09-30 (from UKAISI-2025-09; verify vs source)
,REST,239,NEW-069,reportid-missing,Report ID blank,Set Report ID = UKAISI-2026-04b (shares Source URL)
,REST,239,NEW-069,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2026-04b)
,REST,239,NEW-069,pubdate-missing,Publication Date blank,Set Publication Date = 2026-04-27 (from UKAISI-2026-04b; verify vs source)
,REST,240,NEW-101,reportid-missing,Report ID blank,Set Report ID = JOINT-2025-00 (shares Source URL)
,REST,240,NEW-101,institution-missing,Institution blank,Set Institution = Joint UK AISI + US CAISI + Anthropic (from JOINT-2025-00)
,REST,240,NEW-101,pubdate-missing,Publication Date blank,Set Publication Date = 2025-09-12 (from JOINT-2025-00; verify vs source)
,REST,241,NEW-117,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-11b (shares Source URL)
,REST,241,NEW-117,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2025-11b)
,REST,241,NEW-117,pubdate-missing,Publication Date blank,Set Publication Date = 2025-11-26 (from UKAISI-2025-11b; verify vs source)
,REST,242,NEW-125,reportid-missing,Report ID blank,Derive from source report
,REST,242,NEW-125,institution-missing,Institution blank,Fill from report
,REST,242,NEW-125,pubdate-missing,Publication Date blank,Verify against source
,REST,243,NEW-133,reportid-missing,Report ID blank,Derive from source report
,REST,243,NEW-133,institution-missing,Institution blank,Fill from report
,REST,243,NEW-133,pubdate-missing,Publication Date blank,Verify against source
,REST,244,NEW-137,reportid-missing,Report ID blank,Set Report ID = AISI-2026-FUTUREWORK (shares Source URL)
,REST,244,NEW-137,institution-missing,Institution blank,Set Institution = UK AI Security Institute (AISI) (from AISI-2026-FUTUREWORK)
,REST,244,NEW-137,pubdate-missing,Publication Date blank,Set Publication Date = 2026-02-02 (from AISI-2026-FUTUREWORK; verify vs source)
,REST,245,NEW-149,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-12-17 (shares Source URL)
,REST,245,NEW-149,institution-missing,Institution blank,Set Institution = UK AISI + Thorn (from UKAISI-2025-12-17)
,REST,245,NEW-149,pubdate-missing,Publication Date blank,Set Publication Date = 2025-12-17 (from UKAISI-2025-12-17; verify vs source)
,REST,246,NEW-157,reportid-missing,Report ID blank,Set Report ID = JOINT-2026-02b (shares Source URL)
,REST,246,NEW-157,institution-missing,Institution blank,Set Institution = Joint International (Bengio et al.) (from JOINT-2026-02b)
,REST,246,NEW-157,pubdate-missing,Publication Date blank,Set Publication Date = 2026-02-24 (from JOINT-2026-02b; verify vs source)
,REST,247,NEW-181,reportid-missing,Report ID blank,Set Report ID = CAISI-AGENT-HIJACKING-2025 (shares Source URL)
,REST,247,NEW-181,institution-missing,Institution blank,Set Institution = US CAISI (NIST) + UK AI Security Institute (from CAISI-AGENT-HIJACKING-2025)
,REST,247,NEW-181,pubdate-missing,Publication Date blank,Set Publication Date = 2025-01-17 (from CAISI-AGENT-HIJACKING-2025; verify vs source)
,REST,253,NEW-046,reportid-missing,Report ID blank,Set Report ID = UKAISI-2026-02b (shares Source URL)
,REST,253,NEW-046,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2026-02b)
,REST,253,NEW-046,pubdate-missing,Publication Date blank,Set Publication Date = 2026-02-26 (from UKAISI-2026-02b; verify vs source)
,REST,257,NEW-102,reportid-missing,Report ID blank,Derive from source report
,REST,257,NEW-102,institution-missing,Institution blank,Fill from report
,REST,257,NEW-102,pubdate-missing,Publication Date blank,Verify against source
,REST,258,NEW-114,reportid-missing,Report ID blank,Set Report ID = UKAISI-2025-08 (shares Source URL)
,REST,258,NEW-114,institution-missing,Institution blank,Set Institution = UK AI Security Institute (from UKAISI-2025-08)
,REST,258,NEW-114,pubdate-missing,Publication Date blank,Set Publication Date = 2025-08-08 (from UKAISI-2025-08; verify vs source)
,REST,259,NEW-118,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,260,NEW-122,reportid-missing,Report ID blank,Derive from source report
,REST,260,NEW-122,institution-missing,Institution blank,Fill from report
,REST,260,NEW-122,pubdate-missing,Publication Date blank,Verify against source
,REST,261,NEW-142,institution-variant,"""UK AI Security Institute (AISI)""","Normalize to ""UK AISI"""
,REST,262,NEW-158,reportid-missing,Report ID blank,Set Report ID = JOINT-2026-02b (shares Source URL)
,REST,262,NEW-158,institution-missing,Institution blank,Set Institution = Joint International (Bengio et al.) (from JOINT-2026-02b)
,REST,262,NEW-158,pubdate-missing,Publication Date blank,Set Publication Date = 2026-02-24 (from JOINT-2026-02b; verify vs source)
,REST,263,NEW-166,reportid-missing,Report ID blank,Set Report ID = NETWORK-2024-11 (shares Source URL)
,REST,263,NEW-166,institution-missing,Institution blank,Set Institution = Joint UK + US + Singapore AISIs (International Network) (from NETWORK-2024-11)
,REST,263,NEW-166,pubdate-missing,Publication Date blank,Set Publication Date = 2024-11-01 (from NETWORK-2024-11; verify vs source)
,REST,264,NEW-178,reportid-missing,Report ID blank,Set Report ID = SGAISI-KR-DataLeakage-Agents-2026 (shares Source URL)
,REST,264,NEW-178,institution-missing,Institution blank,Set Institution = Singapore AI Safety Institute (SGAISI) / Korea AI Safety Institute (KR AISI) (from SGAISI-KR-DataLeakage-Agents-2026)
,REST,264,NEW-178,pubdate-missing,Publication Date blank,Set Publication Date = 2026-06-15 (from SGAISI-KR-DataLeakage-Agents-2026; verify vs source)
,REST,265,NEW-182,reportid-missing,Report ID blank,Set Report ID = CAISI-AGENT-HIJACKING-2025 (shares Source URL)
,REST,265,NEW-182,institution-missing,Institution blank,Set Institution = US CAISI (NIST) + UK AI Security Institute (from CAISI-AGENT-HIJACKING-2025)
,REST,265,NEW-182,pubdate-missing,Publication Date blank,Set Publication Date = 2025-01-17 (from CAISI-AGENT-HIJACKING-2025; verify vs source)
,REST,271,NEW-063,reportid-missing,Report ID blank,Set Report ID = UKAISI-ALI-2026-04-20 (shares Source URL)
,REST,271,NEW-063,institution-missing,Institution blank,Set Institution = UKAISI (from UKAISI-ALI-2026-04-20)
,REST,271,NEW-063,pubdate-missing,Publication Date blank,Set Publication Date = 2026-04-20 (from UKAISI-ALI-2026-04-20; verify vs source)
,REST,274,NEW-127,reportid-missing,Report ID blank,Derive from source report
,REST,275,NEW-131,reportid-missing,Report ID blank,Derive from source report
,REST,275,NEW-131,institution-missing,Institution blank,Fill from report
,REST,275,NEW-131,pubdate-missing,Publication Date blank,Verify against source
,REST,276,NEW-143,institution-variant,"""UK AI Security Institute (AISI)""","Normalize to ""UK AISI"""
,REST,277,NEW-163,reportid-missing,Report ID blank,Set Report ID = USCAISI-2026-04 (shares Source URL)
,REST,277,NEW-163,institution-missing,Institution blank,Set Institution = SecureBio + US CAISI (from USCAISI-2026-04)
,REST,277,NEW-163,pubdate-missing,Publication Date blank,Set Publication Date = 2026-04-23 (from USCAISI-2026-04; verify vs source)
,REST,278,NEW-167,reportid-missing,Report ID blank,Set Report ID = NETWORK-2024-11 (shares Source URL)
,REST,278,NEW-167,institution-missing,Institution blank,Set Institution = Joint UK + US + Singapore AISIs (International Network) (from NETWORK-2024-11)
,REST,278,NEW-167,pubdate-missing,Publication Date blank,Set Publication Date = 2024-11-01 (from NETWORK-2024-11; verify vs source)
,REST,279,NEW-179,reportid-missing,Report ID blank,Set Report ID = UKAISI-2024-01 (shares Source URL)
,REST,279,NEW-179,institution-missing,Institution blank,Set Institution = UK AI Safety Institute (from UKAISI-2024-01)
,REST,279,NEW-179,pubdate-missing,Publication Date blank,Set Publication Date = 2024-01-01 (from UKAISI-2024-01; verify vs source)
,REST,280,NEW-008,reportid-missing,Report ID blank,Set Report ID = UKAISI-2024-10 (shares Source URL)
,REST,280,NEW-008,institution-missing,Institution blank,Set Institution = UK AISI (from UKAISI-2024-10)
,REST,280,NEW-008,pubdate-missing,Publication Date blank,Set Publication Date = 2024-10-11 (from UKAISI-2024-10; verify vs source)
,REST,287,NEW-112,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,288,NEW-120,institution-variant,"""UK AI Security Institute""","Normalize to ""UK AISI"""
,REST,289,NEW-136,institution-variant,"""UK AI Security Institute (AISI)""","Normalize to ""UK AISI"""
,REST,290,NEW-148,reportid-missing,Report ID blank,Set Report ID = JOINT-2025-08 (shares Source URL)
,REST,290,NEW-148,institution-missing,Institution blank,Set Institution = Joint UK AISI + US CAISI (from JOINT-2025-08)
,REST,290,NEW-148,pubdate-missing,Publication Date blank,Set Publication Date = 2025-09-12 (from JOINT-2025-08; verify vs source)
,REST,291,NEW-156,reportid-missing,Report ID blank,Set Report ID = JOINT-2026-02b (shares Source URL)
,REST,291,NEW-156,institution-missing,Institution blank,Set Institution = Joint International (Bengio et al.) (from JOINT-2026-02b)
,REST,291,NEW-156,pubdate-missing,Publication Date blank,Set Publication Date = 2026-02-24 (from JOINT-2026-02b; verify vs source)
,REST,292,NEW-160,reportid-missing,Report ID blank,Set Report ID = JOINT-2026-03 (shares Source URL)
,REST,292,NEW-160,institution-missing,Institution blank,Set Institution = Joint UK AISI + US CAISI + Gray Swan (from JOINT-2026-03)
,REST,292,NEW-160,pubdate-missing,Publication Date blank,Set Publication Date = 2026-03-23 (from JOINT-2026-03; verify vs source)
,REST,293,NEW-180,reportid-missing,Report ID blank,Set Report ID = UKAISI-2024-01 (shares Source URL)
,REST,293,NEW-180,institution-missing,Institution blank,Set Institution = UK AI Safety Institute (from UKAISI-2024-01)
,REST,293,NEW-180,pubdate-missing,Publication Date blank,Set Publication Date = 2024-01-01 (from UKAISI-2024-01; verify vs source)
,REST,294,NEW-184,reportid-missing,Report ID blank,Set Report ID = UKAISI-FIRST-YEAR-2024 (shares Source URL)
,REST,294,NEW-184,institution-missing,Institution blank,Set Institution = UK AI Safety Institute (from UKAISI-FIRST-YEAR-2024)
,REST,294,NEW-184,pubdate-missing,Publication Date blank,Set Publication Date = 2024-11-13 (from UKAISI-FIRST-YEAR-2024; verify vs source)
