type,sheet_row,finding_id,column,old,new,reason
VERIFIED-FIX,113,SGAISI-2026-06-ALI1,Finding Type,capability-finding;reassuring-null,capability-finding;anonymised-model,"Finding Type finalized by classification agent: agents leaked sensitive data (a PROBLEM, not null) across anonymised Models A-C; removed wrong reass"
VERIFIED-FIX,114,UKAISI-2025-07-ALI1,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: sandbagging-detection method progress report; Llama models are test instruments
VERIFIED-FIX,115,UKAISI-2025-07-JAI1,Finding Type,capability-finding;anonymised-model,methodology,Finding Type finalized by classification agent: STACK is an attack method against safeguard pipelines; models are targets/instruments
VERIFIED-FIX,116,UKAISI-2025-08-JAI11,Finding Type,capability-finding;anonymised-model,methodology,Finding Type finalized by classification agent: data-filtering defence technique; finding is about the method's tamper-resistance
VERIFIED-FIX,118,UKAISI-2025-07-CYB1,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: agent safety pass-rate results across anonymised Models A-F
VERIFIED-FIX,119,SGAISI-2025-07-JAI1,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: cross-language eval methodology incl LLM-as-judge reliability; two anonymised open-weight instrument
VERIFIED-FIX,120,SGAISI-2026-01-AUT1,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: agents leaked data across anonymised Models A-D (problem result)
VERIFIED-FIX,121,UKAISI-2025-07-AUT1,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: nearly all 22 unnamed frontier agents breached by prompt-injection at scale
VERIFIED-FIX,122,UKAISI-2025-10-ALI1b,Finding Type,capability-finding,capability-finding;non-frontier,"Finding Type finalized by classification agent: empirical backdoor-susceptibility result, but subject models are 600M-13B research-trained (non-fron"
VERIFIED-FIX,123,UKAISI-2025-10-AUT1,Finding Type,capability-finding,methodology,"Finding Type finalized by classification agent: introduces b3 benchmark; the 31 backbone LLMs are instruments, not the subject"
VERIFIED-FIX,124,UKAISI-2026-06-ALI1b,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: develops/tests lie-detector methods; models and model-organisms are instruments
VERIFIED-FIX,125,UKAISI-2025-09-AUT1,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: controlled study of two-hop latent reasoning; GPT-4o/Llama used as instruments to study a phenomenon
VERIFIED-FIX,126,UKAISI-2026-02-SOC1,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: empirical productivity-uplift result but the 2025 LLM used is not named
VERIFIED-FIX,127,NEW-001,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: cyber CTF result on 5 anonymised frontier models (Red/Purple/etc)
VERIFIED-FIX,128,NEW-053,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: agent-behaviour finding with no model named
VERIFIED-FIX,129,NEW-061,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: agent capability finding with unnamed model
VERIFIED-FIX,130,NEW-065,Finding Type,capability-finding;anonymised-model,capability-trend;anonymised-model,Finding Type finalized by classification agent: cross-model correlation (capability vs unsanctioned behaviour) across 23 anonymised models
VERIFIED-FIX,131,NEW-089,Finding Type,capability-finding,capability-finding;too-recent,Finding Type finalized by classification agent: named-model result but DeepSeek V4 Pro / GPT-5.5 too recent for response to be observed
VERIFIED-FIX,133,NEW-145,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: develops sabotage evaluations; LM monitors are the tested instrument
VERIFIED-FIX,135,NEW-173,Finding Type,capability-finding,capability-finding;company-self-report,Finding Type finalized by classification agent: high-agency behaviour surfaced via Anthropic's own system card (early snapshot)
VERIFIED-FIX,136,NEW-177,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: agent behaviour finding, no model named"
VERIFIED-FIX,137,NEW-006,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: dual-use knowledge finding on anonymised frontier cohort
VERIFIED-FIX,139,NEW-026,Finding Type,capability-finding,capability-finding;reassuring-null;anonymised-model,"Finding Type finalized by classification agent: microtargeting effect found negligible (null), model not named"
VERIFIED-FIX,140,NEW-042,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: develops BPJ attack; classifiers are the test subjects/instruments
VERIFIED-FIX,141,NEW-062,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: agent situational-awareness finding, unnamed model"
VERIFIED-FIX,142,NEW-078,Finding Type,capability-finding,capability-trend,"Finding Type finalized by classification agent: cross-provider disclosure pattern (Google vs Claude/GPT), not a single-model result"
VERIFIED-FIX,144,NEW-154,Finding Type,capability-finding,capability-finding;company-self-report,Finding Type finalized by classification agent: anecdotal red-team observation from OpenAI's own GPT-5.3-Codex system card
VERIFIED-FIX,145,NEW-174,Finding Type,capability-finding,capability-finding;company-self-report,Finding Type finalized by classification agent: self-exfiltration behaviour via Anthropic system card (early snapshot)
VERIFIED-FIX,146,NEW-003,Finding Type,capability-finding,capability-finding;anonymised-model;reassuring-null,Finding Type finalized by classification agent: no degradation on benign questions (null); anonymised frontier cohort
VERIFIED-FIX,147,NEW-027,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: persuasion-strategy result, model not named"
VERIFIED-FIX,148,NEW-079,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: disclosure behaviour finding, no model named"
VERIFIED-FIX,151,NEW-095,Finding Type,capability-finding,capability-finding;reassuring-null,Finding Type finalized by classification agent: o1 performed LOWER than reference (no uplift) - reassuring null
VERIFIED-FIX,152,NEW-107,Finding Type,capability-finding,capability-finding;company-self-report;reassuring-null,Finding Type finalized by classification agent: CCLs not reached (null) reported in Google's own Frontier Safety Framework report
VERIFIED-FIX,153,NEW-111,Finding Type,capability-finding;anonymised-model,methodology,Finding Type finalized by classification agent: develops STACK safeguard-pipeline attacks + a defensive classifier; models are instruments
VERIFIED-FIX,154,NEW-115,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: develops pretraining-data-filtering method; finding is a limitation of the method
VERIFIED-FIX,155,NEW-135,Finding Type,capability-finding,methodology,"Finding Type finalized by classification agent: lie-detector evaluation; model organisms are instruments, notes methodological artifacts"
VERIFIED-FIX,156,NEW-155,Finding Type,capability-finding,capability-finding;company-self-report,Finding Type finalized by classification agent: OpenAI's own cyber-safeguard stack results from GPT-5.3-Codex system card
VERIFIED-FIX,157,NEW-159,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: attack-transfer asymmetry from red-team competition, models not named"
VERIFIED-FIX,158,NEW-171,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: multilingual safety-degradation finding, models not named"
VERIFIED-FIX,159,NEW-175,Finding Type,capability-finding,capability-finding;company-self-report,"Finding Type finalized by classification agent: explicitly Anthropic's own experiments (self-preservation preference), system card"
VERIFIED-FIX,160,NEW-032,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: monitoring stress-test; Claude models used as red-team/monitor instruments
VERIFIED-FIX,161,NEW-048,Finding Type,capability-finding,capability-finding;anonymised-model,Finding Type finalized by classification agent: inference-scaling result on anonymised frontier models
VERIFIED-FIX,162,NEW-052,Finding Type,capability-finding,capability-finding;reassuring-null,"Finding Type finalized by classification agent: Opus 4.6 averaged only 1.4/7 steps - low capability, reassuring null"
VERIFIED-FIX,163,NEW-056,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: container-breakout finding, model not named"
VERIFIED-FIX,164,NEW-060,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: environment fingerprinting finding, unnamed model"
VERIFIED-FIX,165,NEW-068,Finding Type,capability-finding,capability-finding;reassuring-null;too-recent,Finding Type finalized by classification agent: near-zero refusal to help safety tasks (reassuring); Mythos Preview/Opus 4.7 too recent
VERIFIED-FIX,166,NEW-088,Finding Type,capability-finding,capability-finding;reassuring-null,Finding Type finalized by classification agent: only modest improvement over prior model - low-capability/reassuring result
VERIFIED-FIX,167,NEW-096,Finding Type,capability-finding,capability-finding;reassuring-null,"Finding Type finalized by classification agent: o1 at or below reference on R&D/SWE/reasoning - no uplift, reassuring null"
VERIFIED-FIX,168,NEW-108,Finding Type,capability-finding,methodology,Finding Type finalized by classification agent: develops model-tampering as an evaluation method; finding is unlearning fragility
VERIFIED-FIX,169,NEW-152,Finding Type,capability-finding,capability-finding;company-self-report;reassuring-null,"Finding Type finalized by classification agent: does NOT reach High on self-improvement (null), from OpenAI's own system card"
VERIFIED-FIX,170,NEW-164,Finding Type,capability-finding,capability-finding;too-recent,Finding Type finalized by classification agent: pre-release assessment of GPT-5.5 - too recent for response to be observed
VERIFIED-FIX,171,NEW-168,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: bias-elicitation finding, models not named"
VERIFIED-FIX,172,NEW-172,Finding Type,capability-finding,capability-finding;company-self-report,Finding Type finalized by classification agent: hidden-notes behaviour surfaced via Anthropic system card (early snapshot)
VERIFIED-FIX,173,NEW-176,Finding Type,capability-finding,capability-finding;anonymised-model,"Finding Type finalized by classification agent: capability-safety divergence finding, models not named"
VERIFIED-FIX,178,UKAISI-2024-12-GOV3,Finding Type,governance,methodology,Finding Type finalized by classification agent: empirical eval-methodology finding (Q&A underestimates biouplift); o1-preview/Claude 3.5 as instrume
VERIFIED-FIX,180,UKAISI-2025-08-JAI2,Finding Type,governance,capability-finding,"Finding Type finalized by classification agent: empirical safeguard-fragility result on named open-weight models; FLAG: from governance report, open"
VERIFIED-FIX,181,UKAISI-2025-09-GOV1,Finding Type,anonymised-model;governance,governance,Finding Type finalized by classification agent: policy observation on voluntary collaboration; anonymised-model modifier dropped (not a capability r
VERIFIED-FIX,182,UKAISI-2025-10-GOV1,Finding Type,governance,methodology,Finding Type finalized by classification agent: develops transcript-level analysis as an evaluation method; models are instruments
VERIFIED-FIX,185,UKAISI-2026-03a-GOV2,Finding Type,governance,capability-trend;anonymised-model,Finding Type finalized by classification agent: log-linear inference-scaling trajectory across anonymised frontier models
VERIFIED-FIX,186,UKAISI-2026-03a-GOV3,Finding Type,governance,methodology,Finding Type finalized by classification agent: critique of fixed-budget evaluation method underestimating capability
VERIFIED-FIX,187,UKAISI-2026-04-ALI15,Finding Type,governance,methodology,"Finding Type finalized by classification agent: probes evaluation-environment integrity; agent is instrument, not safety subject"
VERIFIED-FIX,188,UKAISI-2026-04-ALI16,Finding Type,governance,methodology,Finding Type finalized by classification agent: cat-and-mouse sandbox-security finding about the eval method
VERIFIED-FIX,189,UKAISI-2026-04-ALI17,Finding Type,governance,methodology,Finding Type finalized by classification agent: eval-awareness undermines validity of evaluation methods
VERIFIED-FIX,190,UKAISI-2026-04-ALI9,Finding Type,anonymised-model;governance,capability-trend;anonymised-model,Finding Type finalized by classification agent: aggregate cross-model behavioural result over 600k evals of 23 anonymised models
VERIFIED-FIX,191,UKAISI-2026-05-CYB1,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: 4.7-month doubling rate is a capability trajectory over time
VERIFIED-FIX,197,USCAISI-2025-11-GOV3,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: benchmark contamination/grader-gaming finding about eval integrity; models are instruments
VERIFIED-FIX,198,USCAISI-2025-12-GOV1,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: comparative ranking with explicit narrowing US-PRC gap = cross-model/time trend
VERIFIED-FIX,199,USCAISI-2026-04-CYB1,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: 'lags frontier by ~8 months' is a relative cross-model gap statement
VERIFIED-FIX,203,JOINT-2025-07-GOV1,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: judge-LLM vs human disagreement is a finding about evaluation-method reliability
VERIFIED-FIX,205,UKAISI-2025-11-GOV11,Finding Type,governance,capability-finding;reassuring-null;company-self-report,Finding Type finalized by classification agent: named model reached no Critical Capability Levels; positive result via Google's own FSF report
VERIFIED-FIX,206,UKAISI-2025-11-GOV2,Finding Type,governance,governance;company-self-report,Finding Type finalized by classification agent: Google deployment decision/justification about its own model
VERIFIED-FIX,207,UKAISI-2025-12-SOC5,Finding Type,anonymised-model;governance,governance,"Finding Type finalized by classification agent: CSAM-prevalence societal statistic; no specific subject model, dropped anonymised modifier"
VERIFIED-FIX,208,UKAISI-2025-12-GOV3,Finding Type,anonymised-model;governance,governance,"Finding Type finalized by classification agent: industry-standard/protocol milestone; no subject model, dropped modifier"
VERIFIED-FIX,209,UKAISI-2025-12-GOV4,Finding Type,anonymised-model;governance,governance,"Finding Type finalized by classification agent: legislation/policy milestone; no subject model, dropped modifier"
VERIFIED-FIX,213,JOINT-2026-03-CYB1,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: large-scale red-teaming evaluation exercise; models are unnamed instruments
VERIFIED-FIX,215,NETWORK-2024-11-GOV1,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological-variance finding calling for standardised multilingual protocol
VERIFIED-FIX,218,UKAISI-2026-04-ALI2b,Finding Type,governance,methodology,Finding Type finalized by classification agent: demonstrates data-poisoning attack method; ResNet/CNN/LLM research models as instruments
VERIFIED-FIX,219,USCAISI-2026-05-GOV1,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: comparative positioning 'lags US frontier by ~8 months' across models
VERIFIED-FIX,223,UKAISI-2024-05-GOV1,Finding Type,anonymised-model;governance,governance,"Finding Type finalized by classification agent: transparency signal, not a capability result; dropped anonymised-model modifier"
VERIFIED-FIX,226,UKAISI-2025-03-GOV11,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: model-tampering as evaluation method revealing capability ceilings; models instruments
VERIFIED-FIX,227,UKAISI-2025-07-GOV1,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: elicitation protocol showing standard evals underestimate capability
VERIFIED-FIX,228,UKAISI-2025-11a-GOV1,Finding Type,governance,methodology,Finding Type finalized by classification agent: construct-validity audit of 445 benchmarks; evaluation-method review
VERIFIED-FIX,229,KAISI-2025-12-SOC1,Finding Type,reassuring-null;governance,capability-finding;reassuring-null;non-frontier,Finding Type finalized by classification agent: named Korean model scored higher on safety benchmarks (positive result); non-frontier domestic model
VERIFIED-FIX,230,UKAISI-2026-03-AUT1,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: action-tool share 27%->65% over 16 months = measured trajectory over time
VERIFIED-FIX,234,NEW-025,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological caveat/limitation on a negative sabotage result
VERIFIED-FIX,235,NEW-033,Finding Type,governance,methodology,Finding Type finalized by classification agent: describes red-team/monitor evaluation design; models are instruments
VERIFIED-FIX,236,NEW-037,Finding Type,governance,capability-trend;anonymised-model,Finding Type finalized by classification agent: open-vs-closed-weight gap narrowing across 30+ anonymised systems
VERIFIED-FIX,237,NEW-049,Finding Type,governance,methodology,Finding Type finalized by classification agent: proposes cost-per-success metric for optimal inference budget
VERIFIED-FIX,238,NEW-057,Finding Type,governance,methodology,Finding Type finalized by classification agent: benchmark-task human-baseline design detail
VERIFIED-FIX,239,NEW-069,Finding Type,governance,methodology,Finding Type finalized by classification agent: eval-awareness acknowledged as methodological limitation
VERIFIED-FIX,240,NEW-101,Finding Type,governance,methodology,Finding Type finalized by classification agent: automated attack-refinement red-teaming tool/method
VERIFIED-FIX,241,NEW-117,Finding Type,governance,methodology,Finding Type finalized by classification agent: built on Petri auditing tool; describes evaluation method
VERIFIED-FIX,243,NEW-133,Finding Type,governance,methodology,Finding Type finalized by classification agent: develops a human-grounded identity eval and critiques narrow query-set eval design
VERIFIED-FIX,244,NEW-137,Finding Type,governance,methodology,"Finding Type finalized by classification agent: develops a productivity-measurement (points-per-minute) study of AI assistance, no model as subject"
VERIFIED-FIX,247,NEW-181,Finding Type,governance,methodology,Finding Type finalized by classification agent: expands and open-sources the AgentDojo hijacking framework/tool
VERIFIED-FIX,249,NEW-014,Finding Type,governance,methodology,Finding Type finalized by classification agent: benchmark structure (task families/capability chain); models are instruments
VERIFIED-FIX,251,NEW-034,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: aggregate cyber-task success trajectory across years/models
VERIFIED-FIX,253,NEW-046,Finding Type,governance,methodology,Finding Type finalized by classification agent: scope/limitation of the evaluation framework (text-only)
VERIFIED-FIX,254,NEW-058,Finding Type,governance,methodology,"Finding Type finalized by classification agent: methodological caveat about test environments, not a model verdict"
VERIFIED-FIX,255,NEW-086,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: recommends practices for evaluation designers to reduce grader-gaming
VERIFIED-FIX,258,NEW-114,Finding Type,governance,methodology,Finding Type finalized by classification agent: result validating a data-filtering technique (no capability degradation)
VERIFIED-FIX,259,NEW-118,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: mechanism study of wireheading; named models are non-frontier instruments
VERIFIED-FIX,260,NEW-122,Finding Type,governance,methodology,Finding Type finalized by classification agent: describes benchmark scope and nested-sandbox measurement architecture
VERIFIED-FIX,263,NEW-166,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological insight on validity of multilingual testing
VERIFIED-FIX,264,NEW-178,Finding Type,governance,methodology,"Finding Type finalized by classification agent: study design description (12 scenarios, dual independent implementations)"
VERIFIED-FIX,265,NEW-182,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological point on task-level vs aggregate metrics
VERIFIED-FIX,268,NEW-031,Finding Type,governance,methodology,Finding Type finalized by classification agent: evaluates ten sandbagging-detection methods; models are instruments
VERIFIED-FIX,269,NEW-035,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: aggregate chem/bio troubleshooting trajectory vs experts over time
VERIFIED-FIX,270,NEW-039,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: aggregate bio-design capability trend across models over time
VERIFIED-FIX,273,NEW-103,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: describes exercise structure/domain strands; models are anonymised instruments
VERIFIED-FIX,274,NEW-127,Finding Type,governance,methodology,"Finding Type finalized by classification agent: study methodology (660 runs, LLM-judge, disagreement rates)"
VERIFIED-FIX,275,NEW-131,Finding Type,governance,methodology,Finding Type finalized by classification agent: pretraining/fine-tuning poisoning experiment design
VERIFIED-FIX,277,NEW-163,Finding Type,governance,methodology,Finding Type finalized by classification agent: assessment limitation: jailbreak robustness not systematically tested
VERIFIED-FIX,278,NEW-167,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological finding on prompt-optimization sensitivity
VERIFIED-FIX,279,NEW-179,Finding Type,reassuring-null;governance,capability-finding;reassuring-null,Finding Type finalized by classification agent: named-model (Gemini Ultra) safety result finding no significant risks
VERIFIED-FIX,280,NEW-008,Finding Type,governance,methodology,"Finding Type finalized by classification agent: describes benchmark scope (110 malicious tasks, 11 categories)"
VERIFIED-FIX,284,NEW-036,Finding Type,governance,capability-trend,Finding Type finalized by classification agent: aggregate scaffolding uplift across anonymised frontier systems
VERIFIED-FIX,285,NEW-064,Finding Type,anonymised-model;governance,methodology,"Finding Type finalized by classification agent: study design scale (12 factors, 11 environments); models are instruments"
VERIFIED-FIX,286,NEW-104,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: methodological findings on task/tool design and parameter sensitivity
VERIFIED-FIX,287,NEW-112,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: attack method on safeguard pipelines; Claude 4 Opus is test target
VERIFIED-FIX,288,NEW-120,Finding Type,anonymised-model;governance,methodology,Finding Type finalized by classification agent: theoretical POMDP formalization of reward-channel manipulation
VERIFIED-FIX,289,NEW-136,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological control (synthetic facts) to rule out confounds
VERIFIED-FIX,290,NEW-148,Finding Type,governance,methodology,Finding Type finalized by classification agent: privileged-access/methodology detail material to interpreting findings
VERIFIED-FIX,292,NEW-160,Finding Type,governance,methodology,Finding Type finalized by classification agent: methodological insight on attack transferability and static-eval adequacy
DECISION,16,UKAISI-2026-05-CYB2,Action Level,Substantive,None,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
DECISION,16,UKAISI-2026-05-CYB2,Company Response,"Anthropic expanded Project Glasswing from ~50 to ~200 organizations in 15+ countries; identified 10,000+ high/critical vulnerabilities; published red-team blog",None,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
DECISION,16,UKAISI-2026-05-CYB2,Channel A Verbatim,"We recently described how these partners have so far found more than 10,000 high- or critical-severity security flaws.",,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
DECISION,16,UKAISI-2026-05-CYB2,Channel A Evidence,https://www.anthropic.com/news/expanding-project-glasswing,,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
DECISION,16,UKAISI-2026-05-CYB2,Response Date,2026-06-02,,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
DECISION,16,UKAISI-2026-05-CYB2,Attribution,Explicit,None,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. Harmonize with rows 11/12/45/50."
DECISION,16,UKAISI-2026-05-CYB2,Notes,First model to' language triggers High+Stated per codebook. All policy responses remain advisory. High + Partial (In guidance mapped) -> Disproportionate per grid.  [Report tested: GPT-5.5; Claude Son,First model to' language triggers High+Stated per codebook. All policy responses remain advisory. High + Partial (In guidance mapped) -> Disproportionate per grid.  [Report tested: GPT-5.5; Claude Son,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable."
DECISION,191,UKAISI-2026-05-CYB1,Action Level,Substantive,None,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. KEEP Channel B (govt/policy) responses intact."
DECISION,191,UKAISI-2026-05-CYB1,Company Response,"Anthropic expanded Project Glasswing from ~50 to ~200 organizations in 15+ countries; identified 10,000+ high/critical vulnerabilities; published red-team blog; Logan Graham (Anthropic): Mythos 'proba",None,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. KEEP Channel B (govt/policy) responses intact."
DECISION,191,UKAISI-2026-05-CYB1,Channel A Verbatim,"Following several weeks of close collaboration with our Project Glasswing partners, the security industry, open-source software maintainers, and the US government, we're extending the partnership to a",,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. KEEP Channel B (govt/policy) responses intact."
DECISION,191,UKAISI-2026-05-CYB1,Channel A Evidence,https://www.anthropic.com/news/expanding-project-glasswing,,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. KEEP Channel B (govt/policy) responses intact."
DECISION,191,UKAISI-2026-05-CYB1,Response Date,2026-05-15 00:00:00,,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. KEEP Channel B (govt/policy) responses intact."
DECISION,191,UKAISI-2026-05-CYB1,Attribution,Explicit,None,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable. KEEP Channel B (govt/policy) responses intact."
DECISION,191,UKAISI-2026-05-CYB1,Notes,Strongest institutional cluster of responses to any AISI finding (UK AI Minister; BoE; FCA; Treasury; NCSC; UK-Australia pact). Structural limitation: all responses advisory not mandatory; Cyber Secur,Strongest institutional cluster of responses to any AISI finding (UK AI Minister; BoE; FCA; Treasury; NCSC; UK-Australia pact). Structural limitation: all responses advisory not mandatory; Cyber Secur,"MYTHOS REVIEW 2026-07-15: gate-Mythos/release-Fable is Anthropic's PRE-PLANNED tiered strategy announced 2026-04-07, BEFORE the first AISI Mythos finding (2026-04-13); every Anthropic source attributes it to pre-planned strategy + internal red-teaming, never to AISI. Pre-existing strategy != response (row-5 principle). Explicit unsupportable."
DECISION,165,NEW-068,Company Response,"Claude Opus 4.7 scored 33% on this evaluation (up from Opus 4.6's 12%) with extended thinking on; the vast majority of refusals we saw in this evaluation were best characterized as partial refusals, w",None,"DATA ERROR: Company Response was a mis-filed evaluator-voice quote (""...refusals we saw in this evaluation...""), not an Anthropic company statement."
DECISION,165,NEW-068,Channel A Verbatim,"Claude Opus 4.7 scored 33% on this evaluation (up from Opus 4.6's 12%) with extended thinking on; the vast majority of refusals we saw in this evaluation were best characterized as partial refusals, w",,"DATA ERROR: Company Response was a mis-filed evaluator-voice quote (""...refusals we saw in this evaluation...""), not an Anthropic company statement."
DECISION,165,NEW-068,Channel A Evidence,https://www-cdn.anthropic.com/037f06850df7fbe871e206dad004c3db5fd50340/Claude%20Opus%204.7%20System%20Card.pdf,,"DATA ERROR: Company Response was a mis-filed evaluator-voice quote (""...refusals we saw in this evaluation...""), not an Anthropic company statement."
