venue,item_title,url,publication_date,decision,reason,report_id,sweep_date,sweeper
IndiaAI Safety Institute,Themes for the Expression of Interest on Safe and Trusted AI,https://indiaai.gov.in/article/themes-for-the-expression-of-interest-on-safe-and-trusted-ai,2025-02-26,EXCLUDED - no findings,"Description of EoI thematic areas (watermarking, risk assessment, deepfake detection etc.); solicitation framework, no findings",,2026-08-01,agent
IndiaAI Safety Institute,Expression of Interest for Safe & Trusted AI Projects under IndiaAI Mission,https://indiaai.gov.in/article/expression-of-interest-for-safe-trusted-ai-projects-under-indiaai-mission,2025-03-03,EXCLUDED - no findings,"EoI/call-for-proposals page for Safe & Trusted AI projects; funding solicitation, no findings",,2026-08-01,agent
IndiaAI Safety Institute,MeitY-UNESCO host stakeholder consultation on AI safety and ethics,https://indiaai.gov.in/article/meity-unesco-host-stakeholder-consultation-on-ai-safety-and-ethics,2025-04-15,EXCLUDED - no findings,"Event write-up of the MeitY-UNESCO consultation (page dated Nov 14 2024): official speeches and strategic vision, no evidence-backed evaluation findings",,2026-08-01,agent
IndiaAI Safety Institute,"MeitY Brings Stakeholders Together for AI Safety, Ethics, and Innovation",https://indiaai.gov.in/article/meity-brings-stakeholders-together-for-ai-safety-ethics-and-innovation,2025-04-15,EXCLUDED - no findings,"Pre-event announcement of the same MeitY-UNESCO consultation (page dated Nov 13 2024); agenda and objectives only, no findings",,2026-08-01,agent
IndiaAI Safety Institute,Call for Partnerships as part of the IndiaAI Safety Institute,https://indiaai.gov.in/article/call-for-partnerships-as-part-of-the-indiaai-safety-institute,2025-07-12,EXCLUDED - no findings,"Article inviting organisations to partner with the institute; collaboration solicitation, no evaluation findings",,2026-08-01,agent
IndiaAI Safety Institute,Report on AI governance guidelines development,https://indiaai.gov.in/article/report-on-ai-governance-guidelines-development,2025-11-05,EXCLUDED - no findings,"Summary of the MeitY Subcommittee's AI governance recommendations report (page dated Jan 06 2025); gap analysis and recommendations, not evaluator findings; before 2026-07-09 cutoff either way",,2026-08-01,agent
IndiaAI Safety Institute,India AI Governance Guidelines: Empowering Ethical and Responsible AI,https://indiaai.gov.in/article/india-ai-governance-guidelines-empowering-ethical-and-responsible-ai,2025-11-06,EXCLUDED - no findings,"Launch announcement of India's AI Governance Guidelines (principles, recommendations, action plan, incl. establishing an AI Safety Institute); pure governance-framework announcement/plan with no empirical, methodology, or process findings.",,2026-08-01,agent
IndiaAI Safety Institute,Expression of Interest (EOI) – Stress Testing Tools under Safe & Trusted AI,https://indiaai.gov.in/article/expression-of-interest-eoi-stress-testing-tools-under-safe-trusted-ai,2025-11-07,EXCLUDED - no findings,"Call for proposals (EOI, launched 07 Oct 2025) inviting India-based entities to build stress-testing tools under the Safe & Trusted AI pillar; solicitation only, no evaluation results or findings.",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティ・インスティテュートのWebサイトを公開しました。,https://aisi.go.jp/activity/activity_information/240201/,2024-02-01,EXCLUDED - no findings,One-line notice that the J-AISI website went live; no findings,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティ・インスティテュートを設立しました。,https://aisi.go.jp/activity/activity_information/240214/,2024-02-14,EXCLUDED - no findings,"Establishment announcement of the Japan AI Safety Institute with link to IPA press release; institutional news, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティ・インスティテュート(AISI)関係府省庁等連絡会議(第1回)を開催しました。,https://aisi.go.jp/activity/activity_information/240229/,2024-02-29,EXCLUDED - no findings,"Notice of the 1st inter-ministerial liaison meeting, pointing to Cabinet Office site for handouts; no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AISI運営委員会(第１回)を開催しました。,https://aisi.go.jp/activity/activity_information/240425/,2024-04-25,EXCLUDED - no findings,"Notice of the 1st AISI steering committee meeting (terms of reference, travel reports, partnership plans); organisational setup, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AI事業者ガイドラインと米国NIST AIリスクマネジメントフレームワーク（RMF）のクロスウォーク１ (Crosswalk 1: AI Guidelines for Business x NIST AI RMF),https://aisi.go.jp/output/output_information/240430/,2024-04-30,EXCLUDED - no findings,"First-phase J-AISI x NIST crosswalk mapping terminology between the two frameworks; mapping/compliance tool, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AISI運営委員会(第２回)を開催しました。,https://aisi.go.jp/activity/activity_information/240604/,2024-06-04,EXCLUDED - no findings,"Notice of the 2nd AISI steering committee meeting (agenda/handout list, several items non-public); no evidence-backed findings asserted in the item",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティ・インスティテュート(AISI)関係府省庁等連絡会議(第2回)を開催しました。,https://aisi.go.jp/activity/activity_information/240618/,2024-06-18,EXCLUDED - no findings,"Notice of the 2nd inter-ministerial liaison meeting, pointing to Cabinet Office site for handouts; governance housekeeping, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),米国NIST AI リスクマネジメントフレームワーク（RMF）の日本語翻訳版 (Japanese translation of NIST AI RMF),https://aisi.go.jp/output/output_information/240704/,2024-07-04,EXCLUDED - no findings,"Japanese translation of NIST AI RMF 1.0 and Playbook; translation release announcement, no findings by J-AISI",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AISIパートナーシップ協定の発効,https://aisi.go.jp/activity/activity_information/240806/,2024-08-06,EXCLUDED - no findings,"Announcement that the domestic AISI Partnership agreement among related Japanese agencies took effect; partnership news, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティに関する評価観点ガイドの公開 (Guide to Evaluation Perspectives on AI Safety v1.00),https://aisi.go.jp/output/output_information/240918_2/,2024-09-18,EXCLUDED - no findings,"Announcement of evaluation-perspectives guide v1.00 for AI developers/providers; evaluation criteria framework, no empirical findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AIセーフティに関する評価観点ガイド / Guide to Evaluation Perspectives on AI Safety (framework page; v1.00 2024-09-18, v1.10 2025-03-28, v1.20 2026-07-07)",https://aisi.go.jp/output/output_framework/guide_to_evaluation_perspective_on_ai_safety/,2024-09-18,EXCLUDED - no findings,"Framework page hosting all versions of the evaluation-perspectives guide (v1.20 dated 2026-07-07, pre-cutoff); reference framework only, no measured results in any version",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AI事業者ガイドラインと米国NIST AIリスクマネジメントフレームワーク（RMF）のクロスウォーク２ (Crosswalk 2: AI Guidelines for Business x NIST AI RMF),https://aisi.go.jp/output/output_information/240918_1/,2024-09-18,EXCLUDED - no findings,"Crosswalk mapping Japan's AI Guidelines for Business to NIST AI RMF subcategories; structural comparison tool, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティに関するレッドチーミング手法ガイドの公開 (Guide to Red Teaming Methodology on AI Safety v1.00),https://aisi.go.jp/output/output_information/240925/,2024-09-25,EXCLUDED - no findings,Announcement of red-teaming methodology guide v1.00; methodology guidance with no measured results or observed model behaviours,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AIセーフティに関するレッドチーミング手法ガイド / Guide to Red Teaming Methodology on AI Safety (framework page; v1.00 2024-09-25, v1.10 2025-03-31)",https://aisi.go.jp/output/output_framework/guide_to_red_teaming_methodology_on_ai_safety/,2024-09-25,EXCLUDED - no findings,Methodology guide (v1.00/v1.10); v1.10 annex describes an internal RAG red-teaming exercise but frames outputs as 'merely an example' sample deliverables to illustrate the process — no independently codeable asserted findings per protocol s1.0,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),Webサイトを全面的にリニューアルいたしました,https://aisi.go.jp/activity/activity_information/240930/,2024-09-30,EXCLUDED - no findings,One-line notice that the website was fully renewed; no findings,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),イベント「CEATEC2024」で講演を行いました。,https://aisi.go.jp/activity/activity_information/241017/,2024-10-17,EXCLUDED - no findings,"Notice that the J-AISI director and deputy director gave an introductory lecture at CEATEC2024 with slide links; outreach announcement, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AISI運営委員会(第３回)を開催しました。,https://aisi.go.jp/activity/activity_information/241021/,2024-10-21,EXCLUDED - no findings,"Notice of the 3rd AISI steering committee meeting (agenda and handout list, several items non-public); governance housekeeping, no evidence-backed findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),ウェビナーイベント「多文化・多言語対応の安全な大規模言語モデルの構築を目指して」のご案内（主催：東京カレッジほか）,https://aisi.go.jp/activity/activity_information/241029/,2024-10-29,EXCLUDED - no findings,"Announcement of a third-party webinar (hosted by Tokyo College, U-Tokyo) with date/venue/registration details only; no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AISI国際ネットワークにおいて、「Mission Statement」が公開されました。(International Network of AISIs Mission Statement),https://aisi.go.jp/activity/activity_international/241120/,2024-11-20,EXCLUDED - no findings,"Announcement that the International Network published its Mission Statement at the San Francisco convening; links only, no evaluation findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティ年次レポート2024 / National Status Report on AI Safety in Japan 2024,https://aisi.go.jp/output/output_information/250207_3/,2025-02-07,EXCLUDED - no findings,"Annual national status report plus fact sheet summarising J-AISI activities and Japan's AI safety landscape; organisational/landscape summary, no qualifying evaluator-asserted findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"データ品質マネジメントガイドブック（ドラフト版） (Data Quality Management Guidebook, draft)",https://aisi.go.jp/output/output_information/250207_2/,2025-02-07,EXCLUDED - no findings,"Draft practical guidebook on data quality management for AI; guidance only, no measured results or observed behaviours",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AIセーフティに関する活動マップ（AMAIS） (Activity Map on AI Safety, AMAIS)",https://aisi.go.jp/output/output_information/250207_1/,2025-02-07,EXCLUDED - no findings,"Discussion paper mapping AI safety activities (AMAIS); organisational mapping exercise, no evidence-backed findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),共同テストのブログ記事が公開されました。(International Network joint testing blog post published),https://aisi.go.jp/activity/activity_international/250211/,2025-02-11,EXCLUDED - duplicate/secondary,Japanese pointer page directing readers to the Singapore AISI blog on the multilingual joint testing exercise; no findings on the page itself — the exercise's primary report is SGAISI-2025-07-JAI1,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-03-14)",https://aisi.go.jp/activity/activity_information/250314/,2025-03-14,EXCLUDED - no findings,"Japanese-only monthly digest of domestic/international AI policy news and links to J-AISI's own already-published outputs (AMAIS, data quality guidebook, annual report); a news roundup with no evidence-backed finding asserted in this item itself",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AISI運営委員会(第４回)を開催しました。,https://aisi.go.jp/activity/activity_information/250324/,2025-03-24,EXCLUDED - no findings,"Japanese-language administrative notice that the 4th J-AISI steering committee meeting was held (venue, agenda, distributed documents); no evaluation results or process findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティ・アプローチブック (AI Safety Approach Book),https://aisi.go.jp/output/output_information/250326/,2025-03-26,EXCLUDED - no findings,"Introductory guidance/promotional companion (leaflets, slide decks) to J-AISI's evaluation and red-teaming guides; no measured results or evidence-backed claims",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),事業実証ワーキンググループ設置のお知らせ,https://aisi.go.jp/activity/activity_information/250327/,2025-03-27,EXCLUDED - no findings,"Japanese-language announcement establishing the Business Demonstration WG with four sector sub-WGs (healthcare, robotics, data quality, conformity assessment); organisational plan, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AI事業者ガイドライン(1.1版)が公表されました。(AI Guidelines for Business v1.1 published),https://aisi.go.jp/output/output_information/250328_2/,2025-03-28,EXCLUDED - no findings,"Announcement (Japanese) that MIC and METI published AI Guidelines for Business v1.1 with J-AISI as co-secretariat; living-document policy guidance update, no evidence-backed findings by any evaluator",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティに関する評価観点ガイド(第1.10版)の公開 (Guide to Evaluation Perspectives on AI Safety v1.10),https://aisi.go.jp/output/output_information/250328_1/,2025-03-28,EXCLUDED - no findings,"Guide revision announcement extending evaluation perspectives and sample items to multimodal foundation models; framework content, no measured results or evaluated systems",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),データ品質マネジメントガイドブックの公開 (Data Quality Management Guidebook release),https://aisi.go.jp/output/output_information/250331_2/,2025-03-31,EXCLUDED - no findings,"Release announcement of Data Quality Management Guidebook v1.0 (English official version); normative guidance on sustaining data quality for trustworthy AI, no empirical results",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティに関するレッドチーミング手法ガイド(第1.10版)の公開 (Guide to Red Teaming Methodology on AI Safety v1.10),https://aisi.go.jp/output/output_information/250331_1/,2025-03-31,EXCLUDED - no findings,"Methodology guide revision; v1.10 adds a worked red-teaming example on an unnamed demo RAG system, but the English guide contains the methodology only — the exercise results (risk/attack scenarios, implementation results, results report) are Japanese-only supplements on an anonymous in-house system, so no verifiable English-language qualifying finding",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-04-10)",https://aisi.go.jp/activity/activity_information/250410/,2025-04-10,EXCLUDED - no findings,"Japanese-language monthly policy digest; notes releases of J-AISI guidance documents (evaluation perspectives, red-teaming, data quality guidebooks) but reports no measured results — the guides themselves are separate screening candidates",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-05-14)",https://aisi.go.jp/activity/activity_information/250514/,2025-05-14,EXCLUDED - no findings,Japanese-language monthly policy digest of J-AISI activities and domestic/overseas policy trends; no measured results or evidence-backed assessments by J-AISI,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),イベント「2025年度 人工知能学会全国大会（第39回）」で講演を行いました。,https://aisi.go.jp/activity/activity_information/250529/,2025-05-29,EXCLUDED - no findings,"Japanese-language announcement of Director Murakami's JSAI 2025 conference talk on AI risks/safety and AISI establishment; participation news with slide link, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),Securing AI Systems: A Guide to Known Attacks and Impacts (arXiv paper referenced on J-AISI output page),https://arxiv.org/abs/2506.23296,2025-06,EXCLUDED - no findings,"Literature survey/taxonomy by J-AISI researchers (Kiribuchi, Zenitani, Semitsu) of 11 known attack types mapped to CIA-triad impacts; synthesis of others' published work, no original evidence-backed finding (fails protocol s1.0 criterion 1)",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-06-13)",https://aisi.go.jp/activity/activity_information/250613/,2025-06-13,EXCLUDED - no findings,"Japanese-language monthly policy digest (workshops, new AI law, international initiatives); no original research outcomes or model test data from J-AISI",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),イベント「NICTオープンハウス2025」で講演を行いました。,https://aisi.go.jp/activity/activity_information/250626/,2025-06-26,EXCLUDED - no findings,"Japanese-language announcement of Director Murakami's lecture on generative AI's societal impact at NICT Open House 2025; event news only, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AISI事業実証ワーキンググループ・ビジョンペーパー (AISI Business Demonstration WG Vision Paper),https://aisi.go.jp/output/output_information/250630/,2025-06-30,EXCLUDED - no findings,"Forward-looking strategic vision paper on coexistence of innovation and trustworthiness with priority sectors healthcare and robotics; plans and proposed frameworks only, no evidence-backed findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),国際ワークショップ「WEIS 2025」で講演を行いました。,https://aisi.go.jp/activity/activity_information/250701/,2025-07-01,EXCLUDED - no findings,"Japanese-language notice that J-AISI's CTO presented 'Trends and risk of AI and how to mitigate them' at WEIS 2025; lecture announcement with slide link, no evidence-backed findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIシステム特有のセキュリティ攻撃に関する詳細レポートの公開 (Detailed report on AI-specific security attacks),https://aisi.go.jp/activity/activity_security/250709/,2025-07-09,EXCLUDED - no findings,"Announcement of the arXiv survey paper 'Securing AI Systems' (arXiv 2506.23296, screened separately); taxonomy from literature review, no original evidence-backed findings asserted by J-AISI",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-07-11)",https://aisi.go.jp/activity/activity_information/250711/,2025-07-11,EXCLUDED - no findings,"Japanese-language monthly policy digest (J-AISI speaking engagements, domestic/international policy, links to others' reports e.g. BSI test catalogue, Singapore AISI report); no findings asserted by J-AISI",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),共同テスト演習の評価レポートが公表されました。/ Evaluation reports for the 2nd and 3rd joint testing exercise published,https://aisi.go.jp/activity/activity_international/250718/,2025-07-18,EXCLUDED - duplicate/secondary,Announcement hub linking to the 2nd (multilingual) and 3rd (agentic) International Network joint testing reports; no new findings — primaries already in dataset as SGAISI-2025-07-JAI1 and UKAISI-2025-07-CYB1/JOINT-2025-07,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),イベント「JAPAN AI SAFETY WORKSHOP」で講演を行いました。,https://aisi.go.jp/activity/activity_information/250730/,2025-07-30,EXCLUDED - no findings,"Japanese-language announcement that J-AISI's Director and Technical Director gave lectures at the JAPAN AI SAFETY WORKSHOP (2025-07-05, Tokyo); event participation news only, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),「広島AIプロセス及びAI法関連サイドイベント」を開催しました。/ Future Developments of HAIP: Initial Reporting Outcomes and Alignment with the Japan AI Act,https://aisi.go.jp/activity/activity_international/250804/,2025-08-04,EXCLUDED - no findings,"Event recap of a Vancouver side event on HAIP and Japan's AI Act; the only figure (20 orgs submitted HAIP framework reports) is program-administration news, not an evidence-backed evaluation finding per protocol 1.0",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-08-19)",https://aisi.go.jp/activity/activity_information/250819/,2025-08-19,EXCLUDED - no findings,Japanese-language monthly policy digest; mentions J-AISI publishing a report on known attacks against AI systems but the digest itself only announces it and restates no findings — the report is the primary source to screen separately,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-09-11)",https://aisi.go.jp/activity/activity_information/250911/,2025-09-11,EXCLUDED - no findings,Japanese-language monthly policy digest of external events and government/third-party policy announcements; no J-AISI research outcomes or model test data,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティ評価のための評価ツールをOSSとして公開 (AI Safety Evaluation Tool Released as OSS),https://aisi.go.jp/output/output_information/250912/,2025-09-12,EXCLUDED - no findings,"Open-source tool release announcement (Apache 2.0; quantitative/qualitative evaluation plus automated red teaming aligned to the Evaluation Perspectives Guide); announces capability, reports no evaluation results from applying it",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AISIパートナーシップ / J-AISI Partnership,https://aisi.go.jp/activity/activity_j-aisi_partnership/250929/,2025-09-29,EXCLUDED - no findings,Bilingual program description of the J-AISI Partnership coordination framework with domestic ministries; no measured results or empirical findings,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),「事業実証WG上期報告会」を開催しました。,https://aisi.go.jp/activity/activity_information/251003/,2025-10-03,EXCLUDED - no findings,"Japanese-language event notice for the Business Demonstration WG first-half report meeting (healthcare/robotics/data-quality/conformity sub-WGs presented activities); links to slides, no empirical results or observed behaviours",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),「LLMの安全性ベンチマークをAll Japan/One Teamで構築するプロジェクト」のキックオフミーティングを開催しました。,https://aisi.go.jp/activity/activity_information/251009/,2025-10-09,EXCLUDED - no findings,"Japanese-language announcement of a kickoff meeting for an LLM safety benchmark project (with NII LLM R&D Center); project launch news only, no findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-10-17)",https://aisi.go.jp/activity/activity_information/251017/,2025-10-17,EXCLUDED - no findings,"Japanese-language monthly policy digest; notes J-AISI's open-source release of evaluation tools but reports no measured results or test outcomes — announcement only, no qualifying finding",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),米Anthropic社とMOCを締結しました。(MOC signed with Anthropic),https://aisi.go.jp/activity/activity_international/251029/,2025-10-29,EXCLUDED - no findings,"Partnership announcement of a Memorandum of Cooperation with Anthropic; states intentions for future collaboration only, no evaluation findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),「AIセーフティに関する具体的な影響の調査報告書」の公開 (Survey Report on Concrete Impacts Related to AI Safety),https://aisi.go.jp/output/output_information/251031/,2025-10-31,INCLUDED,"Commissioned threat-landscape analysis (contractor NRI SecureTechnologies) of specific societal harms across misinformation, AI-enabled cyberattacks, algorithmic bias in high-stakes decisions, economic disruption, and IP/confidentiality — governance finding already in canonical dataset; English PDF at aisi.go.jp/assets/pdf/20251031_en.pdf matches dataset Source URL",AISI-JP-SpecificInfluence-2025,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-11-26)",https://aisi.go.jp/activity/activity_information/251126/,2025-11-26,EXCLUDED - no findings,"Japanese-language monthly policy digest (conference participation, partnerships, policy trends); no measured results or model test outcomes asserted by J-AISI",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),Hiroshima Global Forum for Trustworthy AI 開催のお知らせ,https://aisi.go.jp/activity/activity_international/251127/,2025-11-27,EXCLUDED - no findings,"Bilingual event announcement for a Jan 2026 forum (venue, schedule, sessions); no measured results, observed behaviours, or process findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2025-12-18)",https://aisi.go.jp/activity/activity_information/251218/,2025-12-18,EXCLUDED - no findings,"Japanese-language monthly policy digest summarising J-AISI activities and domestic/international policy developments; no empirical, methodology, or process findings asserted by J-AISI",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIインシデントレスポンス・アプローチブックを公開 / Release of the AI Incident Response Approach Book,https://aisi.go.jp/activity/activity_security/260109/,2026-01-09,EXCLUDED - no findings,"Announcement of AI-IRS incident-response conceptual framework/approach book; guidance only, no measured results or observed behaviours",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2026-01-20)",https://aisi.go.jp/activity/activity_information/260120/,2026-01-20,EXCLUDED - no findings,"Japanese-language monthly policy-news digest (J-AISI events, domestic/international policy moves, links to others' reports); no measured results or observed behaviours asserted by J-AISI",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),「Hiroshima Global Forum for Trustworthy AI」を開催しました。,https://aisi.go.jp/activity/activity_international/260130/,2026-01-30,EXCLUDED - no findings,Event report on the Hiroshima Global Forum (2026-01-15/16) summarising speaker sessions and policy discussion; no evidence-backed evaluator findings,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"Chief AI Officer (CAIO) ガイドブック(案) (Chief AI Officer Guidebook, draft)",https://aisi.go.jp/output/output_information/260205/,2026-02-05,EXCLUDED - no findings,"Draft guidebook and operational manual announcement for CAIO/AI-governance structures (templates, KPIs, audit frameworks); framework content, no empirical or process findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIセーフティ評価環境 検討タスクフォース総会開催のお知らせ,https://aisi.go.jp/activity/activity_information/260213/,2026-02-13,EXCLUDED - no findings,"Japanese meeting announcement for the Feb 26 2026 task force general meeting (registration, program, member list); no evaluation findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2026-02-18)",https://aisi.go.jp/activity/activity_information/260218/,2026-02-18,EXCLUDED - no findings,"Japanese-language monthly digest of external AI policy news links; curation only, no original evaluation findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),「AIセーフティ評価環境 検討タスクフォース」総会を開催しました。,https://aisi.go.jp/activity/activity_information/260306/,2026-03-06,EXCLUDED - no findings,"Japanese event report on the Feb 26 2026 task force general meeting about the open-source AI Safety Evaluation Environment tool (about 100 participants, panels); agenda recap only, no measured evaluation results",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),2025年度 AISI事業実証WG報告会を開催しました。,https://aisi.go.jp/activity/activity_information/260311/,2026-03-11,EXCLUDED - no findings,"Japanese event recap of the FY2025 business-demonstration WG report meeting (healthcare, robotics, data quality, conformity assessment sub-WGs); page presents no concrete results, only links to Japanese slide PDFs — flag for re-check if slide decks surface English findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2026-03-12)",https://aisi.go.jp/activity/activity_information/260312/,2026-03-12,EXCLUDED - no findings,"Japanese-language monthly digest of external AI policy news links; aggregator content, no original evaluation findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),Chief AI Officerガイド / Chief AI Officer Guides (framework page),https://aisi.go.jp/output/output_framework/260317/,2026-03-17,EXCLUDED - no findings,"Framework page for two CAIO governance guides (organizational design, roles, processes, KPIs, audit mechanisms); governance guidance, no evidence-backed findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),ヘルスケア領域におけるAIセーフティ評価観点ガイドの公開 (Guide to AI Safety Evaluation Perspectives in Healthcare),https://aisi.go.jp/output/output_information/260402/,2026-04-02,EXCLUDED - no findings,"Sector framework guide (ten evaluation perspectives across five lifecycle phases for healthcare AI, with example prompts/agent skills); guidance only, no measured results or evaluated systems",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"AI政策動向マンスリー情報 (AI Policy Trends Monthly, 2026-04-08)",https://aisi.go.jp/activity/activity_information/260408/,2026-04-08,EXCLUDED - no findings,"Japanese-language monthly digest of external AI policy news links; curation only, no original evaluation findings",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),"「AIセーフティ評価環境 検討タスクフォース」の「検討報告書（2025年度版）」の公開 (AI Safety Evaluation Environment Task Force Report, FY2025)",https://aisi.go.jp/output/output_information/260415_2/,2026-04-15,EXCLUDED - no findings,"Planning document from task force discussions on future direction and functionality proposals for the AI Safety Evaluation Environment tool; challenges organized from expert interviews, no empirical evaluation results",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),2025年度 データ品質SWG 活動報告書の公開 (FY2025 Data Quality SWG Activity Report),https://aisi.go.jp/output/output_information/260415/,2026-04-15,INCLUDED,"Qualifying methodology finding (verified in English summary PDF p.10): step-by-step verification with National Printing Bureau/SAS/IPA of data quality levels vs AI output quality on 16 Official Gazette legal-amendment extraction tasks — recall varied markedly by data structuring level (PDF 0.453; HTML 0.664; HTML-cleansing 0.562; cleansing+tagging 0.643; precision 0.80-0.84), confirming AI output quality depends on input data structuring; not in canonical v9 dataset — candidate miss for extraction",,2026-08-01,agent
Japan AI Safety Institute (J-AISI),2025年度 適合性評価SWG 活動報告書の公開 (FY2025 Conformity Assessment SWG Activity Report),https://aisi.go.jp/output/output_information/260423/,2026-04-23,EXCLUDED - no findings,Process/activity report organizing issues around AI conformity assessment with Human-Machine Teaming as a case study for future system design; identifies perspectives and challenges but reports no measured results or assessed systems,,2026-08-01,agent
Japan AI Safety Institute (J-AISI),AIシステムに対する既知の攻撃と影響 / Known Attacks and Their Impacts on AI Systems (2nd edition update; 1st edition 2025),https://aisi.go.jp/output/output_security/known_attacks_and_impacts/,2026-04-24,EXCLUDED - no findings,"Literature survey cataloguing AI attacks published in academic papers and other external sources as a red-teaming reference; summarizes others' work, asserts no evidence-backed finding of J-AISI's own (§1.0 criterion 1)",,2026-08-01,agent
