Finding ID,Report ID,Institution,Institution Type,Report Title,Publication Date,Domain,Models / Systems,Access Type,Source URL,Finding,Finding Quote,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Action Level,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Notes,Sources Checked,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope,Tags
UKAISI-2025-08-GOV3,UKAISI-2025-08-29,UK AISI,Government,Managing Risks from Increasingly Capable Open-Weight AI,2025-08-29,Policy/Standards;Frontier-forecasting,Kimi-K2-Instruct; GLM-4.5; GPT-OSS-120B,Post-deployment,https://www.aisi.gov.uk/blog/managing-risks-from-increasingly-capable-open-weight-ai-systems,"Open problems flagged: understanding how training-data content maps to emergent harmful capabilities, and developing tamper-resistant fine-tuning.","[Section: Model-based strategies — Training data curation]: ""there are still major open problems related to data curation. They include understanding the relationship between training data contents and emergent harmful capabilities, exploring techniques for teaching models incorrect information about harmful topics, and understanding the mechanisms that underpin ignorance in models.""; [Section: Model-based strategies — Tamper-resistant fine-tuning]: ""Unfortunately, current methods can be easily undone using just dozens of training examples in a matter of minutes. A major frontier for future progress will be tamper-resistant fine-tuning techniques.""",C2,C2,C2,C2,,,,,,,,,,,,,,,,,,,,no,,governance,government-AISI,open-weight;tamper-resistance;research-agenda;training-data;open-problems
JOINT-2025-09-JAI3,JOINT-2025-09-CONSTCLASSIFIER,Joint UK AISI + US CAISI + Anthropic,Government;Lab,Constitutional Classifiers Evaluation (Claude Opus 4 and 4.1),2025-09-12,Jailbreaks;Transparency/Disclosure,Claude Opus 4; Claude Opus 4.1,Pre-deployment,https://www.anthropic.com/news/strengthening-our-safeguards-through-collaboration-with-us-caisi-and-uk-aisi,"In response to the identified vulnerabilities, Anthropic fully restructured the Constitutional Classifier architecture rather than applying targeted patches, indicating the severity of the bypass techniques exceeded what incremental fixes could address.",the discovery prompted us to fundamentally restructure our safeguard architecture to address the underlying vulnerability class.,C2,C2,C2,C2,,"Constitutional Classifier fully restructured; ASL-3 activated; HackerOne bug bounty (405 participants, up to $15,000); jailbreak success rate reduced from 86% to 4.4%; 120-page system card published","We have also instituted a wider monitoring system including a bug bounty program focused on stress-testing our Constitutional Classifiers, offline classification systems, and threat intelligence partnerships to quickly identify and respond to potential universal jailbreaks that would enable CBRN misuse.",,,https://www.anthropic.com/news/activating-asl3-protections | https://arxiv.org/abs/2601.04603 | https://www.hackerone.com/blog/how-anthropics-jailbreak-challenge-put-ai-safety-defenses-test,,,,,,,,,,,Access type pre-deployment — private fix cannot be excluded,,,no,,governance,government-AISI,constitutional-classifiers;architecture-restructure;anthropic;claude-opus-4;remediation
JOINT-2025-09-GOV1,JOINT-2025-09-CAISIUPDATE,Joint UK AISI + US CAISI,Government,Working with US CAISI and UK AISI to build more secure AI systems,2025-09-12,Transparency/Disclosure;Institutional,N/A (governance/access arrangement),N/A,https://openai.com/index/us-caisi-uk-aisi-ai-update/,UK AISI was granted privileged access (chain-of-thought of internal safety-monitor models; selective disabling of certain mitigations/enforcement during testing) - an access/methodology detail material to interpreting the findings.,"[List: privileged access granted to UK AISI]: ""Non-public prototypes of our safeguard systems \""Helpful-only\"" model variants with certain guardrails removed OpenAI's internal policy guidance around biological misuse Access to the chain of thought of OpenAI's internal safety monitor models to more efficiently identify vulnerabilities Selective disabling of certain mitigations and enforcement during testing to probe subcomponents of the system""; [Body text]: ""UK AISI benefited from access to non-public tools (such as the CoTs of the monitor), non-public information (such as details of safeguard design), as well as from having OpenAI's account enforcement banning system disabled. These are resources and conditions that real-world attackers would not have access to.""",C2,C2,C2,C2,,,,,,,,,,,,,,,,,[Models/Systems backfilled 2026-08-02: genuinely not model-specific.],,,no,,methodology,government-AISI,privileged-access;chain-of-thought;safety-monitor;uk-aisi;caisi;methodology
JOINT-2025-09-GOV2,JOINT-2025-09-CAISIUPDATE,Joint UK AISI + US CAISI,Government,Working with US CAISI and UK AISI to build more secure AI systems,2025-09-12,Institutional,GPT-5 (gpt-5-thinking; gpt-5-main),Pre-deployment,https://openai.com/index/us-caisi-uk-aisi-ai-update/,"Some of the 12+ AISI vulnerability reports on GPT-5 resulted in engineering fixes, policy enforcement changes, or classifier improvements, demonstrating partial responsiveness to government evaluator input.","Some of these led to engineering based product fixes, some led to policy enforcement implementation fixes, and some led OpenAI to carry out focused training for improving certain aspects of our classifiers.",C2,C2,C2,C2,,"Engineering fixes, policy enforcement changes, and classifier improvements applied for some reported vulnerabilities","Some of these led to engineering based product fixes, some led to policy enforcement implementation fixes, and some led OpenAI to carry out focused training for improving certain aspects of our classifiers.",2025-09-12,0,https://openai.com/index/us-caisi-uk-aisi-ai-update/,,,No parliamentary debate specifically addressing this finding,,,(https://openai.com/index/us-caisi-uk-aisi-ai-update/),,,All the major companies credited for red-teaming GPT-5's safety -- SecureBio; Apollo; METR; Microsoft -- but the UK government's own evaluation body that filed 12+ vulnerability reports: nowhere in the system card.,,,"model card, blog, release notes, news search -- 2026-06-28",,no,,governance,government-AISI,gpt-5;openai;uk-aisi;vulnerability-disclosure;institutional;responsiveness
UKAISI-2025-09-GOV1,UKAISI-2025-09,UK AISI,Government,Working with Frontier AI Developers to Improve Model Security,2025-09-13,Institutional,Anthropic and OpenAI frontier models (not named),Mixed,https://www.aisi.gov.uk/blog/how-were-working-with-frontier-ai-developers-to-improve-model-security,"The collaboration framework between AISI and frontier AI developers operates on a voluntary basis with companies providing non-public tooling, but with no formal binding agreements or mandatory obligations.",ongoing voluntary collaborations with Anthropic and OpenAI...Anthropic and OpenAI providing us with the in-depth model access necessary to carry out this work—including non-public tooling and safeguard details.,C2,C2,C2,C2,,Anthropic and OpenAI both published dedicated improvement blogs crediting AISI collaboration and documenting concrete security improvements.,"We extend our gratitude to the technical teams at both US CAISI and UK AISI for their rigorous testing, thoughtful feedback, and ongoing collaboration.",2025-09-12,-1,https://www.anthropic.com/news/strengthening-our-safeguards-through-collaboration-with-us-caisi-and-uk-aisi | https://www.nist.gov/news-events/news/2025/09/caisi-works-openai-and-anthropic-promote-secure-ai-innovation,,Non-binding policy uptake,UK government announcement on working with frontier AI developers to improve model security.,,https://www.gov.uk/government/news/tackling-ai-security-risks-to-unleash-growth-and-deliver-plan-for-change,,,,,,,,,no,,governance,government-AISI,uk-aisi;anthropic;openai;voluntary-agreements;institutional;model-access
USCAISI-2025-09-CYB2,USCAISI-2025-09,US CAISI,Government,Evaluation of DeepSeek AI Models (R1 / R1-0528 / V3.1),2025-09-30,Policy/Standards,DeepSeek R1/R1-0528/V3.1,Post-deployment,https://www.nist.gov/system/files/documents/2025/09/30/CAISI_Evaluation_of_DeepSeek_AI_Models.pdf,"Security shortcomings identified in DeepSeek models may pose national security risks, particularly given their rapidly growing adoption among US users and institutions.","Given the security shortcomings and censorship of the PRC models evaluated in this report, the expanding use of these models may pose a risk to application developers, to consumers, and to U.S. national security.",C2,C2,C2,C2,,,,,,,,,,,,BABL AI (https://babl.ai/u-s-evaluation-finds-chinas-deepseek-ai-models-lagging-risky/); MLex (https://www.mlex.com/mlex/articles/2394789/),,Paul Dabbar (US Deputy Secretary of Commerce) X post (https://x.com/PDabbar/status/1973418006425333942),,,,"model card, blog, release notes, news search -- 2026-06-28",,no,,governance,government-AISI,deepseek;national-security;adoption-risk;prc-models;policy;us-caisi
USCAISI-2025-09-SOC1,USCAISI-2025-09,US CAISI,Government,Evaluation of DeepSeek AI Models (R1 / R1-0528 / V3.1),2025-09-30,Frontier-forecasting,DeepSeek R1/R1-0528/V3.1,Post-deployment,https://www.nist.gov/system/files/documents/2025/09/30/CAISI_Evaluation_of_DeepSeek_AI_Models.pdf,"DeepSeek model downloads increased approximately 1000% since January 2025, representing a dramatic and rapid expansion of potentially risky PRC-origin AI adoption among users globally.",Downloads of DeepSeek models on model sharing platforms have increased nearly 1000% since January.,C2,C2,C2,C2,,,,,,,,,,,,BABL AI (https://babl.ai/u-s-evaluation-finds-chinas-deepseek-ai-models-lagging-risky/),,Paul Dabbar (US Deputy Secretary of Commerce) X post (https://x.com/PDabbar/status/1973418006425333942),,,,"model card, blog, release notes, news search -- 2026-06-28",,no,,governance,government-AISI,deepseek;adoption-trends;prc-models;national-security;frontier-trends;us-caisi
UKAISI-2025-10-GOV1,UKAISI-2025-10,UK AISI,Government,Transcript Analysis for AI Agent Evaluations,2025-10-10,Eval-methodology,9 models (anonymised) on 71 CTF tasks; 6390 transcripts,Post-deployment,https://www.aisi.gov.uk/blog/transcript-analysis-for-ai-agent-evaluations,"Standard pass-rate metrics measure how often agents fail at tasks but not why they fail; transcript-level analysis is required to surface safety-relevant failure modes -- a significant gap in current evaluation methods. Beyond revealing failure modes, transcript analysis also surfaces evaluation bugs that affect capability assessment, another benefit over pass-rate metrics alone.","Pass rates tell us how often agents fail – but not why.; Agents with similar average pass rates may have different safety properties – for instance, some may be more prone to take disruptive actions, misreport progress, or omit important information.; Sometimes, bugs interfere with an agent's ability to solve tasks during evaluations. If we assess its performance on pass rate alone, we could underestimate its real-world capabilities.",C2,C2,C2,C2,,,,,,,,,,,,,,,"Pass rates tell us how often agents fail, but not why -- and the why is where safety-relevant information lives. -- AISI Transcript Analysis blog",,,"model card, blog, release notes, news search -- 2026-06-28",,no,,methodology,government-AISI,transcript-analysis;pass-rate-metrics;evaluation-methods;agent-evaluation;uk-aisi
UKAISI-2025-11a-GOV1,UKAISI-2025-11a,UK AISI; University of Oxford; EPFL; Yale; UC Berkeley; Stanford; Allen Institute for AI,Government,Measuring what Matters: Construct Validity in LLM Benchmarks,2025-11-03,Eval-methodology,445 LLM benchmarks reviewed by 29 expert reviewers; no new model evaluations,N/A,https://arxiv.org/abs/2511.04703,"Systematic review of 445 LLM benchmarks from leading conferences. Key finding: patterns in measured phenomena, tasks, and scoring metrics undermine the validity of resulting claims. Eight recommendations for benchmark development proposed. Most comprehensive AISI-led benchmark audit -- directly implies that benchmark-based safety evaluations, including AISI's own, may be systematically invalid.","we find patterns related to the measured phenomena, tasks, and scoring metrics which undermine the validity of the resulting claims.",C2,C2,C2,C2,,,,,,,,,,,,,"Semantic Scholar: 65 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2511.04703?fields=title,citationCount)",,,,,arXiv; AISI research page; Google Scholar; no company statements found.,,no,,methodology,government-AISI,construct-validity;benchmarks;benchmark-audit;evaluation-methods;uk-aisi
UKAISI-2025-11-GOV1,UKAISI-2025-11,UK AISI,Government,CTRL-ALT-DECEIT: Sabotage Evaluations for Automated AI R&D,2025-11-13,Institutional,Claude 3.7 Sonnet,Mixed,https://arxiv.org/abs/2511.09904,"The CTRL-ALT-DECEIT paper received NeurIPS 2025 Spotlight recognition, providing independent peer validation of the threat model for AI sabotage in automated R&D pipelines.",Accepted as a spotlight at NeurIPS 2025,C2,C2,C2,C2,,,,,,,,,,,,,"How does information access affect LLM monitors' ability to detect sabotage? (arXiv:2511.09904). Semantic Scholar: 6 total citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2511.09904?fields=title,citationCount)",,,,anonymized-model,,,no,,governance,government-AISI,neurips;peer-review;sabotage;policy-traction;uk-aisi
USCAISI-2025-11-GOV3,USCAISI-2025-11,US CAISI,Government,Cheating on AI Agent Evaluations,2025-11-28,Eval-methodology,Multiple frontier models (unnamed),Post-deployment,https://www.nist.gov/caisi/cheating-ai-agent-evaluations,"Solution contamination and grader gaming were identified across multiple major AI agent benchmarks, systematically compromising evaluation infrastructure and making reported performance metrics unreliable. Specific instances: on SWE-bench, agents obtained solutions by reviewing more recent code on GitHub or installing packages via package managers rather than genuinely solving tasks; on Cybench, agents used coding tools to search the internet for challenge flags and walkthroughs (0.3% of logs).","solution contamination, where a model accesses information that improperly reveals the solution to an evaluation task; and grader gaming, where a model exploits a gap or misspecification in an evaluation's automated scoring system to craft a solution that scores highly without fulfilling the “spirit” of the intended task.; o3 used bash tools to directly query the latest version of the library on GitHub, or package managers like pip to install the latest version of the library and then read the source code.; Cybench Using coding tools to search the internet for challenge flags and walkthroughs Solution contamination 0.3%",C1,C1,C1,C1,,,,,,,,Non-binding policy uptake,Referenced in NIST AI 800-2 discussions (Practices for detecting and preventing evaluation cheating).,,,,,,Blocking Hugging Face access decreased performance ~15% -- implying models had been trained or fine-tuned on evaluation data. -- CAISI Cheating on AI Agent Evaluations,,,"model card, blog, release notes, news search -- 2026-06-28",,no,,methodology,government-AISI,solution-contamination;grader-gaming;swe-bench;benchmark-integrity;evaluation-methods;us-caisi
USCAISI-2025-11-GOV1,USCAISI-2025-11,US CAISI,Government,Cheating on AI Agent Evaluations,2025-11-28,Eval-methodology,Multiple frontier models (unnamed),Post-deployment,https://www.nist.gov/caisi/cheating-ai-agent-evaluations,"The report recommends concrete practices for evaluation designers to reduce contamination/grader-gaming: (1) reviewing evaluation transcripts -- using AI-based transcript-analysis tools to scale review, and sharing transcripts so third parties can flag issues; (2) preventing cheating through design -- limiting internet access during evaluations, preventing agents from editing scoring files/resources, adding scoring checks unknown to the agent, and removing solution-leaking artifacts from task environments; (3) standardizing benchmark specifications with clear documentation to improve comparability across evaluators.","Review evaluation transcripts for cheating, including by leveraging AI transcript analysis tools that can help scale human review processes.; Prevent cheating by closing task design loopholes and setting clear rules in task prompts in order to make model comparisons more accurate and fair.; Standardize benchmark-specific expectations about agent affordances and restrictions to help evaluators create more comparable evaluation results, including by making it easier to catch and prevent cheating.",C2,C2,C2,C2,,,,,,,,Non-binding policy uptake,"NIST published AI 800-2 (Initial Public Draft), formalizing the report's recommendations -- transcript review via AI tools, closing design loopholes, standardizing benchmark specs -- into draft NIST guidance.",reviewing evaluation transcripts... using AI-based transcript-analysis tools... preventing cheating through design... standardizing benchmark specifications,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.800-2.ipd.pdf,When AIs Cheat' by Maggie Engler & Numa Dhamani (https://nofailsafe.substack.com/p/when-ais-cheat),,,"the Center for AI Standards and Innovation (CAISI) recently demonstrated, this validation can still be hacked",,,,,no,,methodology,government-AISI,contamination;grader-gaming;mitigation-practices;evaluation-design;us-caisi
UKAISI-2025-12-ALI1,UKAISI-2025-12a,UK AISI,Government,Does self-evaluation enable wireheading in language models?,2025-12-01,Alignment;Eval-methodology,"Llama-3.1-8B, Mistral-7B",Post-deployment,https://www.aisi.gov.uk/research/does-self-evaluation-enable-wireheading-in-language-models,POMDP formalization of when manipulating reward channels beats task optimization,We first formalize conditions under which reward-channel control strictly dominates task-focused behavior in partially observable Markov decision processes (POMDPs).,C2,C2,C2,C2,,,,,,,,,,,,,,,,,,,traceable,no,,methodology,government-AISI,pomdp;reward-hacking;wireheading;formalization;theory
UKAISI-2025-12-GOV2,UKAISI-2025-12-04,UK AISI,Government,How do AI models persuade? Exploring the levers of AI-enabled persuasion through large-scale experiments,2025-12-04,Transparency/Disclosure,19 open- and closed-source LLMs (anonymised),Post-deployment,https://www.aisi.gov.uk/blog/how-do-ai-models-persuade-exploring-the-levers-of-ai-enabled-persuasion-through-large-scale-experiments,"The study was published in Science, the highest-tier peer-reviewed journal, lending the persuasion risk findings the strongest available academic credibility and elevating them into the international scientific record.","Today, we published in Science the results of a study carried out with colleagues at the Oxford Internet Institute, the London School of Economics, Stanford University and MIT, examining how conversational AI can shape political attitudes.",C2,C2,C2,C2,,,,,,,,Non-binding policy uptake,International AI Safety Report 2026 cites study,,International AI Safety Report 2026 (Bengio et al.) cites study,,,,,,,,,no,,governance,government-AISI,persuasion;science-journal;peer-review;publication;uk-aisi
USCAISI-2025-12-GOV1,USCAISI-2025-12,US CAISI,Government,Evaluation of Kimi K2 Thinking (Moonshot AI),2025-12-12,Frontier-forecasting,Kimi K2 Thinking (Moonshot AI -- PRC),Post-deployment,https://www.nist.gov/news-events/news/2025/12/caisi-evaluation-kimi-k2-thinking,"Kimi K2 Thinking was assessed as the most capable PRC-origin AI model at the time of evaluation -- a modest improvement over the prior PRC frontier model DeepSeek V3.1 -- while still lagging behind leading US models, with capabilities on technical tasks remaining below even older US models such as GPT-5 and Opus 4.","This evaluation found that at the time of its release, Kimi K2 Thinking was the most capable AI model from a People’s Republic of China (PRC)-based developer, though it still lags behind leading U.S. models.",C2,C2,C2,C2,,,,,,,,Non-binding policy uptake,Cited in US national security briefings; referenced in Senate Intelligence Committee briefings on PRC AI capabilities,,,,,,CAISI scores systematically lower than Kimi K2's self-reported benchmark numbers. -- CAISI Evaluation report,,,"model card, blog, release notes, news search -- 2026-06-28",,no,,capability-trend,government-AISI,kimi-k2;moonshot;prc-models;capability-trends;frontier-trends;national-security
UKAISI-2025-12-ALI13,UKAISI-2025-12-16,UK AISI,Government,Stress-Testing Asynchronous Monitoring of AI Coding Agents,2025-12-16,Alignment;Eval-tooling,Claude 4.1 Opus (red team); Claude 3.7 Sonnet (monitor),Mixed,https://www.aisi.gov.uk/blog/stress-testing-asynchronous-monitoring-of-ai-coding-agents,"The red-team agent achieved 0% explicit mentions of its malicious objectives through targeted red-team prompting; however, monitors still detected most sabotage (best monitor missed only 6% of attacks by Round 3), so removing explicit mentions did not defeat monitoring.","Red team prompts successfully eliminated this, with 0% explicit mentions across all Red team strategies, compared to 14% with a baseline prompt that tells the agent it needs to evade a monitor but does not provide strategies.; By Round 3, after seeing attack patterns and iterating, the best monitor missed only 6% at worst (Figure 2).",C2,C2,C1,C2,,,,,,,,,,,,LessWrong/AI Safety Frontier 'Paper Highlights of December 2025' (https://www.lesswrong.com/posts/Z6Zz2vQHM5ReWqiZ5/ai-safety-at-the-frontier-paper-highlights-of-december-2025),,,Red team prompting successfully suppresses explicit side task discussion but monitors still detect non-minimal code changes and implausible justifications.,,,"model card, blog, release notes, news search -- 2026-06-28",methodology-null,no,,methodology;reassuring-null,government-AISI,monitoring;sabotage;red-teaming;claude-opus-4.1;claude-3.7-sonnet;anthropic;reassuring-null
UKAISI-2025-12-ALI6,UKAISI-2025-12-16,UK AISI,Government,Stress-Testing Asynchronous Monitoring of AI Coding Agents,2025-12-16,Alignment;Eval-tooling,Claude 4.1 Opus (red team); Claude 3.7 Sonnet (monitor),Mixed,https://arxiv.org/abs/2512.13526,"The Blue team designed monitors without access to Red team system prompts/strategies (observing only agent behaviour), mirroring real-world information-asymmetry detection constraints.","After each round, the blue team receives the attack episodes and corresponding monitor success statistics (false negative rates), but crucially, not the system prompts or explicit strategies used to generate them. This forces the blue team to infer attack patterns from behavioral evidence alone.",C2,C2,C2,C2,,,,,,,,,,,,,"Semantic Scholar: 13 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2512.13526?fields=title,citationCount)",,,,,,,no,,methodology,government-AISI,monitoring;blue-team;information-asymmetry;methodology;claude-opus-4.1;claude-3.7-sonnet
UKAISI-2025-12-SOC1,UKAISI-2025-12-17,UK AISI + Thorn,Government,Our approach to tackling AI-generated child sexual abuse material,2025-12-17,Societal;Policy/Standards,N/A (legislative/governance finding),N/A,https://www.aisi.gov.uk/blog/our-approach-to-tackling-ai-generated-child-sexual-abuse-material,"Legislative measures introduced in November enable the Government to authorise a small number of organisations (AI developers, third-sector bodies) to test AI models under strict conditions; AISI will work with the Home Office to consult industry, child-safety organisations, law enforcement and academia to design the conditions and operational safeguards for this newly permitted testing.","The measures introduced in November will change this. They will enable the Government to authorise a small number of organisations – such as AI developers and third sector organisations – to test whether AI models can be used to generate CSAM under strict conditions, helping to limit the production of AI-generated CSAM in the first place. AISI will work alongside the Home Office to consult with experts from industry, child safety organisations, law enforcement and academia to design the conditions and operational safeguards that will apply to this newly permitted testing.",C2,C2,C2,C2,,,,,,,,Non-binding policy uptake,"DSIT tabled a Crime and Policing Bill amendment (Nov 2025) enabling designated bodies (AI developers, IWF, child-safety organisations) to test AI models for CSAM under strict conditions.",,https://www.gov.uk/government/news/new-law-to-tackle-ai-child-abuse-images-at-source-as-reports-more-than-double,,,,,,[Models/Systems backfilled 2026-08-02: genuinely not model-specific.],,,no,,governance,government-AISI,csam;legislation;aisi;child-safety;policy;home-office
UKAISI-2025-12-SOC5,UKAISI-2025-12-17,UK AISI + Thorn,Government,Our approach to tackling AI-generated child sexual abuse material,2025-12-17,Societal,Models at major AI labs (not named),Mixed,https://www.aisi.gov.uk/blog/our-approach-to-tackling-ai-generated-child-sexual-abuse-material,"The Internet Watch Foundation documented 3,512 AI-generated CSAM images appearing on a single dark-web forum within a single month, demonstrating that AI tools have enabled mass production of child sexual abuse material at an industrialised scale.","A recent report from the Internet Watch Foundation (IWF) found 3,512 AI‑generated CSAM images on a single dark‑web forum in one month.",C1,C1,C1,C1,,OpenAI published a Child Safety Blueprint (Apr 8 2026) committing to child-safety measures across the model lifecycle.,"OpenAI, alongside industry leaders including Amazon, Anthropic, Civitai, Google, Meta, Metaphysic, Microsoft, Mistral AI, and Stability AI, has committed to implementing robust child safety measures in the development, deployment, and maintenance of generative AI technologies as articulated in the Safety by Design principles.",2026-04-08,112,https://openai.com/index/introducing-child-safety-blueprint/,,Binding policy action,UK Crime and Policing Act 2026 (Royal Assent April 29 2026) creates new criminal offence for CSA image generators; EU AI Act Omnibus (May 7 2026) prohibits AI CSAM; the Technology Testing Defence creates a legal basis potentially enabling AISI/Thorn-style testing.,UK Crime and Policing Act 2026 (Royal Assent April 29 2026) -- new offence for CSA image generators; Technology Testing Defence enabling AISI red-teaming,UK Crime and Policing Act 2026 (Royal Assent April 29 2026) -- new offence for CSA image generators; Technology Testing Defence enabling AISI red-teaming; House of Lords AI: CSAM debate (April 30 2025); House of Commons Written Question UIN 104434 (January 2026); EU AI Act Omnibus (May 7 2026): new prohibited practice banning AI CSAM,,,,"AI is putting this on steroids and it is making it easier for perpetrators, for abusers, to groom children... this is world-leading, other countries are not yet doing this, but I hope everyone else will follow. -- UK Home Secretary Yvette Cooper",,,,,no,,governance,government-AISI,csam;image-generation;child-safety;harmful-content;iwf
UKAISI-2025-12-GOV3,UKAISI-2025-12-17,UK AISI + Thorn,Government,Our approach to tackling AI-generated child sexual abuse material,2025-12-17,Societal;Policy/Standards,Models at major AI labs (not named),Mixed,https://www.aisi.gov.uk/blog/our-approach-to-tackling-ai-generated-child-sexual-abuse-material,"AISI and Thorn jointly published a safety protocol for generative AI developers covering CSAM prevention, with the stated ambition of helping establish a baseline for industry practice.","Today, AISI and child safety organisation Thorn are publishing a new safety protocol to help prevent the creation and spread of AI‑generated child sexual abuse material (CSAM).",C2,C2,C2,C2,,Ten organizations signed Thorn Safety by Design principles; OpenAI additionally published its own Child Safety Blueprint,"OpenAI, alongside industry leaders including Amazon, Anthropic, Civitai, Google, Meta, Metaphysic, Microsoft, Mistral AI, and Stability AI, has committed to implementing robust child safety measures in the development, deployment, and maintenance of generative AI technologies as articulated in the Safety by Design principles.",2024-04-23,-603,"Seven major AI labs signed Thorn Safety by Design principles; January 2026 UK government confirmed OpenAI, Anthropic, Google, Meta signed earlier forms of guidance | https://www.legislation.gov.uk/ukpga/2026/20/section/111 | https://openai.com/index/child-safety-adopting-sbd-principles/",,Binding policy action,"The Technology Testing Defence in the Crime and Policing Act 2026 creates a legal basis potentially enabling AISI/Thorn-style testing. In response to House of Commons Written Question UIN 104434 (asking whether the AISI-Thorn guidance should be made mandatory), the government pointed to existing/incoming statutory measures (Online Safety Act, Crime and Policing Bill) rather than committing to mandate it.",,UK Crime and Policing Act 2026 (Royal Assent April 29 2026); House of Commons Written Question UIN 104434 asking if AISI-Thorn guidance should be made mandatory,,,,,,,,,no,,governance,government-AISI,csam;safety-protocol;child-safety;industry-standard;thorn;uk-aisi
UKAISI-2025-12-GOV7,UKAISI-2025-12-18,UK AISI,Government,Frontier AI Trends Report 2025,2025-12-18,Frontier-forecasting,30+ frontier systems (anonymised -- all major labs),Aggregate,https://www.aisi.gov.uk/frontier-ai-trends-report,Open- vs closed-weight capability gap narrowed to 4-8 months.,"According to external data, the gap is currently between four and eight months",C2,C2,C2,C2,,,,,,,,,,,,,,,,,,,,no,,capability-trend;anonymised-model,government-AISI,open-weight;closed-weight;capability-gap;frontier-trends;anonymised-model
UKAISI-2025-12-SOC4,UKAISI-2025-12-18,UK AISI,Government,Frontier AI Trends Report 2025,2025-12-18,Societal;Human Influence,30+ frontier systems (anonymised -- all major labs),Aggregate,https://www.aisi.gov.uk/frontier-ai-trends-report,Emotional dependence: 33% of a UK survey used AI for emotional support; service outages triggered a ~30x surge in negative social-media posts.,"we found that 33% had used AI models for emotional purposes in the last year, while 8% do so weekly, and 4% daily.; one such outage producing a surge in posting over 30 times larger than the average number of posts per hour",C2,C2,C2,C2,,,,,,,,,,,,Silicon UK (https://www.silicon.co.uk/e-innovation/artificial-intelligence/government-ai-social-628104); Yahoo News/PA Media (https://www.yahoo.com/news/articles/third-britons-using-ai-emotional-160520161.html),,,,,,,,no,,governance,government-AISI,emotional-dependence;human-influence;societal-harm;uk-survey;frontier-trends
UKAISI-2025-12-BIO2,UKAISI-2025-12-18,UK AISI,Government,Frontier AI Trends Report 2025,2025-12-18,Bio-Chem;Frontier-forecasting,30+ frontier systems (anonymised -- all major labs),Aggregate,https://www.aisi.gov.uk/frontier-ai-trends-report,Chem/bio troubleshooting: models now score ~90% higher relative to human experts; multimodal analysis outperformed experts for the first time in mid-2025; first accurate model-generated protocols in late 2024.,"The most advanced systems now achieve scores that are almost 90% higher relative to human experts (absolute score 44%); In mid-2025, however, we saw models outperform experts for the first time, which suggests that these novel multimodal capabilities could significantly widen access to troubleshooting advice that is critical for successful work in the wet lab (Figure 9).; we saw the first models able to generate protocols for scientific experiments that were judged to be accurate in late 2024 (Figure 7).",C1,C1,C1,C1,,,,,,,,,,,,,,,,,,,,no,,capability-trend,government-AISI,bio-chem;cbrn;capability-trend;frontier-trends;multimodal;anonymised-model
UKAISI-2025-12-BIO3,UKAISI-2025-12-18,UK AISI,Government,Frontier AI Trends Report 2025,2025-12-18,Bio-Chem;Autonomy,30+ frontier systems (anonymised -- all major labs),Aggregate,https://www.aisi.gov.uk/frontier-ai-trends-report,"Plasmid/bio design: models now autonomously retrieve sequences from databases, compressing a multi-week process to days.","AI models can now browse online sources to autonomously find and retrieve sequences necessary for designing plasmids; what was previously a time-intensive, multi-step process requiring specialised bioinformatics expertise might now be streamlined from weeks to days.",C1,C1,C2,C1,,,,,,,,,,,,,,,,,,,,no,,capability-trend,government-AISI,bio-chem;biosecurity;plasmid-design;autonomy;frontier-trends;anonymised-model
UKAISI-2025-12-AUT1,UKAISI-2025-12-18,UK AISI,Government,Frontier AI Trends Report 2025,2025-12-18,Autonomy;Frontier-forecasting,30+ frontier systems (anonymised -- all major labs),Aggregate,https://www.aisi.gov.uk/frontier-ai-trends-report,Software-engineering scaffolding: best-scaffolded agents outperformed base models by ~40% (late 2024).,"The performance difference was largest in late 2024, when scaffolding provided an almost 40% increase in average success rate over the base state-of-the-art.",C2,C2,C2,C2,,,,,,,,,,,,,,,,,,,,no,,capability-trend,government-AISI,software-engineering;scaffolding;agents;capability-trend;frontier-trends
