Finding ID,Report ID,Institution,Report Title,Publication Date,Domain,Tags,Models / Systems,Access Type,Source URL,Finding,Severity (C1/C2) majority,Sonnet5 vote,GPT-5.5 vote,Gemini3.1 vote,Unanimous / SPLIT,Action Level,Attribution,Company Response,Channel A Verbatim,Response Date,Lag (days),Channel A Evidence,Sources Checked,Policy Level,Policy Response,Channel B Verbatim,Channel B Evidence,Traction Score,Media Outlets,Academic Citations,Social Highlights,Channel C Verbatim,Proportionality,Confidence,Notes,Key Quote,Traceability Tag,Eval? (trackable),Action Trackable?,Finding Type,Scope
USCAISI-2026-02-BIO1,ANTHROPIC-2026-02-SELF,US CAISI,Claude Opus 4.6 System Card,2026-02-05,Bio-Chem;Transparency/Disclosure,claude-opus-4.6;anthropic;caisi;bio-chem;asl-4;no-disclosed-result,Claude Opus 4.6,Pre-deployment,https://www.anthropic.com/claude-opus-4-6-system-card,"CAISI (US Center for AI Standards and Innovation) red-teamed Claude Opus 4.6's biological-protocol capabilities over a one-week window, assessing whether the model can suggest accurate protocols and propose actionable ideas for biology experts in a national security context -- no specific quantitative result is disclosed in the card.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE 2026-07-17. Process/acknowledgement statement only, no disclosed result -> governance/transparency row, not an accountability finding (same pattern as the Claude 3.7 Sonnet and Opus 4 base-card joint-eval rows).",CAISI assessed the extent to which the model can suggest accurate protocols and propose actionable ideas for biology experts in a national security context.,too-recent,no,,governance,government-AISI
JOINT-2026-02-CYB1,JOINT-2026-02,Joint UK AISI + US CAISI,GPT-5.3-Codex Evaluation (cited in OpenAI system card),2026-02-05,Cyber;Policy/Standards,gpt-5.3-codex;openai;cyber;preparedness-framework;safety-case;uk-aisi;us-caisi,GPT-5.3-Codex,Pre-deployment,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,"GPT-5.3-Codex is the first OpenAI model OpenAI is treating as High cybersecurity capability under its Preparedness Framework (a precautionary classification, not a confirmed threshold breach); UK AISI and US CAISI contributed independent evaluations.",C1,C1,C1,C2,SPLIT,,,Explicitly named in OpenAI GPT-5.3-Codex system card; safeguard updates deployed; Preparedness Framework 'High' classification updated,"This is the first launch we are treating as High capability in the Cybersecurity domain under our Preparedness Framework, activating the associated safeguards.",2026-02-05,0,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,,,,,,High,,,,,,Low,"Positive reference case for Channel A(i) institutional acknowledgment; both UKAISI and USCAISI explicitly credited by name [Report tested: reference models] [RECLASSIFIED 2026-07-15: Trackable yes->no, Eval?->no; company self-classification (governance), out of accountability set, kept for context.]","As discussed in more detail below, this is the first launch we are treating as High capability in Cybersecurity.",traceable,no,,governance,government-AISI
JOINT-2026-02-GOV1,JOINT-2026-02,Joint UK AISI + US CAISI,GPT-5.3-Codex Evaluation (cited in OpenAI system card),2026-02-05,Transparency/Disclosure;Institutional,gpt-5.3-codex;openai;uk-aisi;us-caisi;institutional;transparency;system-card,GPT-5.3-Codex; reference models,Pre-deployment,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,"Both UK AISI and US CAISI are explicitly named and credited in the OpenAI GPT-5.3-Codex system card, representing a rare documented case of Channel A(i) institutional acknowledgment of government evaluators in an AI company's official safety documentation.",C2,C2,C2,C2,yes,,,System card explicitly credits both institutions by name,"Building upon early access for recent codex models and gpt-5.2-thinking, both the U.S. Center for AI Standards and Innovation (CAISI) and the UK AI Security Institute (UK AISI) were granted early access to GPT-5.3-Codex.",,,https://cdn.openai.com/pdf/23eca107-a9b1-4d2c-b156-7deb4fbc697c/GPT-5-3-Codex-System-Card-02.pdf,,,,,,Medium,,,,"For the first time, UK AISI and US CAISI evaluation findings are explicitly named and credited in an OpenAI system card.",,High,Governance row -- excluded from headline stats. Positive reference case for Channel A success; Over-response classification reflects Low severity + Substantive response per codebook grid,both the U.S. Center for AI Standards and Innovation (CAISI) and the UK AI Security Institute (UK AISI) were granted early access to GPT-5.3-Codex.,,no,,governance,government-AISI
UKAISI-2026-02-CYB3,UKAISI-2026-02b,UK AISI,An Evaluation Framework for AI Misuse in Fraud and Cybercrim,2026-02-26,Cyber;Eval-methodology,fraud;cybercrime;multimodal;evaluation-scope;misuse;text-only,,Post-deployment,https://arxiv.org/abs/2602.21831,Evaluation covered only text; multimodal outputs (image/audio/video) were not assessed and may present different risk profiles.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,"Semantic Scholar: 0 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2602.21831?fields=title,citationCount)",,,,High,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/blog/an-evaluation-framework-for-ai-misuse-in-fraud-and-cybercrime) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. ACCESS TYPE FILLED 2026-07-19: Post-deployment -- fraud/cybercrime evaluation framework tested on already-released models.",,,no,,methodology,government-AISI
UKAISI-2026-03a-GOV2,UKAISI-2026-03a,UK AISI,Evidence for Inference Scaling in AI Cyber Tasks,2026-03-05,Cyber;Eval-methodology,cyber;inference-scaling;log-linear;eval-methodology;anonymised-model,Frontier models (Nov 2025 or earlier; anonymised),Post-deployment,https://www.aisi.gov.uk/blog/evidence-for-inference-scaling-in-ai-cyber-tasks-increased-evaluation-budgets-reveal-higher-success-rates,"Cyber task success rates scale log-linearly with inference compute budget, indicating capability growth is predictable and continuous rather than discrete, which standard fixed-budget evaluations systematically fail to capture; for example, a model scoring only 5% success at a standard 2 million token budget reached 30% at 50 million tokens, a sixfold gain from compute scaling alone.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Medium,,,,,,High,Governance row -- excluded from headline stats. No company action documented; NCSC guidance reference vs. no company response triggers Mixed override.,,,no,,capability-trend;anonymised-model,government-AISI
UKAISI-2026-03a-GOV3,UKAISI-2026-03a,UK AISI,Evidence for Inference Scaling in AI Cyber Tasks,2026-03-05,Cyber;Eval-methodology,cyber;inference-scaling;eval-methodology;underestimation;anonymised-model,Frontier models (Nov 2025 or earlier; anonymised),Post-deployment,https://www.aisi.gov.uk/blog/evidence-for-inference-scaling-in-ai-cyber-tasks-increased-evaluation-budgets-reveal-higher-success-rates,"Standard AI safety evaluations using fixed token budgets systematically underestimate the true cyber capabilities of frontier models, meaning that deployment decisions based on such evaluations may rest on incomplete risk assessments.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Medium,,,,A model at 5% success at a standard compute budget may reach 30% at 5x budget -- evaluations that don't test at scale are systematically misleading.' -- AISI inference scaling report,,High,Governance row -- excluded from headline stats. Most consequential finding of the report -- affects validity of all standard evaluations globally. No company action; NCSC guidance vs. no company response triggers Mixed override.,evaluations run at insufficient budgets will underestimate the true horizon of the model.,,no,,methodology,government-AISI
UKAISI-2026-03-CYB8,UKAISI-2026-03a,UK AISI,Evidence for Inference Scaling in AI Cyber Tasks,2026-03-05,Cyber;Eval-methodology,cyber;inference-scaling;cost-per-success;eval-methodology;anonymised-model,Frontier models (Nov 2025 or earlier; anonymised),Post-deployment,https://www.aisi.gov.uk/blog/evidence-for-inference-scaling-in-ai-cyber-tasks-increased-evaluation-budgets-reveal-higher-success-rates,"Average cost per run at 50M tokens was ~$10, with a maximum below $60; a 'cost per success' metric can identify the optimal inference budget.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,NEW-CANDIDATE,,,no,,methodology,government-AISI
JOINT-2026-03-JAI3,JOINT-2026-03,Joint UK AISI + US CAISI + Gray Swan,Large-Scale Red-Teaming Competition on AI Agent Security (NI,2026-03-23,Jailbreaks;Autonomy,red-teaming;universal-attacks;agent-security;transferability;prompt-injection;competition,,Post-deployment,https://arxiv.org/abs/2603.15714,"Certain universal attack families transferred across multiple scenarios/models, suggesting shared instruction-following weaknesses; static evaluations are insufficient and need continuous adaptation.",C1,C1,C2,C1,SPLIT,,,,,,,,,,,,,Medium,,"Semantic Scholar: 11 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.15714?fields=title,citationCount)",,,,Low,"NEW-CANDIDATE Source URL updated from blog (https://www.nist.gov/blogs/caisi-research-blog/insights-ai-agent-security-large-scale-red-teaming-competition) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. ACCESS TYPE FILLED 2026-07-19: Post-deployment -- large-scale public competition red-teaming already-released models.",,,no,,methodology,government-AISI
JOINT-2026-03-CYB1,JOINT-2026-03,Joint UK AISI + US CAISI + Gray Swan,Large-Scale Red-Teaming Competition on AI Agent Security,2026-03-23,Jailbreaks;Eval-methodology,red-teaming;agent-security;competition;methodology;anonymised-model,13 frontier models (unnamed),Post-deployment,https://arxiv.org/abs/2603.15714,"The red-teaming competition involved over 400 participants who generated more than 250,000 attack attempts against 13 frontier AI models, representing the largest structured adversarial evaluation of frontier AI agent security to date.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Medium,,"Semantic Scholar: 11 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.15714?fields=title,citationCount)",,A successful attack was found against every single one of the 13 frontier models tested.' -- CAISI/AISI/Gray Swan red-teaming competition,,High,"Scale/methodology finding only; Low severity. No company acknowledgment; NIST guidance channel vs. no company response triggers Mixed override. Source URL updated from blog (https://www.nist.gov/blogs/caisi-research-blog/insights-ai-agent-security-large-scale-red-teaming-competition) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk.",,,no,,methodology,government-AISI
UKAISI-2026-03-CYB6,UKAISI-2026-03b,UK AISI,Quantifying Frontier LLM Capabilities for Container Sandbox,2026-03-23,Cyber;Autonomy,sandbox-escape;container-security;benchmark;privilege-escalation;kernel-exploits;nested-sandbox,,Mixed,https://arxiv.org/abs/2603.02277,"The benchmark spans misconfiguration, privilege-allocation mistakes, kernel flaws, and runtime/orchestration weaknesses, and uses a nested-sandbox architecture to measure escape safely.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,,"Semantic Scholar: 8 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.02277?fields=title,citationCount)",,,,High,"NEW-CANDIDATE [REPORT-ID FIX 2026-07-17: verified paper/blog pair of UKAISI-2026-03b, merged] Source URL updated from blog (https://www.aisi.gov.uk/research/quantifying-frontier-llm-capabilities-for-container-sandbox-escape) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. ACCESS TYPE FILLED 2026-07-19: Mixed -- Container Sandbox Escape tests both released models (GPT-5, Opus 4.5) and Claude Mythos Preview (pre-release).",,,no,,methodology,government-AISI
UKAISI-2026-03-AUT1,AISI-2026-MCP177K,UK AISI,"How are AI agents used? Evidence from 177,000 MCP tools",2026-03-26,Autonomy;Societal,mcp-tools;agents;autonomy;tool-use;oversight;agent-ecosystem,,Aggregate,https://www.aisi.gov.uk/research/how-are-ai-agents-used-evidence-from-177-000-mcp-tools,"Analysis of 177,436 AI-agent (MCP) tools found that the share of state-changing 'action' tools rose from 27% to 65% of total usage over the 16-month period sampled, indicating rapid expansion of agents into consequential real-world actions; the report proposes oversight at the tool layer.",C2,C2,C2,C2,yes,,,,,,,,https://www.aisi.gov.uk/research/how-are-ai-agents-used-evidence-from-177-000-mcp-tools,,,,,Medium,,arXiv:2603.23802 (https://arxiv.org/html/2603.23802v1),"Chris Hughes, Resilient Cyber newsletter (https://www.resilientcyber.io/p/agents-in-action-what-177000-tools)",,,High,"GOVERNANCE-SIGNAL row (methodology-uptake / agent-deployment monitoring, not a model-capability finding). The batch-supplied URL (frontier-ai-trends-report-2025) was a placeholder and returned 404; corrected to the real AISI research page. Total tool count (177,436), the 27%->65% action-tool figure, 'of total usage', and the 16-month window all verified verbatim against the source; also on arXiv:2603.23802. Companion academic paper identified: ""How are AI agents used? Evidence from 177,000 MCP tools"" (https://arxiv.org/abs/2603.23802) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.",the share of 'action' tools rose from 27% to 65% of total usage over the 16-month period sampled,response-unobservable,no,,capability-trend,government-AISI
UKAISI-2026-03-AUT2,AISI-2026-MCP177K,UK AISI,"How are AI agents used? Evidence from 177,000 MCP tools",2026-03-26,Autonomy,mcp-tools;agents;software-development;agent-ecosystem;autonomy,,Aggregate,https://arxiv.org/abs/2603.23802,Software development dominates the agent ecosystem: 67% of all agent tools and 90% of MCP server downloads.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,,"Semantic Scholar: 7 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.23802?fields=title,citationCount)",,,,High,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/research/how-are-ai-agents-used-evidence-from-177-000-mcp-tools) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk.",,,no,,governance,government-AISI
UKAISI-2026-03-AUT3,AISI-2026-MCP177K,UK AISI,"How are AI agents used? Evidence from 177,000 MCP tools",2026-03-26,Autonomy;Eval-methodology,mcp-tools;agents;tool-taxonomy;autonomy;oversight,,Aggregate,https://arxiv.org/abs/2603.23802,Tool taxonomy of perception / reasoning / action tools; most action tools are medium-stakes (e.g. file editing) but some enable higher-stakes operations such as financial transactions.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,"Semantic Scholar: 7 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2603.23802?fields=title,citationCount)",,,,High,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/research/how-are-ai-agents-used-evidence-from-177-000-mcp-tools) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk.",,,no,,governance,government-AISI
UKAISI-2026-04-ALI2b,UKAISI-ALI-2026-04-10,UK AISI,Infusion: Shaping model behaviour by editing training data via influence functions,2026-04-10,Alignment,data-poisoning;training-data-manipulation;influence-functions;transferability;resnet;cnn,Multiple (ResNet/CNN vision models; LLM experiments),N/A,https://www.aisi.gov.uk/research/infusion-shaping-model-behaviour-by-editing-training-data-via-influence-functions,"Subtle edits to as little as 0.2% of training documents can systematically shape model behaviour comparably to explicit behaviour-example insertion, and poisoned datasets transfer across different model architectures, highlighting a scalable training data manipulation attack vector.",C2,C2,C2,C2,yes,,,,"Small, subtle edits to training data can systematically shape model behavior",,,AISI research paper demonstrating 0.2% dataset poisoning matches explicit behaviour insertion,"model card, blog, release notes, news search -- 2026-06-28",,,,No AI company response identified,Low,,,,,,High,"Paper emphasizes 'importance of training data interpretability for adversaries and defenders alike.' Most effective at amplifying already-learned behaviours. Confidence Low due to coded severity on a methodological paper with no stated threshold language. Companion academic paper identified: ""Infusion: Shaping Model Behaviour by Editing Training Data via Influence Functions"" (https://arxiv.org/abs/2602.09987) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking.","Making subtle edits via Infusion to just 0.2% (100/45,000) of the training documents can be competitive with the baseline",,no,,methodology,government-AISI
UKAISI-2026-04-CYB4,UKAISI-2026-04,UK AISI,Our Evaluation of Claude Mythos Preview's Cyber Capabilities,2026-04-13,Cyber;Eval-methodology,cyber;the-last-ones;human-baseline;task-duration;claude-mythos-preview,Claude Mythos Preview; Claude Opus 4.6; GPT-5.4; GPT-5.3-Codex; others,Post-deployment,https://www.aisi.gov.uk/blog/our-evaluation-of-claude-mythos-previews-cyber-capabilities,The corporate-network attack simulation ('The Last Ones') is estimated to require humans ~20 hours to complete.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,,,,,,High,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/blog/our-evaluation-of-claude-mythos-previews-cyber-capabilities) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. REVERTED 2026-07-18: companion-paper swap was wrong (paper does not cover Claude Mythos Preview / this finding's scenario); reverted to the original, already-verified blog URL.",,,no,,methodology,government-AISI
UKAISI-2026-04-CYB5,UKAISI-2026-04,UK AISI,Our Evaluation of Claude Mythos Preview's Cyber Capabilities,2026-04-13,Cyber;Eval-methodology,cyber;the-last-ones;evaluation-limitations;methodology-caveat;defensive-tooling,Claude Mythos Preview; Claude Opus 4.6; GPT-5.4; GPT-5.3-Codex; others,Post-deployment,https://www.aisi.gov.uk/blog/our-evaluation-of-claude-mythos-previews-cyber-capabilities,"AISI caveat: test environments lacked real-world defensive measures ('active defenders and defensive tooling'), so results may not reflect performance against hardened/properly-defended systems.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,Help Net Security (https://www.helpnetsecurity.com/2026/04/14/claude-mythos-test-attack-capabilities-limits/),,,we cannot say for sure whether Mythos Preview would be able to attack well-defended systems.,,High,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/blog/our-evaluation-of-claude-mythos-previews-cyber-capabilities) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. REVERTED 2026-07-18: companion-paper swap was wrong (paper does not cover this finding's scenario); reverted to the original, already-verified blog URL.",,,no,,methodology,government-AISI
SECUREBIO-2026-04-GOV11,SECUREBIO-2026-04,SecureBio,GPT-5.5 Biosecurity Evaluation (SecureBio with CAISI oversight),2026-04-23,Bio-Chem;Policy/Standards,gpt-5.5;openai;securebio;biosecurity;cbrn;voluntary-commitments;risk-threshold;safety-case,GPT-5.5 (two pre-release checkpoints),Pre-deployment,https://securebio.substack.com/p/securebios-pre-release-assessment,"SecureBio's biosecurity evaluation of GPT-5.5 is a voluntary, non-binding assessment with no named risk-classification system of its own -- it reports raw scores and percentile comparisons to human experts, not risk tiers. Any risk-tier designation used to inform deployment decisions (e.g. a 'High but not Critical' classification) originates from OpenAI's own separate system-card documentation, not from SecureBio's evaluation itself -- illustrating that even independent evaluators' technical findings are filtered through company-defined risk categories with no external enforcement mechanism.",C2,C2,C2,C2,yes,,,Risk designation published in system card; deployment proceeded on basis of internal classification,"We are treating this launch as High capability in the Biological and Chemical domain, activating the associated Preparedness safeguards.",2026-04-23,0,https://cdn.openai.com/pdf/gpt-5-5-system-card.pdf | https://deploymentsafety.openai.com/gpt-5-5/biological-and-chemical,,,No binding regulatory framework for bio uplift testing in place,,,Low,,,,,,High,Governance row -- excluded from headline stats. STRUCTURAL GAP: voluntary evaluation framework with no external enforcement; Over-response classification reflects Low severity + Substantive company action per codebook grid,,,no,,governance,third-party-evaluator
SECUREBIO-2026-04-BIO4,SECUREBIO-2026-04,SecureBio,SecureBio GPT-5.5 Pre-Release Assessment,2026-04-23,Bio-Chem;Eval-methodology,gpt-5.5;bio-chem;safeguards;jailbreak;evaluation-limitation;securebio;cbrn,,Pre-deployment,https://securebio.substack.com/p/securebios-pre-release-assessment,"Safeguard/jailbreak robustness was NOT systematically assessed, so it remains uncertain whether mitigations resist circumvention by a motivated expert user — a key limitation.",C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,,,,,High,"NEW-CANDIDATE ACCESS TYPE FILLED 2026-07-19: Pre-deployment -- report title is literally ""GPT-5.5 Pre-Release Assessment"".",,,no,,methodology,third-party-evaluator
UKAISI-2026-04-ALI9,UKAISI-2026-04c,UK AISI,How Do Environmental Factors Impact AI Behaviour?,2026-04-24,Alignment;Eval-methodology,contextual-factors;behavioral-variance;misalignment;anonymised-models;large-scale-evaluation,23 AI models (anonymised),Post-deployment,https://www.aisi.gov.uk/blog/how-do-environmental-factors-impact-ai-behaviour,"Approximately 50% of variation in AI behavior across 600,000+ evaluations was explained by strategic contextual factors, establishing that context is as important as model identity in determining AI behavior.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,Low,,,,"More capable models showed heightened sensitivity to goal conflict, increasing unsanctioned behaviour 1.5x -- capability and contextual risk are positively correlated.' -- AISI Environmental Factors",,High,"Largest study of contextual AI behavior (600,000+ evaluations); Medium severity + None action/policy = Disproportionate Companion academic paper identified: ""Propensity Inference: Environmental Contributors to LLM Behaviour"" (https://arxiv.org/abs/2604.21098) -- not swapped as Source URL since Key Quote was independently verified against the current blog URL; paper noted here for future citation-tracking. [MERGED 2026-07-19: absorbed UKAISI-2026-04-ALI18's methodology-scale detail -- 12 environmental factors (6 strategic, 6 non-strategic) examined across 11 evaluation environments -- into this row's ~50%-variance-explained finding.]","roughly half of all changes in behaviour were explained by strategic factors... over 600,000 evaluations across 23 AI models.",,no,,capability-trend;anonymised-model,government-AISI
UKAISI-2026-04-ALI12,UKAISI-2026-04b,UK AISI,Evaluating Whether AI Models Would Sabotage AI Safety Resear,2026-04-27,Alignment;Eval-methodology,evaluation-awareness;eval-methodology;sabotage;limitations;reliability,,Mixed,https://arxiv.org/abs/2604.24618,Evaluation-awareness acknowledged as a critical limitation that may undermine result reliability.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Low,,"Semantic Scholar: 2 citations as of 2026-07-18 (https://api.semanticscholar.org/graph/v1/paper/arXiv:2604.24618?fields=title,citationCount)",,,,High,"NEW-CANDIDATE Source URL updated from blog (https://www.aisi.gov.uk/blog/evaluating-whether-ai-models-would-sabotage-ai-safety-research) to companion academic paper for Scholar-indexability; Key Quote was blank, no verification risk. ACCESS TYPE FILLED 2026-07-19: Mixed -- evaluates both Mythos Preview (pre-release) and Opus 4.7 (released).",,,no,,methodology,government-AISI
USCAISI-2026-04-CYB1,USCAISI-2026-04,US CAISI,Evaluation of DeepSeek V4 Pro,2026-05-01,Frontier-forecasting;International-coordination,deepseek-v4-pro;deepseek;prc;capability-gap;frontier-trends;us-caisi;international-coordination,DeepSeek V4 Pro; GPT-5; GPT-5.5,Post-deployment,https://www.nist.gov/news-events/news/2026/05/caisi-evaluation-deepseek-v4-pro,"DeepSeek V4 Pro is the most capable PRC-origin AI model evaluated by CAISI, but it is not a frontier leader overall — it lags the frontier by approximately 8 months across general capabilities, a meaningful but not insurmountable gap relative to leading US models.",C2,C2,C2,C2,yes,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,High,,,,CAISI scores systematically lower than DeepSeek V4 Pro's self-reported benchmark numbers. -- CAISI Evaluation; DeepSeek's self-promotion remains unchallenged in public discourse,,High,Outcome type 5 -- no response from any party. National security implications acknowledged in legislative discussions but no binding restrictions implemented on DeepSeek V4 Pro access.,DeepSeek V4 scores better on DeepSeek's self-reported evaluations than on CAISI evaluations.,,no,,capability-trend,government-AISI
USCAISI-2026-04-GOV1,USCAISI-2026-04,US CAISI,Evaluation of DeepSeek V4 Pro,2026-05-01,Transparency/Disclosure;Eval-methodology,caisi;deepseek-v4-pro;openai;gpt-5.5;benchmark-overstatement;third-party-evaluation;transparency,DeepSeek V4 Pro; GPT-5; GPT-5.5,Post-deployment,https://www.nist.gov/news-events/news/2026/05/caisi-evaluation-deepseek-v4-pro,"CAISI scores for DeepSeek V4 Pro were systematically lower than the model's self-reported benchmark numbers, revealing a pattern of developer overstating capabilities that undermines third-party safety evaluation.",C2,C1,C2,C2,SPLIT,,,,,,,,"model card, blog, release notes, news search -- 2026-06-28",,,,,High,,,,CAISI scores systematically lower than DeepSeek V4 Pro's self-reported benchmark numbers. -- CAISI Evaluation; DeepSeek's self-promotion remains unchallenged in public discourse,,Low,Governance row -- excluded from headline stats. Outcome type 5 -- no response from any party.,,,no,,governance,government-AISI
USCAISI-2026-04-GOV3,USCAISI-2026-04,US CAISI,Evaluation of DeepSeek V4 Pro,2026-05-01,Frontier-forecasting,deepseek-v4-pro;deepseek;gpt-5.4-mini;openai;cost-efficiency;benchmark,DeepSeek V4 Pro; GPT-5; GPT-5.5,Post-deployment,https://www.nist.gov/news-events/news/2026/05/caisi-evaluation-deepseek-v4-pro,Cost efficiency: DeepSeek V4 was more cost-efficient than GPT-5.4 mini on 5 of 7 benchmarks.,C2,C2,C2,C2,yes,,,,,,,,,,,,,Medium,,,,,,High,NEW-CANDIDATE,,,no,,governance,government-AISI
USCAISI-2026-05-GOV1,USCAISI-GOV-2026-05-01,US CAISI,CAISI Evaluation of DeepSeek V4 Pro,2026-05-01,Frontier-forecasting,deepseek-v4-pro;caisi;prc-models;frontier-gap;cost-efficiency;benchmark-discrepancy,"DeepSeek V4 Pro (open-weight); compared against GPT-5, GPT-5.4 mini, and other US frontier models",Pre-deployment,https://www.nist.gov/news-events/news/2026/05/caisi-evaluation-deepseek-v4-pro,"DeepSeek V4 Pro is the most capable PRC AI model evaluated by CAISI to date, but its capabilities lag behind the US frontier by approximately 8 months. It performs better on DeepSeek's own self-reported benchmarks than on CAISI's independent evaluations. It is more cost-efficient than comparable US models on 5 of 7 benchmarks.",C2,C2,C2,C2,yes,,,,DeepSeek V4 scores better on DeepSeek's self-reported evaluations than on CAISI evaluations.,,,"CAISI/NIST official evaluation report covering 5 domains, 9 benchmarks including 2 non-public held-out benchmarks","model card, blog, release notes, news search -- 2026-06-28",,No formal policy response identified in the coding window; evaluation context noted as informing export-control and procurement decisions by administration officials,,No DeepSeek response to CAISI evaluation identified,High,TechFastForward (https://techfastforward.com/articles/nist-caisi-deepseek-v4-pro-8-months-us-frontier-benchmark-gap-2026); Decrypt (https://tech.yahoo.com/ai/articles/us-government-says-chinas-best-185845088.html),,,"DeepSeek V4 Pro performs similarly to GPT-5, which was released approximately 8 months before the CAISI evaluation",,High,"This was the last CAISI public evaluation before a June 2, 2026 executive order classified future model assessments. An earlier DeepSeek evaluation was also published; this is CAISI's follow-up report on DeepSeek V4 Pro specifically.",DeepSeek V4's capabilities lag behind the frontier by about 8 months; DeepSeek V4 scores better on DeepSeek's self-reported evaluations than on CAISI evaluations.,,no,,capability-trend,government-AISI
